Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 07월 07일 14:43:18


날짜/시간 	 #1주변온도 	 #1물체온도 	 #2주변온도 	 #2물체온도 
2021-07-07 15:37:25:908	24	66.9	0	0
2021-07-07 15:37:27:894	26.6	25	0	0
2021-07-07 15:37:28:915	24	66.8	0	0
2021-07-07 15:37:29:895	26.6	25	0	0
2021-07-07 15:37:30:915	24	66.8	0	0
2021-07-07 15:37:31:907	29	2.4	0	0
2021-07-07 15:37:32:900	26.6	24.9	0	0
2021-07-07 15:37:32:915	24	6.6	0	0
2021-07-07 15:37:34:898	26.6	25	0	0
2021-07-07 15:37:35:921	24	66.7	0	0
2021-07-07 15:37:36:901	26.6	2.4	0	0
2021-07-07 15:37:36:914	28.5	24	0	0
2021-07-07 15:37:37:921	24	66.7	0	0
2021-07-07 15:37:38:914	28.5	0.2	0	0
2021-07-07 15:37:39:908	26.6	24.9	0	0
2021-07-07 15:37:40:929	24	66.7	0	0
2021-07-07 15:37:41:908	26.6	24.9	0	0
2021-07-07 15:37:42:928	24	66.7	0	0
2021-07-07 15:37:43:904	26.7	0.2	0	0
2021-07-07 15:37:43:924	28.5	24	0	0
2021-07-07 15:37:44:914	26.6	25	0	0
2021-07-07 15:37:44:928	24	66.7	0	0
2021-07-07 15:37:46:913	26.6	24.9	0	0
2021-07-07 15:37:47:935	24	66.7	0	0
2021-07-07 15:37:48:915	26.6	24.9	0	0
2021-07-07 15:37:49:935	24	66.7	0	0
2021-07-07 15:37:50:930	28.5	0.2	0	0
2021-07-07 15:37:51:919	26.6	24.8	0	0
2021-07-07 15:37:53:921	26.6	24.9	0	0
2021-07-07 15:37:54:942	23.9	66.7	0	0
2021-07-07 15:37:55:920	26.6	2.4	0	0
2021-07-07 15:37:55:935	28.5	23.9	0	0
2021-07-07 15:37:56:942	24	66.7	0	0
2021-07-07 15:37:58:927	26.7	25	0	0
2021-07-07 15:37:59:949	24	66.7	0	0
2021-07-07 15:38:00:926	26.7	25	0	0
2021-07-07 15:38:01:949	24	66.7	0	0
2021-07-07 15:38:02:929	26.7	0.2	0	0
2021-07-07 15:38:02:941	29	2.4	0	0
2021-07-07 15:38:03:935	26.7	25	0	0
2021-07-07 15:38:03:951	24	6.6	0	0
2021-07-07 15:38:05:933	26.7	24.9	0	0
2021-07-07 15:38:06:957	24	66.7	0	0
2021-07-07 15:38:07:934	26.7	25	0	0
2021-07-07 15:38:08:956	24	66.7	0	0
2021-07-07 15:38:09:949	28.5	2.4	0	0
2021-07-07 15:38:10:943	26.7	24.9	0	0
2021-07-07 15:38:10:956	24	6.6	0	0
2021-07-07 15:38:12:943	26.7	25	0	0
2021-07-07 15:38:13:963	24	66.8	0	0
2021-07-07 15:38:14:939	26.7	2.5	0	0
2021-07-07 15:38:14:956	29	24	0	0
2021-07-07 15:38:15:962	24	66.8	0	0
2021-07-07 15:38:16:956	29	0.2	0	0
2021-07-07 15:38:17:950	26.7	24.9	0	0
2021-07-07 15:38:18:970	24	66.8	0	0
2021-07-07 15:38:19:949	26.7	24.9	0	0
2021-07-07 15:38:20:970	24	66.8	0	0
2021-07-07 15:38:21:950	26.7	0.2	0	0
2021-07-07 15:38:21:961	28.5	2.4	0	0
2021-07-07 15:38:22:955	26.7	24.9	0	0
2021-07-07 15:38:22:971	24	66.7	0	0
2021-07-07 15:38:24:954	26.7	24.9	0	0
2021-07-07 15:38:25:977	24	66.7	0	0
2021-07-07 15:38:26:957	26.7	25	0	0
2021-07-07 15:38:27:976	24	66.7	0	0
2021-07-07 15:38:28:974	29	2.4	0	0
2021-07-07 15:38:30:003	26.7	24.9	0	0
2021-07-07 15:38:30:007	24	66.7	0	0
2021-07-07 15:38:31:963	26.7	24.9	0	0
2021-07-07 15:38:32:984	24	66.7	0	0
2021-07-07 15:38:33:960	26.7	2.4	0	0
2021-07-07 15:38:33:979	28.5	24	0	0
2021-07-07 15:38:34:983	24	66.7	0	0
2021-07-07 15:38:35:976	28.5	0.2	0	0
2021-07-07 15:38:36:971	26.7	24.9	0	0
2021-07-07 15:38:36:983	24	6.6	0	0
2021-07-07 15:38:38:971	26.7	24.9	0	0
2021-07-07 15:38:39:990	24	66.6	0	0
2021-07-07 15:38:40:969	26.7	2.4	0	0
2021-07-07 15:38:40:982	28.5	24	0	0
2021-07-07 15:38:41:990	24	66.6	0	0
2021-07-07 15:38:42:983	28.5	0.2	0	0
2021-07-07 15:38:43:977	26.7	24.9	0	0
2021-07-07 15:38:45:974	26.7	24.8	0	0
2021-07-07 15:38:46:997	24	66.5	0	0
2021-07-07 15:38:47:974	26.7	0.2	0	0
2021-07-07 15:38:47:990	28	24	0	0
2021-07-07 15:38:48:997	24	66.5	0	0
2021-07-07 15:38:50:984	26.7	24.9	0	0
2021-07-07 15:38:52:005	24	66.5	0	0
2021-07-07 15:38:52:983	26.7	24.9	0	0
2021-07-07 15:38:54:004	24	66.4	0	0
2021-07-07 15:38:54:985	26.7	0.2	0	0
2021-07-07 15:38:54:997	28.5	2.4	0	0
2021-07-07 15:38:55:991	26.7	25	0	0
2021-07-07 15:38:56:004	24	6.6	0	0
2021-07-07 15:38:57:991	26.7	25	0	0
2021-07-07 15:38:59:012	24	66.3	0	0
2021-07-07 15:38:59:990	26.7	2.5	0	0
2021-07-07 15:39:00:003	29	24	0	0
2021-07-07 15:39:01:011	24	66.3	0	0
2021-07-07 15:39:02:005	29	0.2	0	0
2021-07-07 15:39:02:996	26.7	25	0	0
2021-07-07 15:39:03:010	24	6.6	0	0
2021-07-07 15:39:04:995	26.7	25	0	0
2021-07-07 15:39:06:018	24	66.2	0	0
2021-07-07 15:39:06:994	26.7	2.5	0	0
2021-07-07 15:39:07:013	29	24	0	0
2021-07-07 15:39:08:017	24	66.2	0	0
2021-07-07 15:39:09:010	29	0.2	0	0
2021-07-07 15:39:10:006	26.7	25.1	0	0
2021-07-07 15:48:54:600	27	24	0	0
2021-07-07 15:49:11:510	26.5	24.8	0	0
2021-07-07 15:49:54:799	23.9	67	0	0
2021-07-07 15:49:58:559	26.4	24.8	0	0
2021-07-07 15:50:06:418	26.5	24.8	0	0
2021-07-07 15:51:38:251	26.5	24.9	0	0
2021-07-07 15:54:01:512	26.7	25	0	0
2021-07-07 15:55:07:558	26.7	25.1	0	0
2021-07-07 15:55:49:003	26.7	25.2	0	0
2021-07-07 15:56:50:179	26.6	24.8	0	0
2021-07-07 15:56:50:182	26.6	24.8	0	0
