Magnetic Sensor Monitoring Program V1.0
회 사 명 : (주)래도
작성일자 : 2025년 11월 02일 13:30:57


날짜 	시간 	X축 	Y축 	Z축 	방위 	분당교통량(min/count) 	차량속도(km/h) 	rel 	abs_rel 	threshold_t 	state	X축 	Y축 	Z축 	방위 	분당교통량(min / count) 	차량속도(km / h) 	rel 	abs_rel 	threshold_t 	state	최종 분당교통량(min / count) 	최종 차량속도(km / h)
2025-11-02	13:42:45[150]	-51	-96	-225	242.02052561152	4	0	-468	468	39	0	116	107	-136	42.6888685472386	0	0	-350	350	30	0	0	0
2025-11-02	13:42:47[418]	-51	-96	-225	242.02052561152	4	0	-468	468	39	0	157	46	-118	16.3302484136548	1	0	-332	332	30	0	0	0
2025-11-02	13:42:49[482]	-51	-96	-225	242.02052561152	4	0	-468	468	39	0	35	137	-161	75.6689266497149	2	0	-375	375	30	0	0	0
2025-11-02	13:42:51[352]	-51	-96	-225	242.02052561152	4	0	-468	468	39	0	181	37	-94	11.5532251922851	3	0	-308	308	30	0	0	0
2025-11-02	13:42:53[321]	-51	-96	-225	242.02052561152	4	0	-468	468	39	0	80	116	-146	55.4077113124901	4	0	-360	360	30	0	0	0
2025-11-02	13:42:55[287]	-51	-96	-225	242.02052561152	4	0	-468	468	39	0	157	74	-125	25.2362636469036	5	0	-339	339	30	0	0	0
2025-11-02	13:42:57[449]	-51	-96	-225	242.02052561152	4	0	-468	468	39	0	23	137	-179	80.4698721674001	6	0	-393	393	30	0	0	0
2025-11-02	13:45:22[646]	-114	-82	-304	215.7273982228	0	0	-656	656	42	0	23	137	-179	80.4698721674001	6	0	-393	393	30	0	0	0
2025-11-02	13:45:25[187]	17	-311	-161	273.128809848832	1	0	-513	513	42	0	23	137	-179	80.4698721674001	6	0	-393	393	30	0	0	0
2025-11-02	13:45:27[346]	-314	-151	-47	205.682515903628	2	0	-399	399	42	0	23	137	-179	80.4698721674001	6	0	-393	393	30	0	0	0
2025-11-02	13:45:38[095]	-62	-42	-319	214.114472945341	3	0	-671	671	42	0	23	137	-179	80.4698721674001	6	0	-393	393	30	0	0	0
2025-11-02	13:45:47[966]	-162	-105	266	212.94921511659	4	0	-86	86	42	0	23	137	-179	80.4698721674001	6	0	-393	393	30	0	0	0
2025-11-02	13:46:19[092]	-162	-105	266	212.94921511659	4	0	-86	86	42	0	72	135	-45	61.927513064147	0	0	-201	201	30	0	0	0
2025-11-02	13:46:20[851]	-162	-105	266	212.94921511659	4	0	-86	86	42	0	79	146	-49	61.5823619409829	1	0	-205	205	30	0	0	0
2025-11-02	13:46:23[507]	-162	-105	266	212.94921511659	4	0	-86	86	42	0	17	70	133	76.349580865243	2	0	-23	23	30	0	0	0
2025-11-02	13:46:34[833]	-162	-105	266	212.94921511659	4	0	-86	86	42	0	66	123	-49	61.7826441452707	3	0	-205	205	30	0	0	0
2025-11-02	13:46:36[761]	-162	-105	266	212.94921511659	4	0	-86	86	42	0	65	130	-51	63.434948822922	3	0	-207	207	30	0	0	0
2025-11-02	13:46:39[584]	-157	168	270	133.061498230613	2	0	-82	82	40	0	65	130	-51	63.434948822922	3	0	-207	207	30	0	0	0
2025-11-02	13:46:44[176]	-220	-78	-233	199.52173027592	2	0	-585	585	40	0	65	130	-51	63.434948822922	3	0	-207	207	30	0	0	0
2025-11-02	13:46:46[513]	-157	-120	-273	217.391808327212	3	0	-625	625	40	0	65	130	-51	63.434948822922	3	0	-207	207	30	0	0	0
2025-11-02	13:47:02[556]	-103	-92	-233	221.771352130364	0	0	-494	494	30	0	65	130	-51	63.434948822922	3	0	-207	207	30	0	0	0
2025-11-02	13:47:04[251]	-103	-92	-233	221.771352130364	0	0	-494	494	30	0	69	118	-48	59.683219752396	5	0	-204	204	30	0	0	0
2025-11-02	13:47:08[219]	-100	-91	-238	222.302194366684	1	0	-499	499	30	0	69	118	-48	59.683219752396	5	0	-204	204	30	0	0	0
2025-11-02	13:47:10[663]	-81	-86	-218	226.714930195527	2	0	-479	479	30	0	69	118	-48	59.683219752396	5	0	-204	204	30	0	0	0
2025-11-02	13:47:12[134]	-81	-86	-218	226.714930195527	2	0	-479	479	30	0	85	136	-57	57.9946167919165	6	0	-213	213	30	0	0	0
2025-11-02	13:48:34[277]	112	-36	231	342.181111085477	0	0	-30	30	30	0	85	136	-57	57.9946167919165	6	0	-213	213	30	0	0	0
2025-11-02	13:48:35[780]	112	-36	231	342.181111085477	0	0	-30	30	30	0	98	89	-85	42.2445752994972	0	0	-241	241	30	0	0	0
2025-11-02	13:48:39[316]	112	-36	231	342.181111085477	0	0	-30	30	30	0	98	117	-70	50.0502284248328	1	0	-226	226	30	0	0	0
2025-11-02	13:48:42[212]	-112	-96	-226	220.601294645004	1	0	-487	487	30	0	98	117	-70	50.0502284248328	1	0	-226	226	30	0	0	0
2025-11-02	13:48:44[017]	-116	-64	-217	208.886581766911	2	0	-478	478	30	0	98	117	-70	50.0502284248328	1	0	-226	226	30	0	0	0
2025-11-02	13:48:45[722]	-103	-82	-225	218.523875461649	2	0	-486	486	30	0	98	117	-70	50.0502284248328	1	0	-226	226	30	0	0	0
2025-11-02	13:48:47[482]	-103	-82	-225	218.523875461649	2	0	-486	486	30	0	57	122	-45	64.957401822183	2	0	-201	201	30	0	0	0
2025-11-02	13:48:51[913]	-103	-82	-225	218.523875461649	2	0	-486	486	30	0	69	122	-52	60.5086381968298	3	0	-208	208	30	0	0	0
2025-11-02	13:48:53[880]	-103	-82	-225	218.523875461649	2	0	-486	486	30	0	87	120	-56	54.0578881286177	4	0	-212	212	34	0	0	0
2025-11-02	13:48:55[897]	-94	-96	-222	225.603091194381	4	0	-483	483	30	0	87	120	-56	54.0578881286177	4	0	-212	212	34	0	0	0
2025-11-02	13:48:57[863]	-96	-92	-223	223.781124764869	5	0	-484	484	30	0	87	120	-56	54.0578881286177	4	0	-212	212	34	0	0	0
2025-11-02	13:48:59[783]	-96	-92	-223	223.781124764869	5	0	-484	484	30	0	82	144	-52	60.3408907640049	5	0	-208	208	32	0	0	0
2025-11-02	13:49:01[383]	-126	-89	-222	215.235442120112	6	0	-483	483	30	0	82	144	-52	60.3408907640049	5	0	-208	208	32	0	0	0
2025-11-02	14:15:18[499]	-71	-59	-207	219.726104042648	0	0	-442	442	30	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-02	14:15:29[149]	-78	-67	-200	220.661733208572	1	0	-435	435	30	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-02	14:16:16[639]	-119	-128	-213	227.086777275571	0	0	-504	504	30	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-02	14:16:19[666]	-119	-128	-213	227.086777275571	0	0	-504	504	30	0	134	-123	-92	317.450852637771	0	0	-282	282	30	0	0	0
2025-11-02	14:16:23[384]	-121	-124	-216	225.701545912345	1	0	-507	507	30	0	134	-123	-92	317.450852637771	0	0	-282	282	30	0	0	0
2025-11-02	14:16:24[777]	-121	-124	-216	225.701545912345	1	0	-507	507	30	0	125	91	-111	36.054618166461	1	0	-301	301	30	0	0	0
2025-11-02	14:16:41[480]	-116	-120	-219	225.971021931079	2	0	-510	510	30	0	125	91	-111	36.054618166461	1	0	-301	301	30	0	0	0
2025-11-02	14:17:06[589]	-116	-120	-219	225.971021931079	2	0	-510	510	30	0	109	109	-87	45	2	0	-277	277	30	0	0	0
2025-11-02	14:18:19[964]	-117	-125	-223	226.893385845746	0	0	-514	514	30	0	109	109	-87	45	2	0	-277	277	30	0	0	0
2025-11-02	14:18:22[489]	-117	-125	-223	226.893385845746	0	0	-514	514	30	0	138	115	-87	39.8055710922652	0	0	-277	277	30	0	0	0
2025-11-02	14:18:24[570]	-229	-39	-159	189.665066512244	1	0	-450	450	30	0	138	115	-87	39.8055710922652	0	0	-277	277	30	0	0	0
2025-11-02	14:18:26[330]	-229	-39	-159	189.665066512244	1	0	-450	450	30	0	134	131	-73	44.351396241109	1	0	-263	263	30	0	0	0
2025-11-02	14:18:27[112]	-229	-39	-159	189.665066512244	1	0	-450	450	30	0	134	131	-73	44.351396241109	1	0	-263	263	30	0	1	23
2025-11-02	14:18:27[115]	-122	-123	-221	225.233859025873	2	0	-512	512	30	0	134	131	-73	44.351396241109	1	0	-263	263	30	0	1	23
2025-11-02	14:18:29[353]	-126	-107	-222	220.338126904761	3	0	-513	513	30	0	134	131	-73	44.351396241109	1	0	-263	263	30	0	1	23
2025-11-02	14:18:30[289]	-126	-107	-222	220.338126904761	3	0	-513	513	30	0	134	131	-73	44.351396241109	1	0	-263	263	30	0	2	23
2025-11-02	14:18:30[292]	-126	-107	-222	220.338126904761	3	0	-513	513	30	0	134	124	-67	42.7803444468021	2	0	-257	257	34	0	2	23
2025-11-02	14:18:32[232]	-126	-107	-222	220.338126904761	3	0	-513	513	30	0	137	116	-85	40.2551007945435	3	0	-275	275	32	0	2	23
2025-11-02	14:18:33[174]	-126	-107	-222	220.338126904761	3	0	-513	513	30	0	137	116	-85	40.2551007945435	3	0	-275	275	32	0	3	19
2025-11-02	14:18:33[177]	-143	-112	-219	218.068643201684	4	0	-510	510	30	0	137	116	-85	40.2551007945435	3	0	-275	275	32	0	3	19
2025-11-02	14:18:35[368]	-143	-112	-219	218.068643201684	4	0	-510	510	30	0	147	72	-71	26.0954241573883	4	0	-261	261	32	0	3	19
2025-11-02	14:18:39[015]	-143	-112	-219	218.068643201684	4	0	-510	510	30	0	145	96	-86	33.50730648869	5	0	-276	276	32	0	3	19
2025-11-02	14:18:40[331]	-116	-125	-226	227.138682577666	5	0	-517	517	30	0	145	96	-86	33.50730648869	5	0	-276	276	32	0	3	19
2025-11-02	14:18:42[949]	-116	-125	-226	227.138682577666	5	0	-517	517	30	0	133	101	-78	37.2129820453676	6	0	-268	268	32	0	3	19
2025-11-02	14:18:44[035]	-116	-125	-226	227.138682577666	5	0	-517	517	30	0	133	101	-78	37.2129820453676	6	0	-268	268	32	0	4	19
2025-11-02	14:18:44[042]	-196	-66	-200	198.610164727827	6	0	-491	491	30	0	133	101	-78	37.2129820453676	6	0	-268	268	32	0	4	19
2025-11-02	14:18:47[956]	-122	-120	-233	224.526491941265	7	0	-524	524	30	0	133	101	-78	37.2129820453676	6	0	-268	268	32	0	4	19
2025-11-02	14:18:49[138]	-122	-120	-233	224.526491941265	7	0	-524	524	30	0	133	101	-78	37.2129820453676	6	0	-268	268	32	0	5	19
2025-11-02	14:18:49[180]	-122	-120	-233	224.526491941265	7	0	-524	524	30	0	-164	81	18	153.71512155073	7	0	-172	172	36	0	5	19
2025-11-02	14:18:50[724]	-122	-120	-233	224.526491941265	7	0	-524	524	30	0	115	127	-68	47.8387878410054	8	0	-258	258	36	0	5	19
2025-11-02	14:18:55[587]	-117	-106	-231	222.176039710758	8	0	-522	522	30	0	115	127	-68	47.8387878410054	8	0	-258	258	36	0	5	19
2025-11-02	14:18:57[908]	-117	-106	-231	222.176039710758	8	0	-522	522	30	0	124	94	-87	37.1644748935114	9	0	-277	277	33	0	5	19
2025-11-02	14:19:00[082]	-117	-119	-226	225.485545830008	9	0	-517	517	34	0	124	94	-87	37.1644748935114	9	0	-277	277	33	0	5	19
2025-11-02	14:19:01[139]	-117	-119	-226	225.485545830008	9	0	-517	517	34	0	124	94	-87	37.1644748935114	9	0	-277	277	33	0	6	17
2025-11-02	14:19:01[144]	-117	-119	-226	225.485545830008	9	0	-517	517	34	0	135	93	-90	34.5625246488818	10	0	-280	280	33	0	6	17
2025-11-02	14:19:02[630]	-115	-125	-229	227.385944030389	10	0	-520	520	32	0	135	93	-90	34.5625246488818	10	0	-280	280	33	0	6	17
2025-11-02	14:19:03[905]	-115	-125	-229	227.385944030389	10	0	-520	520	32	0	123	95	-88	37.6809806244096	11	0	-278	278	32	0	6	17
2025-11-02	15:17:02[389]	-234	-70	-212	196.654306376923	0	0	-506	506	58	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-02	15:17:25[882]	-206	-60	-180	196.238841629692	1	0	-474	474	58	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-02	15:17:27[115]	-206	-60	-180	196.238841629692	1	0	-474	474	58	0	121	31	-123	14.3700015151793	0	0	-298	298	30	0	0	0
2025-11-02	15:17:30[057]	-206	-60	-180	196.238841629692	1	0	-474	474	58	0	106	32	-117	16.7983717813053	1	0	-292	292	30	0	0	0
2025-11-02	15:17:30[968]	-206	-60	-180	196.238841629692	1	0	-474	474	58	0	106	32	-117	16.7983717813053	1	0	-292	292	30	0	1	20
2025-11-02	15:17:30[973]	-273	-158	-1	210.060309063145	2	0	-295	295	58	0	106	32	-117	16.7983717813053	1	0	-292	292	30	0	1	20
2025-11-02	15:17:33[519]	-214	-90	-171	202.809711103877	3	0	-465	465	58	0	106	32	-117	16.7983717813053	1	0	-292	292	30	0	1	20
2025-11-02	15:17:45[557]	-212	-34	-153	189.111357044784	4	0	-447	447	58	0	106	32	-117	16.7983717813053	1	0	-292	292	30	0	1	20
2025-11-02	15:18:00[148]	-212	-34	-153	189.111357044784	4	0	-447	447	58	0	112	41	-117	20.1062347983593	0	0	-295	295	30	0	1	20
2025-11-02	15:18:02[714]	-212	-34	-153	189.111357044784	4	0	-447	447	58	0	167	41	-89	13.7938086121765	1	0	-267	267	30	0	1	20
2025-11-02	15:18:05[265]	-212	-34	-153	189.111357044784	4	0	-447	447	58	0	152	106	59	34.8907015075048	2	0	-119	119	30	0	1	20
2025-11-02	15:18:08[002]	-218	-36	-159	189.377060694304	4	0	-453	453	56	0	152	106	59	34.8907015075048	2	0	-119	119	30	0	1	20
2025-11-02	15:18:08[221]	-218	-36	-159	189.377060694304	4	0	-453	453	56	0	152	106	59	34.8907015075048	2	0	-119	119	30	0	2	80
2025-11-02	15:18:08[224]	-218	-36	-159	189.377060694304	4	0	-453	453	56	0	68	70	-164	45.830315486258	3	0	-342	342	30	0	2	80
2025-11-02	15:18:11[230]	-210	-39	-202	190.520784313874	5	0	-496	496	60	0	68	70	-164	45.830315486258	3	0	-342	342	30	0	2	80
2025-11-02	15:18:12[446]	-210	-39	-202	190.520784313874	5	0	-496	496	60	0	108	44	-131	22.1663458220825	4	0	-309	309	30	0	2	80
2025-11-02	15:18:13[773]	-244	-113	-3	204.849550630262	6	0	-297	297	60	0	108	44	-131	22.1663458220825	4	0	-309	309	30	0	2	80
2025-11-02	15:18:15[199]	-244	-113	-3	204.849550630262	6	0	-297	297	60	0	122	39	-121	17.7276294543778	5	0	-299	299	34	0	2	80
2025-11-02	15:18:16[314]	-244	-113	-3	204.849550630262	6	0	-297	297	60	0	122	39	-121	17.7276294543778	5	0	-299	299	34	0	3	20
2025-11-02	15:18:16[318]	-190	-97	-171	207.045507668006	7	0	-465	465	60	0	122	39	-121	17.7276294543778	5	0	-299	299	34	0	3	20
2025-11-02	15:18:17[471]	-190	-97	-171	207.045507668006	7	0	-465	465	60	0	106	44	-133	22.5430610000579	6	0	-311	311	34	0	3	20
2025-11-02	15:18:19[819]	-190	-97	-171	207.045507668006	7	0	-465	465	60	0	132	21	-106	9.03948280335512	7	0	-284	284	32	0	3	20
2025-11-02	15:18:21[118]	-184	-78	-178	202.972721330829	8	0	-472	472	60	0	132	21	-106	9.03948280335512	7	0	-284	284	32	0	3	20
2025-11-02	15:18:23[771]	-203	-219	28	227.171311790915	9	0	-266	266	60	0	132	21	-106	9.03948280335512	7	0	-284	284	32	0	3	20
2025-11-02	15:18:35[626]	-292	106	20	160.048409305237	7	0	-274	274	62	0	132	21	-106	9.03948280335512	7	0	-284	284	32	0	3	20
2025-11-02	15:18:50[309]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	132	21	-106	9.03948280335512	7	0	-284	284	32	0	3	20
2025-11-02	15:19:07[890]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	141	86	52	31.3802294219404	0	0	-127	127	30	0	3	20
2025-11-02	15:19:09[168]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	100	85	138	40.3645365730974	1	0	-41	41	30	0	3	20
2025-11-02	15:19:10[735]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	105	42	-133	21.8014094863518	1	0	-312	312	30	0	3	20
2025-11-02	15:19:12[222]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	109	41	-129	20.6136288981986	3	0	-308	308	30	0	3	20
2025-11-02	15:19:13[599]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	102	45	-130	23.8059435184577	3	0	-309	309	30	0	3	20
2025-11-02	15:19:14[975]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	105	43	-129	22.2702679200553	4	0	-308	308	30	0	3	20
2025-11-02	15:19:16[353]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	98	41	-136	22.7028421232128	6	0	-315	315	30	0	3	20
2025-11-02	15:19:17[725]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	99	43	-134	23.4773998920929	6	0	-313	313	30	0	3	20
2025-11-02	15:19:19[101]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	82	43	-135	27.6720782227588	7	0	-314	314	30	0	3	20
2025-11-02	15:19:20[380]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	88	43	-138	26.0418165948938	9	0	-317	317	30	0	3	20
2025-11-02	15:19:21[757]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	97	45	-142	24.8874117109245	9	0	-321	321	30	0	3	20
2025-11-02	15:19:23[166]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	100	41	-136	22.2936291596941	10	0	-315	315	30	0	3	20
2025-11-02	15:19:24[521]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	102	48	-129	25.2011236454751	12	0	-308	308	30	0	3	20
2025-11-02	15:19:25[884]	-239	-15	-165	183.591259037206	7	0	-459	459	60	0	106	46	-141	23.4590240814616	12	0	-320	320	30	0	3	20
2025-11-02	15:20:02[244]	-229	-28	-206	186.970995807229	0	0	-503	503	30	0	106	46	-141	23.4590240814616	12	0	-320	320	30	0	3	20
2025-11-02	15:20:03[493]	-229	-28	-206	186.970995807229	0	0	-503	503	30	0	107	55	-140	27.2040110760696	0	0	-316	316	30	0	3	20
2025-11-02	15:20:04[786]	-216	-31	-203	188.167235064131	1	0	-500	500	30	0	107	55	-140	27.2040110760696	0	0	-316	316	30	0	3	20
2025-11-02	15:20:07[329]	-216	-31	-203	188.167235064131	1	0	-500	500	30	0	92	61	-114	33.5461085839078	1	0	-290	290	30	0	3	20
2025-11-02	15:20:08[900]	-227	-26	-195	186.53403849618	2	0	-492	492	30	0	92	61	-114	33.5461085839078	1	0	-290	290	30	0	3	20
2025-11-02	15:20:10[201]	-227	-26	-195	186.53403849618	2	0	-492	492	30	0	105	52	-136	26.346366057655	2	0	-312	312	34	0	3	20
2025-11-02	15:20:11[728]	-213	-30	-198	188.017093073655	3	0	-495	495	30	0	105	52	-136	26.346366057655	2	0	-312	312	34	0	3	20
2025-11-02	15:20:23[565]	-272	-85	-105	197.354024636261	4	0	-402	402	30	0	105	52	-136	26.346366057655	2	0	-312	312	34	0	3	20
2025-11-02	15:20:27[678]	-217	-39	-192	190.188628008453	5	0	-489	489	30	0	105	52	-136	26.346366057655	2	0	-312	312	34	0	3	20
2025-11-02	15:20:28[956]	-220	-37	-181	189.546766921404	5	0	-478	478	30	0	105	52	-136	26.346366057655	2	0	-312	312	34	0	3	20
2025-11-02	15:20:47[333]	-220	-37	-181	189.546766921404	5	0	-478	478	30	0	114	30	-124	14.7435628364707	0	0	-304	304	30	0	3	20
2025-11-02	15:20:49[895]	-220	-45	-180	191.560130794218	0	0	-479	479	30	0	114	30	-124	14.7435628364707	0	0	-304	304	30	0	3	20
2025-11-02	15:20:51[332]	-220	-45	-180	191.560130794218	0	0	-479	479	30	0	115	37	-127	17.8350149426681	1	0	-307	307	30	0	3	20
2025-11-02	15:20:52[726]	-219	-36	-188	189.334998463138	1	0	-487	487	30	0	115	37	-127	17.8350149426681	1	0	-307	307	30	0	3	20
2025-11-02	15:20:54[165]	-219	-36	-188	189.334998463138	1	0	-487	487	30	0	115	36	-122	17.3823888812279	2	0	-302	302	30	0	3	20
2025-11-02	15:20:55[484]	-220	-36	-180	189.293308599397	2	0	-479	479	30	0	115	36	-122	17.3823888812279	2	0	-302	302	30	0	3	20
2025-11-02	15:20:56[916]	-220	-36	-180	189.293308599397	2	0	-479	479	30	0	110	39	-120	19.5217302759202	3	0	-300	300	30	0	3	20
2025-11-02	15:20:58[212]	-223	-38	-179	189.670518164925	3	0	-478	478	30	0	110	39	-120	19.5217302759202	3	0	-300	300	30	0	3	20
2025-11-02	15:20:59[668]	-223	-38	-179	189.670518164925	3	0	-478	478	30	0	110	32	-126	16.2201936956028	4	0	-306	306	30	0	3	20
2025-11-02	15:21:00[951]	-227	-35	-176	188.765128094207	4	0	-475	475	30	0	110	32	-126	16.2201936956028	4	0	-306	306	30	0	3	20
2025-11-02	15:21:03[796]	-215	-40	-192	190.539183728628	5	0	-491	491	30	0	110	32	-126	16.2201936956028	4	0	-306	306	30	0	3	20
2025-11-02	15:21:05[191]	-215	-40	-192	190.539183728628	5	0	-491	491	30	0	109	36	-125	18.2771096092201	5	0	-305	305	30	0	3	20
2025-11-02	15:21:06[738]	-221	-42	-188	190.760469306028	6	0	-487	487	30	0	109	36	-125	18.2771096092201	5	0	-305	305	30	0	3	20
2025-11-02	15:21:08[242]	-221	-42	-188	190.760469306028	6	0	-487	487	30	0	111	40	-117	19.817152519619	6	0	-297	297	30	0	3	20
2025-11-02	15:21:09[665]	-222	-37	-183	189.462322208026	7	0	-482	482	30	0	111	40	-117	19.817152519619	6	0	-297	297	30	0	3	20
2025-11-02	15:21:11[089]	-222	-37	-183	189.462322208026	7	0	-482	482	30	0	117	32	-120	15.2965473144301	7	0	-300	300	30	0	3	20
2025-11-02	15:21:12[400]	-216	-40	-182	190.491477012332	8	0	-481	481	30	0	117	32	-120	15.2965473144301	7	0	-300	300	30	0	3	20
2025-11-02	15:21:13[655]	-216	-40	-182	190.491477012332	8	0	-481	481	30	0	108	37	-116	18.9110800745639	8	0	-296	296	30	0	3	20
2025-11-02	15:21:15[903]	-216	-40	-182	190.491477012332	8	0	-481	481	30	0	109	34	-126	17.324089539971	9	0	-306	306	30	0	3	20
2025-11-02	15:21:17[985]	-243	-24	-153	185.640549432157	9	0	-452	452	30	0	109	34	-126	17.324089539971	9	0	-306	306	30	0	3	20
2025-11-02	15:21:21[022]	-223	-30	-173	187.661951154972	10	0	-472	472	34	0	109	34	-126	17.324089539971	9	0	-306	306	30	0	3	20
2025-11-02	15:21:22[014]	-223	-30	-173	187.661951154972	10	0	-472	472	34	0	109	34	-126	17.324089539971	9	0	-306	306	30	0	1	20
2025-11-02	15:21:22[016]	-223	-30	-173	187.661951154972	10	0	-472	472	34	0	107	36	-121	18.5954407827566	10	0	-301	301	30	0	1	20
2025-11-02	15:21:23[568]	-272	-38	-114	187.953081971438	11	0	-413	413	34	0	107	36	-121	18.5954407827566	10	0	-301	301	30	0	1	20
2025-11-02	15:21:24[766]	-272	-38	-114	187.953081971438	11	0	-413	413	34	0	112	41	-119	20.1062347983593	11	0	-299	299	30	0	1	20
2025-11-02	15:21:25[723]	-272	-38	-114	187.953081971438	11	0	-413	413	34	0	112	41	-119	20.1062347983593	11	0	-299	299	30	0	2	19
2025-11-02	15:21:25[726]	-303	-24	-19	184.528824236933	12	0	-318	318	32	0	112	41	-119	20.1062347983593	11	0	-299	299	30	0	2	19
2025-11-02	15:21:26[842]	-303	-24	-19	184.528824236933	12	0	-318	318	32	0	113	39	-122	19.0412307384394	12	0	-302	302	30	0	2	19
2025-11-02	15:21:27[771]	-303	-24	-19	184.528824236933	12	0	-318	318	32	0	113	39	-122	19.0412307384394	12	0	-302	302	30	0	3	19
2025-11-02	15:21:27[774]	-212	-40	-185	190.684912400003	13	0	-484	484	32	0	113	39	-122	19.0412307384394	12	0	-302	302	30	0	3	19
2025-11-02	15:21:28[796]	-212	-40	-185	190.684912400003	13	0	-484	484	32	0	115	36	-121	17.3823888812279	13	0	-301	301	30	0	3	19
2025-11-02	15:21:29[874]	-212	-40	-185	190.684912400003	13	0	-484	484	32	0	115	36	-121	17.3823888812279	13	0	-301	301	30	0	4	18
2025-11-02	15:21:29[880]	-218	-37	-199	189.632718075968	14	0	-498	498	32	0	115	36	-121	17.3823888812279	13	0	-301	301	30	0	4	18
2025-11-02	15:21:31[788]	-218	-36	-190	189.377060694304	15	0	-489	489	32	0	115	36	-121	17.3823888812279	13	0	-301	301	30	0	4	18
