Magnetic Sensor Monitoring Program V1.0
회 사 명 : (주)래도
작성일자 : 2025년 06월 24일 16:46:40


날짜 	시간 	X축 	Y축 	Z축 	방위 
2025-06-24	18:25:54[977]	65	-21	130	342.095552493752
2025-06-24	18:25:55[001]	68	-21	136	342.838081197135
2025-06-24	18:25:55[001]	66	-21	128	342.34987578007
2025-06-24	18:25:55[001]	63	-21	142	341.565051177078
2025-06-24	18:25:55[021]	70	-22	135	342.552811576718
2025-06-24	18:25:55[021]	62	-23	133	339.646770851931
2025-06-24	18:25:55[031]	65	-21	130	342.095552493752
2025-06-24	18:25:55[047]	74	-23	136	342.734190504985
2025-06-24	18:25:55[047]	65	-19	137	343.705952543401
2025-06-24	18:25:55[067]	69	-20	135	343.835500847743
2025-06-24	18:25:55[067]	64	-15	138	346.809389287793
2025-06-24	18:25:55[080]	67	-15	138	347.380677706569
2025-06-24	18:25:55[103]	65	-19	136	343.705952543401
2025-06-24	18:25:55[103]	63	-25	146	338.355564859286
2025-06-24	18:25:55[113]	72	-15	134	348.231711067979
2025-06-24	18:25:55[123]	68	-14	139	348.36636600106
2025-06-24	18:25:55[123]	69	-18	138	345.379126011368
2025-06-24	18:25:55[152]	70	-17	131	346.349580865243
2025-06-24	18:25:55[152]	69	-22	134	342.315607973442
2025-06-24	18:25:55[162]	70	-11	136	351.069409899581
2025-06-24	18:25:55[174]	70	-14	135	348.69006752598
2025-06-24	18:25:55[174]	74	-18	139	346.328692867804
2025-06-24	18:25:55[194]	72	-12	139	350.537677791974
2025-06-24	18:25:55[208]	71	-18	144	345.774036101248
2025-06-24	18:25:55[208]	77	-13	140	350.417055276467
2025-06-24	18:25:55[228]	73	-14	139	349.143586651938
2025-06-24	18:25:55[228]	75	-15	142	348.69006752598
2025-06-24	18:25:55[242]	71	-15	139	348.070677822762
2025-06-24	18:25:55[252]	69	-15	138	347.735226272108
2025-06-24	18:25:55[252]	69	-16	137	346.944752776203
2025-06-24	18:25:55[276]	71	-10	144	351.982906926345
2025-06-24	18:25:55[286]	66	-11	138	350.537677791974
2025-06-24	18:25:55[286]	71	-13	140	349.624155079949
2025-06-24	18:25:55[319]	70	-11	140	351.069409899581
2025-06-24	18:25:55[319]	72	-10	142	352.092837297042
2025-06-24	18:25:55[319]	74	-9	139	353.06565109873
2025-06-24	18:25:55[338]	74	-16	138	347.799531272619
2025-06-24	18:25:55[338]	72	-12	140	350.537677791974
2025-06-24	18:25:55[352]	74	-13	135	350.036195810093
2025-06-24	18:25:55[372]	72	-17	141	346.715133515098
2025-06-24	18:25:55[372]	75	-11	139	351.656108415967
2025-06-24	18:25:55[395]	73	-14	148	349.143586651938
2025-06-24	18:25:55[395]	82	-22	147	344.981639368849
2025-06-24	18:25:55[408]	74	-10	144	352.303948277983
2025-06-24	18:25:55[429]	75	-18	147	346.504266719204
2025-06-24	18:25:55[429]	69	-14	148	348.530469667133
2025-06-24	18:25:55[439]	79	-18	149	347.164390513599
2025-06-24	18:25:55[452]	79	-11	141	352.07307331731
2025-06-24	18:25:55[452]	77	-5	152	356.284710894571
2025-06-24	18:25:55[475]	72	-15	146	348.231711067979
2025-06-24	18:25:55[475]	71	-14	147	348.845340261072
2025-06-24	18:25:55[475]	77	-13	150	350.417055276467
2025-06-24	18:25:55[495]	78	-16	148	348.407824589709
2025-06-24	18:25:55[495]	74	-13	153	350.036195810093
2025-06-24	18:25:55[519]	76	-15	148	348.835119822451
2025-06-24	18:25:55[519]	82	-10	145	353.047042531826
2025-06-24	18:25:55[529]	78	-13	147	350.537677791974
2025-06-24	18:25:55[552]	71	-12	152	350.40686573727
2025-06-24	18:25:55[552]	78	-16	149	348.407824589709
2025-06-24	18:25:55[585]	72	-19	151	345.217273957384
2025-06-24	18:25:55[585]	81	-12	144	351.573030978519
2025-06-24	18:25:55[585]	79	-16	146	348.5506620115
2025-06-24	18:25:55[595]	73	-16	149	347.637507584286
2025-06-24	18:25:55[595]	81	-13	150	350.882137246204
2025-06-24	18:25:55[608]	79	-12	147	351.362868584929
2025-06-24	18:25:55[639]	78	-17	152	347.704733577002
2025-06-24	18:25:55[639]	77	-10	154	352.600405340113
2025-06-24	18:25:55[669]	85	-15	153	349.992020198559
2025-06-24	18:25:55[669]	80	-17	153	348.003100692076
2025-06-24	18:25:55[669]	73	-11	146	351.430858120162
2025-06-24	18:25:55[719]	79	-21	151	345.113733150982
2025-06-24	18:25:55[719]	78	-10	157	352.694240466689
2025-06-24	18:25:55[719]	86	-16	151	349.460816271372
2025-06-24	18:25:55[719]	86	-23	155	345.027124233213
2025-06-24	18:25:55[719]	83	-14	155	350.425772114908
2025-06-24	18:25:55[752]	81	-18	160	347.471192290848
2025-06-24	18:25:55[752]	78	-15	152	349.114472945341
2025-06-24	18:25:55[752]	80	-13	156	350.770113756272
2025-06-24	18:25:55[752]	80	-13	157	350.770113756272
2025-06-24	18:25:55[752]	79	-9	156	353.500653720345
2025-06-24	18:25:55[776]	81	-18	160	347.471192290848
2025-06-24	18:25:55[796]	84	-20	153	346.607502246249
2025-06-24	18:25:55[796]	82	-12	163	351.674349669573
2025-06-24	18:25:55[819]	80	-12	160	351.469234390052
2025-06-24	18:25:55[819]	83	-13	150	351.098283967108
2025-06-24	18:25:55[819]	85	-21	167	346.122470196792
2025-06-24	18:25:55[853]	87	-14	163	350.858359776475
2025-06-24	18:25:55[853]	87	-15	159	350.217592968193
2025-06-24	18:25:55[853]	83	-18	155	347.763888490584
2025-06-24	18:25:55[877]	84	-9	158	353.884496433715
2025-06-24	18:25:55[877]	83	-12	158	351.773277535892
2025-06-24	18:25:55[897]	85	-19	157	347.399840173919
2025-06-24	18:25:55[897]	83	-11	163	352.450578231737
2025-06-24	18:25:55[897]	85	-15	158	349.992020198559
2025-06-24	18:25:55[920]	87	-15	161	350.217592968193
2025-06-24	18:25:55[920]	81	-16	160	348.826161758185
2025-06-24	18:25:55[943]	87	-15	167	350.217592968193
2025-06-24	18:25:55[973]	90	-20	158	347.471192290848
2025-06-24	18:25:55[973]	83	-18	159	347.763888490584
2025-06-24	18:25:55[973]	90	-17	160	349.303489264222
2025-06-24	18:25:55[973]	85	-18	164	348.043415756851
2025-06-24	18:25:55[987]	86	-11	162	352.71104767639
2025-06-24	18:25:56[030]	82	-15	154	349.63367739655
2025-06-24	18:25:56[030]	89	-16	161	349.808498149972
2025-06-24	18:25:56[030]	81	-21	152	345.46554491946
2025-06-24	18:25:56[030]	81	-15	156	349.508522987668
2025-06-24	18:25:56[030]	88	-18	161	348.439869205782
2025-06-24	18:25:56[054]	89	-13	160	351.689722832476
2025-06-24	18:25:56[054]	81	-16	155	348.826161758185
2025-06-24	18:25:56[076]	73	-14	156	349.143586651938
2025-06-24	18:25:56[076]	86	-12	157	352.05652818941
2025-06-24	18:25:56[076]	88	-15	153	350.326644567597
2025-06-24	18:25:56[096]	83	-16	162	349.088871615717
2025-06-24	18:25:56[130]	90	-15	158	350.537677791974
2025-06-24	18:25:56[130]	77	-13	160	350.417055276467
2025-06-24	18:25:56[130]	81	-12	159	351.573030978519
2025-06-24	18:25:56[130]	81	-20	159	346.130313561495
2025-06-24	18:25:56[154]	79	-19	158	346.476839349584
2025-06-24	18:25:56[154]	81	-10	152	352.962059236815
2025-06-24	18:25:56[154]	85	-20	160	346.759480084813
2025-06-24	18:25:56[176]	83	-12	156	351.773277535892
2025-06-24	18:25:56[210]	82	-15	157	349.63367739655
2025-06-24	18:25:56[210]	81	-13	159	350.882137246204
2025-06-24	18:25:56[210]	82	-9	158	353.736509385665
2025-06-24	18:25:56[210]	85	-18	162	348.043415756851
2025-06-24	18:25:56[244]	80	-14	158	350.073754493348
2025-06-24	18:25:56[244]	80	-12	154	351.469234390052
2025-06-24	18:25:56[244]	80	-15	164	349.380344723845
2025-06-24	18:25:56[274]	84	-17	158	348.558956131233
2025-06-24	18:25:56[274]	84	-16	159	349.215702132437
2025-06-24	18:25:56[276]	85	-16	158	349.339651705465
2025-06-24	18:25:56[297]	77	-14	161	349.695153531234
2025-06-24	18:25:56[297]	84	-13	159	351.202589290009
2025-06-24	18:25:56[297]	86	-16	162	349.460816271372
2025-06-24	18:25:56[330]	81	-12	159	351.573030978519
2025-06-24	18:25:56[330]	82	-13	161	350.991496257975
2025-06-24	18:25:56[330]	87	-14	157	350.858359776475
2025-06-24	18:25:56[330]	87	-14	162	350.858359776475
2025-06-24	18:25:56[365]	84	-9	166	353.884496433715
2025-06-24	18:25:56[365]	81	-15	158	349.508522987668
2025-06-24	18:25:56[365]	82	-17	159	348.287527688913
2025-06-24	18:25:56[389]	87	-16	162	349.579287603206
2025-06-24	18:25:56[412]	81	-12	163	351.573030978519
2025-06-24	18:25:56[412]	84	-12	157	351.869897645844
2025-06-24	18:25:56[412]	78	-11	161	351.972762489568
2025-06-24	18:25:56[412]	82	-11	155	352.359593238973
2025-06-24	18:25:56[446]	84	-18	157	347.905242922988
2025-06-24	18:25:56[446]	79	-14	158	349.950651411875
2025-06-24	18:25:56[446]	83	-12	158	351.773277535892
2025-06-24	18:25:56[466]	85	-21	167	346.122470196792
2025-06-24	18:25:56[489]	80	-8	167	354.2894068625
2025-06-24	18:25:56[489]	86	-11	163	352.71104767639
2025-06-24	18:25:56[489]	87	-13	164	351.501441120506
2025-06-24	18:25:56[489]	86	-19	162	347.541753559995
2025-06-24	18:25:56[523]	82	-11	163	352.359593238973
2025-06-24	18:25:56[523]	77	-13	158	350.417055276467
2025-06-24	18:25:56[523]	79	-17	163	347.855721950433
2025-06-24	18:25:56[546]	82	-12	167	351.674349669573
2025-06-24	18:25:56[566]	84	-16	163	349.215702132437
2025-06-24	18:25:56[566]	81	-10	160	352.962059236815
2025-06-24	18:25:56[596]	80	-14	161	350.073754493348
2025-06-24	18:25:56[596]	87	-17	163	348.943587019752
2025-06-24	18:25:56[596]	76	-20	160	345.256437163529
2025-06-24	18:25:56[619]	88	-14	163	350.960517196645
2025-06-24	18:25:56[619]	90	-9	162	354.2894068625
2025-06-24	18:25:56[639]	83	-14	164	350.425772114908
2025-06-24	18:25:56[639]	82	-13	164	350.991496257975
2025-06-24	18:25:56[639]	80	-17	169	348.003100692076
2025-06-24	18:25:56[663]	80	-25	165	342.645975363739
2025-06-24	18:25:56[663]	87	-17	165	348.943587019752
2025-06-24	18:25:56[686]	86	-16	154	349.460816271372
2025-06-24	18:25:56[686]	88	-20	155	347.195733934713
2025-06-24	18:25:56[686]	91	-29	147	342.323891301347
2025-06-24	18:25:56[706]	90	-22	142	346.263731694377
2025-06-24	18:25:56[739]	92	-31	139	341.378420633512
2025-06-24	18:25:56[739]	87	-28	124	342.159795692296
2025-06-24	18:25:56[739]	85	-24	116	344.232817457524
2025-06-24	18:25:56[739]	86	-24	109	344.407189060734
2025-06-24	18:25:56[763]	80	-21	104	345.291696100317
2025-06-24	18:25:56[763]	80	-20	104	345.963756532074
2025-06-24	18:25:56[763]	83	-14	99	350.425772114908
2025-06-24	18:25:56[783]	83	-17	102	348.424811182604
2025-06-24	18:25:56[783]	74	-14	98	349.286876977209
2025-06-24	18:25:56[803]	79	-7	103	354.93638314697
2025-06-24	18:25:56[833]	74	0	106	0
2025-06-24	18:25:56[833]	70	-7	113	354.2894068625
2025-06-24	18:25:56[833]	76	0	132	0
2025-06-24	18:25:56[860]	74	-2	139	358.451842301022
2025-06-24	18:25:56[860]	76	-2	154	358.492564241225
2025-06-24	18:25:56[860]	77	5	153	3.71528910542877
2025-06-24	18:25:56[860]	76	-14	166	349.562524648882
2025-06-24	18:25:56[904]	90	-16	165	349.919402012458
2025-06-24	18:25:56[904]	88	-21	151	346.578164932114
2025-06-24	18:25:56[904]	87	-28	131	342.159795692296
2025-06-24	18:25:56[924]	97	-26	121	344.99507961714
2025-06-24	18:25:56[924]	88	-30	108	341.17528998176
2025-06-24	18:25:56[924]	84	-19	103	347.254710526867
2025-06-24	18:25:56[944]	83	-21	96	345.801445976137
2025-06-24	18:25:56[944]	81	-11	99	352.266401900977
2025-06-24	18:25:56[977]	79	-2	107	358.549783709067
2025-06-24	18:25:56[977]	76	-2	115	358.492564241225
2025-06-24	18:25:56[977]	72	-2	128	358.408859728805
2025-06-24	18:25:57[000]	76	3	149	2.26050191114127
2025-06-24	18:25:57[020]	82	-5	163	356.510675094204
2025-06-24	18:25:57[020]	76	-11	165	351.764380675791
2025-06-24	18:25:57[020]	80	-22	161	344.623748751174
2025-06-24	18:25:57[020]	92	-25	155	344.797591290824
2025-06-24	18:25:57[053]	88	-28	126	342.34987578007
2025-06-24	18:25:57[053]	94	-27	118	343.97413255155
2025-06-24	18:25:57[053]	90	-25	110	344.475889003246
2025-06-24	18:25:57[078]	81	-14	93	350.193907240103
2025-06-24	18:25:57[101]	77	-12	98	351.142041236372
2025-06-24	18:25:57[101]	84	-1	106	359.317939606827
2025-06-24	18:25:57[101]	79	-2	114	358.549783709067
2025-06-24	18:25:57[101]	85	4	133	2.6942842898561
2025-06-24	18:25:57[135]	72	-2	152	358.408859728805
2025-06-24	18:25:57[135]	77	-9	172	353.333340109099
2025-06-24	18:25:57[135]	86	-11	171	352.71104767639
2025-06-24	18:25:57[178]	88	-23	158	345.352624727637
2025-06-24	18:25:57[178]	90	-27	133	343.300755766006
2025-06-24	18:25:57[178]	95	-27	120	344.134292197226
2025-06-24	18:25:57[178]	91	-22	101	346.409051552159
2025-06-24	18:25:57[178]	85	-22	95	345.488940499831
2025-06-24	18:25:57[212]	83	-13	96	351.098283967108
2025-06-24	18:25:57[212]	77	-4	107	357.02626891752
2025-06-24	18:25:57[212]	77	-3	127	357.768825391969
2025-06-24	18:25:57[235]	75	4	143	3.05288251479243
2025-06-24	18:25:57[256]	72	-5	158	356.027504059249
2025-06-24	18:25:57[256]	83	-9	163	353.811384036758
2025-06-24	18:25:57[256]	87	-28	163	342.159795692296
2025-06-24	18:25:57[256]	98	-26	145	345.141385552075
2025-06-24	18:25:57[279]	90	-27	122	343.300755766006
2025-06-24	18:25:57[302]	86	-24	106	344.407189060734
2025-06-24	18:25:57[302]	82	-20	98	346.29303899592
2025-06-24	18:25:57[332]	83	-9	96	353.811384036758
2025-06-24	18:25:57[332]	68	-15	107	347.560437981153
2025-06-24	18:25:57[332]	75	-4	118	356.947117485208
2025-06-24	18:25:57[358]	75	3	139	2.29061004263853
2025-06-24	18:25:57[358]	76	4	156	3.01278750418334
2025-06-24	18:25:57[358]	85	-8	174	354.623294571949
2025-06-24	18:25:57[386]	89	-22	169	346.115332314742
2025-06-24	18:25:57[386]	88	-28	144	342.34987578007
2025-06-24	18:25:57[386]	89	-28	121	342.536073108157
2025-06-24	18:25:57[386]	91	-26	112	344.054604099077
2025-06-24	18:25:57[406]	88	-17	94	349.066183214244
2025-06-24	18:25:57[423]	84	-15	100	349.875328344602
2025-06-24	18:25:57[423]	67	-9	106	352.349349044641
2025-06-24	18:25:57[446]	74	-6	122	355.364536573097
2025-06-24	18:25:57[466]	75	0	141	0
2025-06-24	18:25:57[466]	83	-3	163	357.929969346959
2025-06-24	18:25:57[466]	80	-12	167	351.469234390052
2025-06-24	18:25:57[466]	98	-22	156	347.347443499442
2025-06-24	18:25:57[495]	89	-25	136	344.310007070916
2025-06-24	18:25:57[518]	91	-29	127	342.323891301347
2025-06-24	18:25:57[518]	83	-26	98	342.606677853088
2025-06-24	18:25:57[518]	81	-15	100	349.508522987668
2025-06-24	18:25:57[538]	81	-8	93	354.359450567843
2025-06-24	18:25:57[538]	76	-10	107	352.50414236027
2025-06-24	18:25:57[561]	71	0	119	0
2025-06-24	18:25:57[561]	77	0	144	0
2025-06-24	18:25:57[561]	77	-5	168	356.284710894571
2025-06-24	18:25:57[581]	86	-15	165	350.106079330265
2025-06-24	18:25:57[581]	89	-24	162	344.908427321405
2025-06-24	18:25:57[611]	92	-34	137	339.717440911083
2025-06-24	18:25:57[611]	88	-29	118	341.760599153349
2025-06-24	18:25:57[611]	87	-18	110	348.310630824561
2025-06-24	18:25:57[645]	84	-19	100	347.254710526867
2025-06-24	18:25:57[645]	74	-11	101	351.544972322823
2025-06-24	18:25:57[651]	76	-10	108	352.50414236027
2025-06-24	18:25:57[678]	72	-2	120	358.408859728805
2025-06-24	18:25:57[678]	76	-1	137	359.246151666929
2025-06-24	18:25:57[678]	78	-10	155	352.694240466689
2025-06-24	18:25:57[702]	78	-13	165	350.537677791974
2025-06-24	18:25:57[702]	86	-23	163	345.027124233213
2025-06-24	18:25:57[735]	90	-35	143	338.749494492867
2025-06-24	18:25:57[735]	94	-30	122	342.299572211333
2025-06-24	18:25:57[735]	96	-22	107	347.092591328734
2025-06-24	18:25:57[758]	86	-20	103	346.908106935653
2025-06-24	18:25:57[758]	81	-16	92	348.826161758185
2025-06-24	18:25:57[758]	78	-11	99	351.972762489568
2025-06-24	18:25:57[758]	78	-6	117	355.601294645004
2025-06-24	18:25:57[791]	70	0	135	0
2025-06-24	18:25:57[791]	71	-9	145	352.775684305955
2025-06-24	18:25:57[791]	86	-5	166	356.672595758273
2025-06-24	18:25:57[815]	83	-20	168	346.452061011999
2025-06-24	18:25:57[834]	89	-30	151	341.372136823545
2025-06-24	18:25:57[834]	95	-29	137	343.02450053207
2025-06-24	18:25:57[834]	90	-33	113	339.863696571752
2025-06-24	18:25:57[834]	88	-23	101	345.352624727637
2025-06-24	18:25:57[867]	80	-21	102	345.291696100317
2025-06-24	18:25:57[867]	79	-10	98	352.785737960793
2025-06-24	18:25:57[867]	78	-4	106	357.064326553579
2025-06-24	18:25:57[890]	74	0	126	0
2025-06-24	18:25:57[910]	77	-1	141	359.255940797111
2025-06-24	18:25:57[910]	78	-4	157	357.064326553579
2025-06-24	18:25:57[937]	85	-14	160	350.647020749907
2025-06-24	18:25:57[937]	93	-28	165	343.244251070801
2025-06-24	18:25:57[937]	86	-32	141	339.590117166196
2025-06-24	18:25:57[960]	88	-34	128	338.875280853928
2025-06-24	18:25:57[960]	87	-23	105	345.191622960958
2025-06-24	18:25:57[993]	88	-19	100	347.816343414013
2025-06-24	18:25:57[993]	83	-16	93	349.088871615717
2025-06-24	18:25:57[993]	84	-8	107	354.559667968995
2025-06-24	18:25:58[013]	76	-4	114	356.987212495817
2025-06-24	18:25:58[013]	73	-5	132	356.081751135933
2025-06-24	18:25:58[013]	78	-3	150	357.797401838234
2025-06-24	18:25:58[036]	78	-9	168	353.418055344822
2025-06-24	18:25:58[036]	84	-15	169	349.875328344602
2025-06-24	18:25:58[069]	89	-32	158	340.223923397361
2025-06-24	18:25:58[069]	89	-33	136	339.655898744082
2025-06-24	18:25:58[069]	90	-30	118	341.565051177078
2025-06-24	18:25:58[103]	83	-25	104	343.237445538167
2025-06-24	18:25:58[103]	77	-15	93	348.976544036257
2025-06-24	18:25:58[103]	81	-7	97	355.060784457874
2025-06-24	18:25:58[126]	76	-6	107	355.486011541999
2025-06-24	18:25:58[126]	77	0	120	0
2025-06-24	18:25:58[126]	77	2	136	1.48786752882778
2025-06-24	18:25:58[179]	79	-7	153	354.93638314697
2025-06-24	18:25:58[179]	77	-13	167	350.417055276467
2025-06-24	18:25:58[191]	83	-23	162	344.51149855709
2025-06-24	18:25:58[191]	86	-27	150	342.570137182332
2025-06-24	18:25:58[193]	89	-30	122	341.372136823545
2025-06-24	18:25:58[226]	87	-24	114	344.577838681261
2025-06-24	18:25:58[226]	85	-25	102	343.610459665965
2025-06-24	18:25:58[226]	81	-17	98	348.146995832256
2025-06-24	18:25:58[226]	88	-11	93	352.874983651098
2025-06-24	18:25:58[226]	81	-8	109	354.359450567843
2025-06-24	18:25:58[259]	78	0	122	0
2025-06-24	18:25:58[259]	76	3	128	2.26050191114127
2025-06-24	18:25:58[259]	71	0	142	0
2025-06-24	18:25:58[279]	75	-2	153	358.472474557787
2025-06-24	18:25:58[279]	81	-9	160	353.65980825409
2025-06-24	18:25:58[303]	79	-6	162	355.656760048311
2025-06-24	18:25:58[303]	76	-10	167	352.50414236027
2025-06-24	18:25:58[303]	82	-13	163	350.991496257975
2025-06-24	18:25:58[336]	84	-18	165	347.905242922988
2025-06-24	18:25:58[336]	80	-17	172	348.003100692076
2025-06-24	18:25:58[336]	86	-17	178	348.818245789803
2025-06-24	18:25:58[359]	84	-17	170	348.558956131233
2025-06-24	18:25:58[359]	87	-19	169	347.680554743363
2025-06-24	18:25:58[359]	83	-11	166	352.450578231737
2025-06-24	18:25:58[359]	84	-21	168	345.963756532074
2025-06-24	18:25:58[379]	83	-16	166	349.088871615717
2025-06-24	18:25:58[412]	79	-20	157	345.79323388224
2025-06-24	18:25:58[412]	83	-20	162	346.452061011999
2025-06-24	18:25:58[412]	78	-18	165	347.005383208084
2025-06-24	18:25:58[435]	87	-20	164	347.053490484363
2025-06-24	18:25:58[435]	80	-19	170	346.639781555236
2025-06-24	18:25:58[459]	89	-20	171	347.334936234958
2025-06-24	18:25:58[459]	82	-16	170	348.959059819676
2025-06-24	18:25:58[459]	85	-22	166	345.488940499831
2025-06-24	18:25:58[486]	83	-23	170	344.51149855709
2025-06-24	18:25:58[486]	81	-21	171	345.46554491946
2025-06-24	18:25:58[525]	78	-17	170	347.704733577002
2025-06-24	18:25:58[525]	85	-19	172	347.399840173919
2025-06-24	18:25:58[525]	87	-20	167	347.053490484363
2025-06-24	18:25:58[525]	85	-21	169	346.122470196792
2025-06-24	18:25:58[525]	87	-22	169	345.808903450976
2025-06-24	18:25:58[545]	81	-21	163	345.46554491946
2025-06-24	18:25:58[568]	86	-15	169	350.106079330265
2025-06-24	18:25:58[568]	86	-15	169	350.106079330265
2025-06-24	18:25:58[568]	79	-25	168	342.439727948199
2025-06-24	18:25:58[568]	84	-15	166	349.875328344602
2025-06-24	18:25:58[603]	78	-23	160	343.570698548467
2025-06-24	18:25:58[603]	90	-27	168	343.300755766006
2025-06-24	18:25:58[603]	83	-17	168	348.424811182604
2025-06-24	18:25:58[625]	87	-26	165	343.361194329574
2025-06-24	18:25:58[645]	88	-24	165	344.744881296942
2025-06-24	18:25:58[645]	84	-21	166	345.963756532074
2025-06-24	18:25:58[678]	84	-16	168	349.215702132437
2025-06-24	18:25:58[678]	84	-21	163	345.963756532074
2025-06-24	18:25:58[678]	81	-25	167	342.847578259788
2025-06-24	18:25:58[703]	96	-16	168	350.537677791974
2025-06-24	18:25:58[703]	88	-23	166	345.352624727637
2025-06-24	18:25:58[703]	79	-22	168	344.438489674672
2025-06-24	18:25:58[725]	85	-18	161	348.043415756851
2025-06-24	18:25:58[725]	83	-21	163	345.801445976137
2025-06-24	18:25:58[759]	78	-20	166	345.618605408909
2025-06-24	18:25:58[759]	87	-25	168	343.967660646064
2025-06-24	18:25:58[759]	77	-21	167	344.744881296942
2025-06-24	18:25:58[779]	83	-25	168	343.237445538167
2025-06-24	18:25:58[779]	86	-18	169	348.178511659393
2025-06-24	18:25:58[779]	82	-15	166	349.63367739655
2025-06-24	18:25:58[803]	91	-17	165	349.418364479056
2025-06-24	18:25:58[803]	84	-16	159	349.215702132437
2025-06-24	18:25:58[819]	81	-16	171	348.826161758185
2025-06-24	18:25:58[819]	80	-21	166	345.291696100317
2025-06-24	18:25:58[845]	87	-14	168	350.858359776475
2025-06-24	18:25:58[845]	88	-21	172	346.578164932114
2025-06-24	18:25:58[845]	83	-25	166	343.237445538167
2025-06-24	18:25:58[879]	86	-22	165	345.650667957053
2025-06-24	18:25:58[879]	87	-17	171	348.943587019752
2025-06-24	18:25:58[879]	84	-26	165	342.801458779934
2025-06-24	18:25:58[904]	78	-21	173	344.931511840508
2025-06-24	18:25:58[904]	85	-23	165	344.859016164923
2025-06-24	18:25:58[904]	86	-26	170	343.178590109959
2025-06-24	18:25:58[925]	91	-26	168	344.054604099077
2025-06-24	18:25:58[925]	89	-30	157	341.372136823545
2025-06-24	18:25:58[958]	90	-35	155	338.749494492867
2025-06-24	18:25:58[958]	92	-31	149	341.378420633512
2025-06-24	18:25:58[958]	92	-28	145	343.072486935853
2025-06-24	18:25:58[994]	94	-31	144	341.748104162921
2025-06-24	18:25:58[994]	87	-34	135	338.65421335091
2025-06-24	18:25:58[994]	94	-38	138	337.988716802081
2025-06-24	18:25:59[014]	91	-31	123	341.188110697481
2025-06-24	18:25:59[014]	93	-30	128	342.121303404159
2025-06-24	18:25:59[034]	94	-37	116	338.514556682937
2025-06-24	18:25:59[034]	84	-28	111	341.565051177078
2025-06-24	18:25:59[034]	90	-34	108	339.304549265937
2025-06-24	18:25:59[054]	90	-27	106	343.300755766006
2025-06-24	18:25:59[054]	90	-27	104	343.300755766006
2025-06-24	18:25:59[084]	86	-21	94	346.277702866866
2025-06-24	18:25:59[084]	79	-22	101	344.438489674672
2025-06-24	18:25:59[084]	85	-19	101	347.399840173919
2025-06-24	18:25:59[114]	81	-12	97	351.573030978519
2025-06-24	18:25:59[114]	82	-16	95	348.959059819676
2025-06-24	18:25:59[114]	79	-6	100	355.656760048311
2025-06-24	18:25:59[147]	77	-9	105	353.333340109099
2025-06-24	18:25:59[147]	79	-3	106	357.82525588539
2025-06-24	18:25:59[147]	81	-8	115	354.359450567843
2025-06-24	18:25:59[174]	87	1	117	0.658543177563603
2025-06-24	18:25:59[174]	80	0	122	0
2025-06-24	18:25:59[191]	78	1	132	0.734521034254815
2025-06-24	18:25:59[191]	76	-3	137	357.739498088859
2025-06-24	18:25:59[191]	75	4	150	3.05288251479243
2025-06-24	18:25:59[231]	83	0	154	0
2025-06-24	18:25:59[231]	83	-5	167	356.552613148135
2025-06-24	18:25:59[231]	84	-9	170	353.884496433715
2025-06-24	18:25:59[271]	84	-19	165	347.254710526867
2025-06-24	18:25:59[271]	89	-25	165	344.310007070916
2025-06-24	18:25:59[271]	87	-26	169	343.361194329574
2025-06-24	18:25:59[271]	89	-26	163	343.715077528117
2025-06-24	18:25:59[271]	96	-36	158	339.443954780417
2025-06-24	18:25:59[301]	94	-33	144	340.655670727879
2025-06-24	18:25:59[301]	91	-30	141	341.754145472422
2025-06-24	18:25:59[331]	96	-33	125	341.029592191513
2025-06-24	18:25:59[331]	89	-28	118	342.536073108157
2025-06-24	18:25:59[331]	88	-28	109	342.34987578007
2025-06-24	18:25:59[361]	94	-27	103	343.97413255155
2025-06-24	18:25:59[361]	92	-21	99	347.141909827002
2025-06-24	18:25:59[361]	85	-18	97	348.043415756851
2025-06-24	18:25:59[381]	82	-15	98	349.63367739655
2025-06-24	18:25:59[381]	78	-5	99	356.332211944469
2025-06-24	18:25:59[414]	83	-5	100	356.552613148135
2025-06-24	18:25:59[414]	84	-6	106	355.914383220025
2025-06-24	18:25:59[414]	77	3	115	2.23117460803125
2025-06-24	18:25:59[434]	74	-2	121	358.451842301022
2025-06-24	18:25:59[434]	79	0	134	0
2025-06-24	18:25:59[434]	73	-3	147	357.646703133892
2025-06-24	18:25:59[458]	78	-9	164	353.418055344822
2025-06-24	18:25:59[458]	83	-7	165	355.179233921907
2025-06-24	18:25:59[491]	82	-19	176	346.954362937051
2025-06-24	18:25:59[491]	82	-23	170	344.331839578248
2025-06-24	18:25:59[491]	85	-24	165	344.232817457524
2025-06-24	18:25:59[524]	92	-27	158	343.644182898983
2025-06-24	18:25:59[524]	97	-37	135	339.120983119443
2025-06-24	18:25:59[524]	87	-26	125	343.361194329574
2025-06-24	18:25:59[547]	94	-38	124	337.988716802081
2025-06-24	18:25:59[547]	88	-28	109	342.34987578007
2025-06-24	18:25:59[547]	91	-22	100	346.409051552159
2025-06-24	18:25:59[547]	89	-17	95	349.186122486375
2025-06-24	18:25:59[567]	84	-15	97	349.875328344602
2025-06-24	18:25:59[591]	80	-11	103	352.17092348994
2025-06-24	18:25:59[591]	81	0	104	0
2025-06-24	18:25:59[614]	81	-6	116	355.763605200941
2025-06-24	18:25:59[614]	78	1	133	0.734521034254815
