Magnetic Sensor Monitoring Program V1.0
회 사 명 : (주)래도
작성일자 : 2025년 06월 24일 16:46:40


날짜 	시간 	X축 	Y축 	Z축 	방위 
2025-06-24	18:25:43[050]	52	-21	69	338.008870082823
2025-06-24	18:25:43[050]	57	-27	74	334.653824058053
2025-06-24	18:25:43[060]	57	-28	76	333.838433557981
2025-06-24	18:25:43[080]	54	-25	73	335.157610894545
2025-06-24	18:25:43[080]	58	-26	74	335.854458039578
2025-06-24	18:25:43[090]	57	-22	74	338.89516141507
2025-06-24	18:25:43[100]	51	-22	70	336.66595872329
2025-06-24	18:25:43[110]	59	-27	67	335.409882833804
2025-06-24	18:25:43[130]	54	-25	79	335.157610894545
2025-06-24	18:25:43[130]	51	-29	77	330.376251248826
2025-06-24	18:25:43[140]	55	-25	77	335.556045219583
2025-06-24	18:25:43[140]	54	-23	72	336.929587750175
2025-06-24	18:25:43[160]	53	-23	77	336.540975918538
2025-06-24	18:25:43[170]	55	-29	76	332.198541220066
2025-06-24	18:25:43[170]	62	-23	69	339.646770851931
2025-06-24	18:25:43[193]	61	-25	71	337.714412353167
2025-06-24	18:25:43[203]	60	-25	72	337.38013505196
2025-06-24	18:25:43[203]	55	-26	69	334.69862137458
2025-06-24	18:25:43[226]	61	-29	75	334.57312583041
2025-06-24	18:25:43[226]	63	-25	74	338.355564859286
2025-06-24	18:25:43[236]	56	-28	72	333.434948822922
2025-06-24	18:25:43[259]	56	-22	75	338.552263672895
2025-06-24	18:25:43[259]	64	-29	75	335.623531383325
2025-06-24	18:25:43[269]	61	-25	73	337.714412353167
2025-06-24	18:25:43[289]	63	-37	77	329.574216198039
2025-06-24	18:25:43[289]	57	-26	71	335.480357311809
2025-06-24	18:25:43[303]	59	-25	72	337.036226940145
2025-06-24	18:25:43[303]	54	-26	72	334.290046219189
2025-06-24	18:25:43[320]	63	-25	77	338.355564859286
2025-06-24	18:25:43[336]	58	-28	76	334.230672375661
2025-06-24	18:25:43[336]	65	-28	78	336.695109460797
2025-06-24	18:25:43[346]	59	-22	71	339.550452389207
2025-06-24	18:25:43[369]	63	-31	72	333.799885158653
2025-06-24	18:25:43[369]	65	-30	79	335.224859431168
2025-06-24	18:25:43[379]	69	-29	78	337.203478532057
2025-06-24	18:25:43[379]	67	-29	76	336.595310448968
2025-06-24	18:25:43[396]	70	-29	74	337.496471500233
2025-06-24	18:25:43[416]	71	-24	78	341.32329826781
2025-06-24	18:25:43[416]	73	-30	80	337.659352040006
2025-06-24	18:25:43[429]	77	-32	78	337.432990922125
2025-06-24	18:25:43[450]	76	-30	85	338.459024081462
2025-06-24	18:25:43[450]	80	-24	93	343.300755766006
2025-06-24	18:25:43[463]	82	-31	85	339.290962408351
2025-06-24	18:25:43[463]	86	-28	89	341.96571443287
2025-06-24	18:25:43[483]	80	-29	88	340.074419341816
2025-06-24	18:25:43[496]	78	-27	90	340.906507999514
2025-06-24	18:25:43[496]	86	-28	88	341.96571443287
2025-06-24	18:25:43[506]	88	-26	87	343.53998518796
2025-06-24	18:25:43[530]	81	-31	82	339.057349450012
2025-06-24	18:25:43[530]	84	-29	84	340.953375702364
2025-06-24	18:25:43[540]	84	-28	83	341.565051177078
2025-06-24	18:25:43[540]	78	-22	91	344.248826336547
2025-06-24	18:25:43[563]	81	-29	88	340.30137862542
2025-06-24	18:25:43[573]	82	-29	86	340.523424501068
2025-06-24	18:25:43[573]	82	-30	84	339.904768808095
2025-06-24	18:25:43[590]	81	-37	80	335.449547610793
2025-06-24	18:25:43[590]	81	-31	80	339.057349450012
2025-06-24	18:25:43[606]	84	-26	86	342.801458779934
2025-06-24	18:25:43[626]	77	-28	81	340.0168934781
2025-06-24	18:25:43[626]	86	-26	81	343.178590109959
2025-06-24	18:25:43[640]	81	-26	82	342.20401107607
2025-06-24	18:25:43[657]	83	-25	86	343.237445538167
2025-06-24	18:25:43[657]	82	-32	80	338.682087724538
2025-06-24	18:25:43[673]	80	-29	77	340.074419341816
2025-06-24	18:25:43[673]	82	-32	84	338.682087724538
2025-06-24	18:25:43[683]	75	-27	79	340.201123645475
2025-06-24	18:25:43[700]	81	-32	79	338.442920714962
2025-06-24	18:25:43[700]	79	-28	84	340.484126990417
2025-06-24	18:25:43[720]	80	-29	78	340.074419341816
2025-06-24	18:25:43[734]	78	-32	84	337.693794945092
2025-06-24	18:25:43[734]	77	-27	79	340.676815681838
2025-06-24	18:25:43[754]	82	-30	83	339.904768808095
2025-06-24	18:25:43[754]	77	-25	73	342.012665347939
2025-06-24	18:25:43[767]	76	-26	78	341.113912630291
2025-06-24	18:25:43[777]	76	-28	84	339.775140568832
2025-06-24	18:25:43[787]	77	-23	77	343.369046293279
2025-06-24	18:25:43[801]	78	-32	79	337.693794945092
2025-06-24	18:25:43[811]	79	-24	77	343.101351305962
2025-06-24	18:25:43[811]	81	-22	77	344.80475147318
2025-06-24	18:25:43[834]	72	-23	78	342.284207293623
2025-06-24	18:25:43[834]	78	-19	82	346.309950382535
2025-06-24	18:25:43[844]	73	-25	76	341.095424157388
2025-06-24	18:25:43[864]	78	-17	75	347.704733577002
2025-06-24	18:25:43[867]	70	-22	77	342.552811576718
2025-06-24	18:25:43[877]	75	-20	71	345.068582821862
2025-06-24	18:25:43[901]	80	-27	77	341.350461245949
2025-06-24	18:25:43[901]	74	-18	76	346.328692867804
2025-06-24	18:25:43[911]	79	-25	77	342.439727948199
2025-06-24	18:25:43[911]	80	-16	78	348.69006752598
2025-06-24	18:25:43[931]	78	-20	82	345.618605408909
2025-06-24	18:25:43[944]	80	-18	85	347.31961650818
2025-06-24	18:25:43[944]	77	-21	76	344.744881296942
2025-06-24	18:25:43[961]	73	-18	76	346.148580986195
2025-06-24	18:25:43[978]	71	-23	84	342.050597007086
2025-06-24	18:25:43[978]	76	-23	78	343.162527374324
2025-06-24	18:25:43[987]	82	-18	75	347.619243071193
2025-06-24	18:25:43[987]	73	-19	75	345.411081267125
2025-06-24	18:25:44[003]	77	-18	75	346.842457259985
2025-06-24	18:25:44[024]	81	-19	78	346.798912824294
2025-06-24	18:25:44[024]	68	-14	75	348.36636600106
2025-06-24	18:25:44[037]	73	-14	85	349.143586651938
2025-06-24	18:25:44[037]	73	-21	87	343.950995207467
2025-06-24	18:25:44[057]	78	-18	78	347.005383208084
2025-06-24	18:25:44[070]	78	-10	78	352.694240466689
2025-06-24	18:25:44[070]	78	-17	76	347.704733577002
2025-06-24	18:25:44[090]	71	-18	80	345.774036101248
2025-06-24	18:25:44[104]	70	-20	83	344.054604099077
2025-06-24	18:25:44[104]	77	-23	78	343.369046293279
2025-06-24	18:25:44[114]	69	-16	84	346.944752776203
2025-06-24	18:25:44[114]	74	-17	83	347.061943682814
2025-06-24	18:25:44[137]	74	-22	76	343.442928624363
2025-06-24	18:25:44[147]	74	-19	81	345.599978693209
2025-06-24	18:25:44[147]	80	-25	81	342.645975363739
2025-06-24	18:25:44[170]	70	-20	82	344.054604099077
2025-06-24	18:25:44[180]	76	-19	84	345.963756532074
2025-06-24	18:25:44[180]	76	-17	80	347.391393206634
2025-06-24	18:25:44[205]	76	-23	81	343.162527374324
2025-06-24	18:25:44[205]	77	-20	85	345.439724380643
2025-06-24	18:25:44[215]	69	-22	80	342.315607973442
2025-06-24	18:25:44[235]	70	-20	87	344.054604099077
2025-06-24	18:25:44[235]	76	-18	86	346.675468738109
2025-06-24	18:25:44[247]	74	-18	85	346.328692867804
2025-06-24	18:25:44[265]	70	-19	81	344.814162737799
2025-06-24	18:25:44[265]	68	-20	83	343.610459665965
2025-06-24	18:25:44[280]	78	-22	86	344.248826336547
2025-06-24	18:25:44[280]	71	-17	87	346.534791905188
2025-06-24	18:25:44[304]	73	-16	86	347.637507584286
2025-06-24	18:25:44[305]	72	-17	87	346.715133515098
2025-06-24	18:25:44[305]	67	-23	82	341.053495310491
2025-06-24	18:25:44[325]	79	-20	81	345.79323388224
2025-06-24	18:25:44[337]	68	-23	81	341.312648494789
2025-06-24	18:25:44[347]	68	-19	88	344.38901146632
2025-06-24	18:25:44[357]	72	-17	87	346.715133515098
2025-06-24	18:25:44[357]	72	-19	83	345.217273957384
2025-06-24	18:25:44[370]	68	-23	82	341.312648494789
2025-06-24	18:25:44[390]	71	-22	80	342.783926412209
2025-06-24	18:25:44[390]	70	-20	83	344.054604099077
2025-06-24	18:25:44[405]	73	-25	85	341.095424157388
2025-06-24	18:25:44[425]	68	-16	85	346.759480084813
2025-06-24	18:25:44[425]	65	-20	84	342.897271030948
2025-06-24	18:25:44[437]	65	-23	84	340.513870427534
2025-06-24	18:25:44[437]	70	-23	79	341.810954300349
2025-06-24	18:25:44[457]	77	-19	84	346.138972436979
2025-06-24	18:25:44[470]	65	-23	83	340.513870427534
2025-06-24	18:25:44[470]	67	-15	88	347.380677706569
2025-06-24	18:25:44[490]	72	-23	83	342.284207293623
2025-06-24	18:25:44[490]	73	-22	80	343.22877618137
2025-06-24	18:25:44[506]	72	-22	83	343.009176708014
2025-06-24	18:25:44[516]	63	-20	81	342.387422157076
2025-06-24	18:25:44[516]	63	-22	83	340.750474127318
2025-06-24	18:25:44[536]	72	-17	85	346.715133515098
2025-06-24	18:25:44[546]	72	-18	82	345.963756532074
2025-06-24	18:25:44[546]	76	-21	89	344.553683632307
2025-06-24	18:25:44[569]	69	-20	78	343.835500847743
2025-06-24	18:25:44[569]	68	-22	81	342.072080237993
2025-06-24	18:25:44[579]	76	-21	79	344.553683632307
2025-06-24	18:25:44[596]	77	-22	87	344.054604099077
2025-06-24	18:25:44[596]	73	-14	83	349.143586651938
2025-06-24	18:25:44[616]	74	-21	85	344.156917882313
2025-06-24	18:25:44[626]	73	-18	85	346.148580986195
2025-06-24	18:25:44[626]	70	-23	85	341.810954300349
2025-06-24	18:25:44[647]	76	-18	84	346.675468738109
2025-06-24	18:25:44[647]	68	-22	91	342.072080237993
2025-06-24	18:25:44[666]	76	-16	86	348.111341960372
2025-06-24	18:25:44[680]	81	-18	88	347.471192290848
2025-06-24	18:25:44[680]	69	-14	82	348.530469667133
2025-06-24	18:25:44[696]	74	-22	87	343.442928624363
2025-06-24	18:25:44[706]	76	-18	85	346.675468738109
2025-06-24	18:25:44[706]	72	-23	90	342.284207293623
2025-06-24	18:25:44[726]	74	-21	90	344.156917882313
2025-06-24	18:25:44[726]	75	-19	87	345.784146526326
2025-06-24	18:25:44[737]	75	-19	90	345.784146526326
2025-06-24	18:25:44[757]	79	-13	88	350.6553280979
2025-06-24	18:25:44[757]	79	-18	93	347.164390513599
2025-06-24	18:25:44[770]	78	-12	92	351.253837737445
2025-06-24	18:25:44[770]	82	-12	88	351.674349669573
2025-06-24	18:25:44[790]	77	-18	90	346.842457259985
2025-06-24	18:25:44[806]	76	-16	90	348.111341960372
2025-06-24	18:25:44[806]	78	-19	89	346.309950382535
2025-06-24	18:25:44[826]	82	-14	88	350.311213439633
2025-06-24	18:25:44[846]	85	-16	84	349.339651705465
2025-06-24	18:25:44[846]	80	-14	89	350.073754493348
2025-06-24	18:25:44[856]	76	-18	89	346.675468738109
2025-06-24	18:25:44[856]	71	-15	86	348.070677822762
2025-06-24	18:25:44[866]	76	-9	93	353.246425964469
2025-06-24	18:25:44[886]	81	-18	91	347.471192290848
2025-06-24	18:25:44[886]	80	-15	89	349.380344723845
2025-06-24	18:25:44[906]	76	-13	96	350.29334759066
2025-06-24	18:25:44[920]	82	-15	89	349.63367739655
2025-06-24	18:25:44[920]	85	-12	88	351.964289289465
2025-06-24	18:25:44[937]	80	-13	91	350.770113756272
2025-06-24	18:25:44[937]	82	-14	88	350.311213439633
2025-06-24	18:25:44[953]	75	-8	88	353.911471845805
2025-06-24	18:25:44[963]	71	-11	88	351.193207305565
2025-06-24	18:25:44[963]	78	-13	84	350.537677791974
2025-06-24	18:25:44[986]	76	-6	84	355.486011541999
2025-06-24	18:25:44[996]	72	0	86	0
2025-06-24	18:25:44[996]	71	2	84	1.61353893288118
2025-06-24	18:25:45[020]	65	0	87	0
2025-06-24	18:25:45[020]	62	4	93	3.69138598645128
2025-06-24	18:25:45[030]	57	4	105	4.01417569541103
2025-06-24	18:25:45[043]	58	4	115	3.94518622903756
2025-06-24	18:25:45[043]	53	7	137	7.52382043863863
2025-06-24	18:25:45[063]	45	3	162	3.81407483429035
2025-06-24	18:25:45[076]	42	-6	176	351.869897645844
2025-06-24	18:25:45[076]	54	-9	179	350.537677791974
2025-06-24	18:25:45[096]	66	-20	177	343.141601232262
2025-06-24	18:25:45[096]	75	-27	150	340.201123645475
2025-06-24	18:25:45[110]	84	-28	126	341.565051177078
2025-06-24	18:25:45[130]	87	-19	101	347.680554743363
2025-06-24	18:25:45[130]	81	-10	91	352.962059236815
2025-06-24	18:25:45[143]	76	-3	87	357.739498088859
2025-06-24	18:25:45[153]	63	0	95	0
2025-06-24	18:25:45[163]	57	8	116	7.9893267663969
2025-06-24	18:25:45[176]	49	9	144	10.4077113124901
2025-06-24	18:25:45[176]	45	3	176	3.81407483429035
2025-06-24	18:25:45[186]	54	0	196	0
2025-06-24	18:25:45[209]	74	-25	184	341.33308572578
2025-06-24	18:25:45[209]	77	-29	158	339.362453015312
2025-06-24	18:25:45[219]	88	-22	123	345.963756532074
2025-06-24	18:25:45[219]	87	-17	91	348.943587019752
2025-06-24	18:25:45[239]	77	-9	90	353.333340109099
2025-06-24	18:25:45[253]	71	-3	92	357.580490783344
2025-06-24	18:25:45[253]	60	8	117	7.59464336859145
2025-06-24	18:25:45[270]	48	13	144	15.1540680503126
2025-06-24	18:25:45[286]	48	6	181	7.1250163489018
2025-06-24	18:25:45[286]	50	-6	199	353.157226587369
2025-06-24	18:25:45[307]	73	-25	187	341.095424157388
2025-06-24	18:25:45[307]	85	-29	150	341.161566442019
2025-06-24	18:25:45[319]	95	-23	117	346.390268104188
2025-06-24	18:25:45[337]	88	-12	96	352.234833981575
2025-06-24	18:25:45[337]	76	-5	91	356.235965135094
2025-06-24	18:25:45[353]	70	6	103	4.89909245378777
2025-06-24	18:25:45[363]	51	3	129	3.3664606634298
2025-06-24	18:25:45[363]	46	10	172	12.2647737278924
2025-06-24	18:25:45[386]	52	-2	204	357.797401838234
2025-06-24	18:25:45[386]	64	-16	205	345.963756532074
2025-06-24	18:25:45[396]	85	-27	170	342.377702771332
2025-06-24	18:25:45[409]	89	-29	141	341.952178931229
2025-06-24	18:25:45[419]	87	-15	105	350.217592968193
2025-06-24	18:25:45[429]	85	-8	91	354.623294571949
2025-06-24	18:25:45[442]	77	8	95	5.93152692491976
2025-06-24	18:25:45[442]	67	8	120	6.80905017961341
2025-06-24	18:25:45[462]	48	5	155	5.9468630539735
2025-06-24	18:25:45[462]	54	-2	196	357.878903603339
2025-06-24	18:25:45[476]	63	-17	211	344.898901838615
2025-06-24	18:25:45[496]	83	-31	192	339.519642688191
2025-06-24	18:25:45[496]	99	-32	150	342.087490614037
2025-06-24	18:25:45[509]	91	-22	109	346.409051552159
2025-06-24	18:25:45[529]	89	-8	90	354.863621507572
2025-06-24	18:25:45[529]	78	0	94	0
2025-06-24	18:25:45[542]	65	3	115	2.64254529406472
2025-06-24	18:25:45[542]	59	9	142	8.67317404787977
2025-06-24	18:25:45[562]	60	1	188	0.954841253872189
2025-06-24	18:25:45[575]	65	-16	214	346.17134902772
2025-06-24	18:25:45[575]	82	-29	201	340.523424501068
2025-06-24	18:25:45[585]	97	-34	163	340.683647180496
2025-06-24	18:25:45[609]	94	-29	123	342.854449081138
2025-06-24	18:25:45[609]	95	-18	99	349.27114070199
2025-06-24	18:25:45[619]	82	-8	87	354.427802196036
2025-06-24	18:25:45[619]	74	7	97	5.40379136024971
2025-06-24	18:25:45[642]	63	5	123	4.53777250790665
2025-06-24	18:25:45[652]	61	11	163	10.2221686336361
2025-06-24	18:25:45[652]	52	3	202	3.301865674435
2025-06-24	18:25:45[669]	65	-10	214	351.253837737445
2025-06-24	18:25:45[669]	84	-30	197	340.346175941947
2025-06-24	18:25:45[685]	91	-34	147	339.512985806669
2025-06-24	18:25:45[705]	93	-21	116	347.275644314578
2025-06-24	18:25:45[705]	85	-9	97	353.955907837759
2025-06-24	18:25:45[719]	79	0	91	0
2025-06-24	18:25:45[736]	76	10	101	7.49585763972986
2025-06-24	18:25:45[736]	62	11	129	10.060689795323
2025-06-24	18:25:45[752]	54	10	160	10.4914770123316
2025-06-24	18:25:45[752]	50	3	196	3.43363036245052
2025-06-24	18:25:45[762]	58	-9	217	351.179620447979
2025-06-24	18:25:45[779]	78	-28	193	340.253163394574
2025-06-24	18:25:45[779]	91	-36	158	338.41603075823
2025-06-24	18:25:45[799]	90	-25	124	344.475889003246
2025-06-24	18:25:45[813]	91	-13	100	351.869897645844
2025-06-24	18:25:45[813]	87	-4	87	357.367565131014
2025-06-24	18:25:45[833]	68	1	95	0.842524260740415
2025-06-24	18:25:45[833]	69	13	125	10.6697828044967
2025-06-24	18:25:45[846]	50	9	149	10.2039737217317
2025-06-24	18:25:45[866]	49	4	184	4.666858371439
2025-06-24	18:25:45[866]	61	-11	200	349.777831366364
2025-06-24	18:25:45[881]	75	-23	194	342.95096902789
2025-06-24	18:25:45[891]	89	-29	161	341.952178931229
2025-06-24	18:25:45[891]	89	-32	125	340.223923397361
2025-06-24	18:25:45[914]	89	-20	97	347.334936234958
2025-06-24	18:25:45[914]	88	-14	85	350.960517196645
2025-06-24	18:25:45[924]	73	0	93	0
2025-06-24	18:25:45[944]	64	13	104	11.4819913547481
2025-06-24	18:25:45[944]	59	10	143	9.61972779969885
2025-06-24	18:25:45[957]	51	7	176	7.81529354676688
2025-06-24	18:25:45[974]	56	-5	205	354.897834747642
2025-06-24	18:25:45[974]	76	-28	190	339.775140568832
2025-06-24	18:25:45[990]	82	-32	163	338.682087724538
2025-06-24	18:25:45[990]	92	-34	132	339.717440911083
2025-06-24	18:25:46[010]	91	-14	94	351.253837737445
2025-06-24	18:25:46[024]	89	-8	92	354.863621507572
2025-06-24	18:25:46[024]	75	4	94	3.05288251479243
2025-06-24	18:25:46[041]	67	7	110	5.96448710125312
2025-06-24	18:25:46[057]	57	5	144	5.01311375503581
2025-06-24	18:25:46[057]	56	3	175	3.06648550112589
2025-06-24	18:25:46[067]	57	-5	200	354.986886244964
2025-06-24	18:25:46[067]	86	-32	184	339.590117166196
2025-06-24	18:25:46[090]	91	-35	145	338.962488974578
2025-06-24	18:25:46[100]	100	-26	109	345.425783801961
2025-06-24	18:25:46[100]	88	-24	93	344.744881296942
2025-06-24	18:25:46[113]	77	-7	85	354.805571092265
2025-06-24	18:25:46[113]	75	2	98	1.52752544221293
2025-06-24	18:25:46[133]	64	10	124	8.88065915052024
2025-06-24	18:25:46[149]	49	6	159	6.9810574068298
2025-06-24	18:25:46[149]	56	-6	194	353.884496433715
2025-06-24	18:25:46[169]	73	-27	191	339.702430227771
2025-06-24	18:25:46[183]	87	-32	156	339.805665754816
2025-06-24	18:25:46[183]	91	-29	123	342.323891301347
2025-06-24	18:25:46[193]	92	-19	101	348.331225999631
2025-06-24	18:25:46[193]	80	-8	91	354.2894068625
2025-06-24	18:25:46[216]	75	-3	92	357.709389957361
2025-06-24	18:25:46[226]	61	0	111	0
2025-06-24	18:25:46[236]	58	1	151	0.98776039963981
2025-06-24	18:25:46[249]	58	-2	180	358.025065989118
2025-06-24	18:25:46[259]	69	-20	193	343.835500847743
2025-06-24	18:25:46[259]	89	-34	176	339.09201952899
2025-06-24	18:25:46[282]	97	-29	141	343.354961785324
2025-06-24	18:25:46[282]	92	-22	105	346.551384948314
2025-06-24	18:25:46[292]	83	-10	90	353.130007691786
2025-06-24	18:25:46[312]	78	-6	87	355.601294645004
2025-06-24	18:25:46[312]	69	0	107	0
2025-06-24	18:25:46[326]	55	7	141	7.25319461272533
2025-06-24	18:25:46[343]	56	2	183	2.04540848888723
2025-06-24	18:25:46[343]	72	-15	202	348.231711067979
2025-06-24	18:25:46[359]	88	-26	189	343.53998518796
2025-06-24	18:25:46[359]	96	-28	147	343.739795291688
2025-06-24	18:25:46[369]	92	-27	108	343.644182898983
2025-06-24	18:25:46[389]	92	-13	87	351.957105766495
2025-06-24	18:25:46[389]	79	-4	84	357.101423200718
2025-06-24	18:25:46[409]	65	3	101	2.64254529406472
2025-06-24	18:25:46[432]	61	10	138	9.30994017498604
2025-06-24	18:25:46[432]	59	0	176	0
2025-06-24	18:25:46[442]	74	-15	202	348.541247654123
2025-06-24	18:25:46[442]	84	-25	182	343.425992243091
2025-06-24	18:25:46[456]	91	-35	141	338.962488974578
2025-06-24	18:25:46[466]	97	-30	106	342.814293855775
2025-06-24	18:25:46[476]	89	-12	87	352.321036192631
2025-06-24	18:25:46[490]	79	-2	87	358.549783709067
2025-06-24	18:25:46[500]	74	4	109	3.09405805891711
2025-06-24	18:25:46[500]	56	5	131	5.10216525235819
2025-06-24	18:25:46[520]	55	2	168	2.08256527973088
2025-06-24	18:25:46[520]	56	-9	203	350.869823517721
2025-06-24	18:25:46[534]	77	-24	198	342.688353891153
2025-06-24	18:25:46[557]	94	-35	157	339.577666975277
2025-06-24	18:25:46[557]	94	-21	113	347.406670043897
2025-06-24	18:25:46[567]	93	-21	86	347.275644314578
2025-06-24	18:25:46[567]	83	-8	82	354.494522142022
2025-06-24	18:25:46[577]	64	2	100	1.78991060824607
2025-06-24	18:25:46[600]	61	9	126	8.3929251873925
2025-06-24	18:25:46[600]	53	6	181	6.45881637871866
2025-06-24	18:25:46[617]	63	0	208	0
2025-06-24	18:25:46[634]	78	-24	200	342.897271030948
2025-06-24	18:25:46[634]	94	-26	159	344.538782259558
2025-06-24	18:25:46[644]	100	-26	121	345.425783801961
2025-06-24	18:25:46[644]	91	-13	91	351.869897645844
2025-06-24	18:25:46[657]	87	-7	81	355.399904333737
2025-06-24	18:25:46[677]	70	7	102	5.71059313749964
2025-06-24	18:25:46[677]	71	10	128	8.01709307365533
2025-06-24	18:25:46[690]	53	11	176	11.7251120151651
2025-06-24	18:25:46[710]	62	-2	200	358.152389734005
2025-06-24	18:25:46[710]	78	-17	204	347.704733577002
2025-06-24	18:25:46[723]	94	-31	168	341.748104162921
2025-06-24	18:25:46[723]	101	-21	125	348.254366574712
2025-06-24	18:25:46[743]	91	-15	96	350.639809198087
2025-06-24	18:25:46[757]	80	-7	84	354.999355402442
2025-06-24	18:25:46[757]	76	6	101	4.51398845800126
2025-06-24	18:25:46[777]	60	8	132	7.59464336859145
2025-06-24	18:25:46[791]	53	10	172	10.6849124000027
2025-06-24	18:25:46[791]	60	-8	198	352.405356631409
2025-06-24	18:25:46[801]	77	-23	207	343.369046293279
2025-06-24	18:25:46[811]	95	-32	166	341.384307992669
2025-06-24	18:25:46[834]	96	-31	130	342.103867074961
2025-06-24	18:25:46[834]	93	-17	96	349.640947511916
2025-06-24	18:25:46[834]	83	-9	88	353.811384036758
2025-06-24	18:25:46[857]	77	-3	89	357.768825391969
2025-06-24	18:25:46[867]	72	6	110	4.76364169072618
2025-06-24	18:25:46[867]	60	8	159	7.59464336859145
2025-06-24	18:25:46[891]	61	6	202	5.61758059012683
2025-06-24	18:25:46[891]	72	-21	202	343.739795291688
2025-06-24	18:25:46[901]	88	-28	177	342.34987578007
2025-06-24	18:25:46[921]	103	-31	129	343.249735494974
2025-06-24	18:25:46[921]	101	-17	102	350.445710327598
2025-06-24	18:25:46[944]	88	-10	81	353.516926307103
2025-06-24	18:25:46[944]	79	-5	86	356.378515295883
2025-06-24	18:25:46[951]	69	11	111	9.05788812861766
2025-06-24	18:25:46[967]	68	11	147	9.18883607735876
2025-06-24	18:25:46[967]	57	15	192	14.7435628364707
2025-06-24	18:25:46[977]	72	0	212	0
2025-06-24	18:25:46[996]	83	-26	192	342.606677853088
2025-06-24	18:25:46[996]	99	-30	155	343.141601232262
2025-06-24	18:25:47[016]	101	-20	116	348.799202212116
2025-06-24	18:25:47[016]	93	-13	90	352.042474773083
2025-06-24	18:25:47[029]	81	-3	90	357.878903603339
2025-06-24	18:25:47[056]	70	10	95	8.13010235415598
2025-06-24	18:25:47[056]	64	10	134	8.88065915052024
2025-06-24	18:25:47[062]	55	13	173	13.2985703304943
2025-06-24	18:25:47[072]	54	-4	211	355.763605200941
2025-06-24	18:25:47[082]	82	-17	207	348.287527688913
2025-06-24	18:25:47[095]	95	-34	175	340.307978761263
2025-06-24	18:25:47[095]	103	-32	129	342.741045707096
2025-06-24	18:25:47[105]	98	-20	103	348.465379346355
2025-06-24	18:25:47[129]	92	-7	86	355.648922048426
2025-06-24	18:25:47[129]	81	3	87	2.12109639666145
2025-06-24	18:25:47[139]	71	13	113	10.3758449200511
2025-06-24	18:25:47[162]	64	9	147	8.00472885729286
2025-06-24	18:25:47[162]	55	10	182	10.304846468766
2025-06-24	18:25:47[172]	63	-5	209	355.462227492093
2025-06-24	18:25:47[189]	79	-26	199	341.782904802175
2025-06-24	18:25:47[189]	102	-30	162	343.610459665965
2025-06-24	18:25:47[205]	97	-27	118	344.445428729926
2025-06-24	18:25:47[205]	99	-20	92	348.578813725001
2025-06-24	18:25:47[225]	94	-4	88	357.56335175319
2025-06-24	18:25:47[234]	81	3	95	2.12109639666145
2025-06-24	18:25:47[244]	66	13	119	11.1428898583393
2025-06-24	18:25:47[254]	57	10	156	9.9506266879516
2025-06-24	18:25:47[254]	62	2	195	1.8476102659946
2025-06-24	18:25:47[267]	70	-9	221	352.67359333983
2025-06-24	18:25:47[287]	89	-24	198	344.908427321405
2025-06-24	18:25:47[287]	94	-34	154	340.114834886145
2025-06-24	18:25:47[311]	103	-22	116	347.943237466167
2025-06-24	18:25:47[321]	100	-11	94	353.722701510402
2025-06-24	18:25:47[321]	86	1	87	0.666199970183142
2025-06-24	18:25:47[337]	75	6	100	4.57392125990086
2025-06-24	18:25:47[337]	67	8	123	6.80905017961341
2025-06-24	18:25:47[347]	55	18	169	18.1218602479014
2025-06-24	18:25:47[370]	54	6	203	6.34019174590991
2025-06-24	18:25:47[370]	66	-8	217	353.088772880975
2025-06-24	18:25:47[380]	88	-28	192	342.34987578007
2025-06-24	18:25:47[380]	98	-35	157	340.346175941947
2025-06-24	18:25:47[397]	99	-29	117	343.673146489435
2025-06-24	18:25:47[413]	92	-10	91	353.796552098308
2025-06-24	18:25:47[413]	86	0	91	0
2025-06-24	18:25:47[433]	78	3	100	2.20259816176581
2025-06-24	18:25:47[447]	67	9	131	7.65065095535941
2025-06-24	18:25:47[447]	52	17	169	18.1037630345066
2025-06-24	18:25:47[463]	60	6	211	5.71059313749964
2025-06-24	18:25:47[463]	72	-10	220	352.092837297042
2025-06-24	18:25:47[480]	91	-34	195	339.512985806669
2025-06-24	18:25:47[490]	104	-29	152	344.419076151748
2025-06-24	18:25:47[490]	101	-22	115	347.711676836725
2025-06-24	18:25:47[513]	98	-6	92	356.496468355216
2025-06-24	18:25:47[523]	88	-4	92	357.3974377975
2025-06-24	18:25:47[530]	76	12	104	8.97262661489639
2025-06-24	18:25:47[538]	66	11	135	9.46232220802562
2025-06-24	18:25:47[538]	55	10	170	10.304846468766
2025-06-24	18:25:47[568]	59	0	203	0
2025-06-24	18:25:47[574]	69	-11	221	350.942111871382
2025-06-24	18:25:47[574]	96	-26	197	344.845931949687
2025-06-24	18:25:47[584]	103	-32	151	342.741045707096
2025-06-24	18:25:47[617]	103	-22	116	347.943237466167
2025-06-24	18:25:47[617]	93	-11	93	353.254420352517
2025-06-24	18:25:47[617]	85	-5	87	356.63353933657
2025-06-24	18:25:47[627]	77	2	106	1.48786752882778
2025-06-24	18:25:47[640]	60	14	130	13.1340223063963
2025-06-24	18:25:47[660]	56	15	167	14.995079129176
2025-06-24	18:25:47[660]	59	1	206	0.971021931079167
2025-06-24	18:25:47[673]	79	-16	214	348.5506620115
