Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 04월 14일 16:06:29


날짜/시간 	 #1주변온도 	 #1물체온도 	 #2주변온도 	 #2물체온도 
2021-04-14 16:08:53:573	24.6	22.4	0	0
2021-04-14 16:08:54:588	24.7	23.2	0	0
2021-04-14 16:08:55:588	24.7	23.4	0	0
2021-04-14 16:08:56:587	24.8	23.7	0	0
2021-04-14 16:08:57:587	24.9	24.4	0	0
2021-04-14 16:08:58:587	24.9	24.6	0	0
2021-04-14 16:08:59:587	24.9	25.4	0	0
2021-04-14 16:09:00:602	25	25.5	0	0
2021-04-14 16:09:01:602	25	25.4	0	0
2021-04-14 16:09:02:602	25	25.4	0	0
2021-04-14 16:09:03:602	25.1	25.5	0	0
2021-04-14 16:09:04:617	25.1	25.4	0	0
2021-04-14 16:09:05:601	25.1	25.4	0	0
2021-04-14 16:09:06:617	25.1	25.4	0	0
2021-04-14 16:09:07:616	25.2	25.1	0	0
2021-04-14 16:09:09:616	25.2	24.7	0	0
2021-04-14 16:09:10:631	25.3	24.7	0	0
2021-04-14 16:09:11:631	25.2	24.5	0	0
2021-04-14 16:09:12:631	25.3	24.3	0	0
2021-04-14 16:09:13:631	25.3	24.4	0	0
2021-04-14 16:09:14:646	25.3	24.5	0	0
2021-04-14 16:09:15:630	25.3	24.7	0	0
2021-04-14 16:09:16:646	25.3	24.9	0	0
2021-04-14 16:09:17:645	25.3	24.9	0	0
2021-04-14 16:09:18:630	25.4	24.5	0	0
2021-04-14 16:09:19:645	25.4	24.4	0	0
2021-04-14 16:09:20:660	25.4	23.9	0	0
2021-04-14 16:09:21:645	25.4	23.5	0	0
2021-04-14 16:09:22:660	25.4	23.1	0	0
2021-04-14 16:09:23:660	25.4	22.4	0	0
2021-04-14 16:09:24:675	25.3	22.2	0	0
2021-04-14 16:09:25:659	25.3	22.3	0	0
2021-04-14 16:09:26:675	25.3	22.4	0	0
2021-04-14 16:09:27:675	25.3	22.4	0	0
2021-04-14 16:09:28:674	25.3	22.8	0	0
2021-04-14 16:09:29:674	25.3	23	0	0
2021-04-14 16:09:30:689	25.3	22.7	0	0
2021-04-14 16:09:31:674	25.7	23.1	0	0
2021-04-14 16:09:32:689	25.7	23.2	0	0
2021-04-14 16:09:33:689	25.6	23.2	0	0
2021-04-14 16:09:34:688	25.6	23.3	0	0
2021-04-14 16:09:35:688	25.6	23	0	0
2021-04-14 16:09:36:704	25.6	22.6	0	0
2021-04-14 16:09:37:703	25.6	22.2	0	0
2021-04-14 16:09:38:703	25.6	22.2	0	0
2021-04-14 16:09:39:703	25.1	21.8	0	0
2021-04-14 16:09:40:718	25.1	21.5	0	0
2021-04-14 16:09:41:702	25.5	21.3	0	0
2021-04-14 16:09:42:718	25.5	21.5	0	0
2021-04-14 16:09:43:718	25.4	22.1	0	0
2021-04-14 16:09:44:717	25.4	22.5	0	0
2021-04-14 16:09:45:717	25.9	22.7	0	0
2021-04-14 16:09:46:733	25.9	23	0	0
2021-04-14 16:09:48:732	26.2	23.2	0	0
2021-04-14 16:09:49:732	25.9	23.1	0	0
2021-04-14 16:09:50:747	26.2	22.8	0	0
2021-04-14 16:09:51:731	26.6	22.4	0	0
2021-04-14 16:09:52:747	26.6	22.3	0	0
2021-04-14 16:09:53:746	26.1	22.6	0	0
2021-04-14 16:09:54:746	26.1	22.7	0	0
2021-04-14 16:09:55:746	25.9	22.6	0	0
2021-04-14 16:09:56:762	25.9	22.7	0	0
2021-04-14 16:09:57:746	25.9	0.2	0	0
2021-04-14 16:09:58:761	25.6	22	0	0
2021-04-14 16:09:59:761	25.3	21	0	0
2021-04-14 16:10:00:777	25.2	20.6	0	0
2021-04-14 16:10:01:761	25.2	20	0	0
2021-04-14 16:10:02:776	25.2	19.6	0	0
2021-04-14 16:10:03:776	25.1	19.6	0	0
2021-04-14 16:10:04:776	25.1	19.3	0	0
2021-04-14 16:10:05:775	25	19.2	0	0
2021-04-14 16:10:06:791	25	19.3	0	0
2021-04-14 16:10:07:775	24.9	0.2	0	0
2021-04-14 16:10:08:790	24.8	20.2	0	0
2021-04-14 16:10:09:790	24.8	20.2	0	0
2021-04-14 16:10:10:805	24.8	20.3	0	0
2021-04-14 16:10:11:790	24.8	20.4	0	0
2021-04-14 16:10:12:805	24.8	20.4	0	0
2021-04-14 16:10:13:805	24.8	20.5	0	0
2021-04-14 16:10:14:804	24.7	20.6	0	0
2021-04-14 16:10:15:804	24.8	20.5	0	0
2021-04-14 16:10:16:820	24.8	20.5	0	0
2021-04-14 16:10:17:804	24.8	20.6	0	0
2021-04-14 16:10:18:819	24.9	20.4	0	0
2021-04-14 16:10:19:819	24.9	20.1	0	0
2021-04-14 16:10:20:834	24.8	19.4	0	0
2021-04-14 16:10:21:818	24.8	18.6	0	0
2021-04-14 16:10:22:834	24.9	18.2	0	0
2021-04-14 16:10:23:834	24.8	18.2	0	0
2021-04-14 16:10:24:833	24.7	18.1	0	0
2021-04-14 16:10:25:833	24.7	18	0	0
2021-04-14 16:10:26:849	24.5	18	0	0
2021-04-14 16:10:28:848	24.4	19	0	0
2021-04-14 16:10:29:848	24.6	19.5	0	0
2021-04-14 16:10:30:863	24.4	20	0	0
2021-04-14 16:10:31:863	24.4	20.2	0	0
2021-04-14 16:10:32:863	24.7	20.4	0	0
2021-04-14 16:10:33:878	24.7	20.5	0	0
2021-04-14 16:10:34:862	24.7	20.7	0	0
2021-04-14 16:10:35:878	24.7	21	0	0
2021-04-14 16:10:36:877	24.7	21	0	0
2021-04-14 16:10:38:877	24.5	20.9	0	0
2021-04-14 16:10:39:892	24.5	21	0	0
2021-04-14 16:10:40:892	24.3	20.8	0	0
2021-04-14 16:10:41:892	24.3	21.2	0	0
2021-04-14 16:10:42:892	24.3	21.3	0	0
2021-04-14 16:10:43:907	24.3	20.9	0	0
2021-04-14 16:10:44:891	24.4	21.2	0	0
2021-04-14 16:10:45:906	24.9	21.5	0	0
2021-04-14 16:10:46:906	25.4	22	0	0
2021-04-14 16:10:47:922	25.5	22.1	0	0
2021-04-14 16:10:48:906	25.5	22.4	0	0
2021-04-14 16:10:49:921	25.9	22.2	0	0
2021-04-14 16:10:50:921	25.9	22.1	0	0
2021-04-14 16:10:51:921	25.9	22.5	0	0
2021-04-14 16:10:52:921	26	22.5	0	0
2021-04-14 16:10:53:936	25.5	22.3	0	0
2021-04-14 16:10:54:920	25.3	22.3	0	0
2021-04-14 16:10:55:935	25.4	22.6	0	0
2021-04-14 16:10:56:935	25.4	23	0	0
2021-04-14 16:10:57:951	25.1	23.2	0	0
2021-04-14 16:10:58:935	25.2	23.4	0	0
2021-04-14 16:10:59:950	25.2	23.2	0	0
2021-04-14 16:11:00:950	25.3	23.2	0	0
2021-04-14 16:11:01:950	25.3	23.2	0	0
2021-04-14 16:11:02:949	25.1	23.1	0	0
2021-04-14 16:11:03:965	25.3	22.8	0	0
2021-04-14 16:11:04:949	25.4	2.2	0	0
2021-04-14 16:11:05:964	25.4	22.6	0	0
2021-04-14 16:11:06:964	25.4	22.7	0	0
2021-04-14 16:11:07:980	25.4	22.5	0	0
2021-04-14 16:11:08:964	25.4	22.6	0	0
2021-04-14 16:11:09:979	25.5	22.3	0	0
2021-04-14 16:11:10:979	25.5	22.3	0	0
2021-04-14 16:11:11:979	25.3	22.2	0	0
2021-04-14 16:11:12:978	25.3	22.1	0	0
2021-04-14 16:11:13:994	25.3	22	0	0
2021-04-14 16:11:15:994	25.3	22.5	0	0
2021-04-14 16:11:16:994	25.3	22.3	0	0
2021-04-14 16:11:18:009	25.4	22.3	0	0
2021-04-14 16:11:18:993	25.4	22.6	0	0
2021-04-14 16:11:20:009	25.2	22.9	0	0
2021-04-14 16:11:21:008	25.2	23.2	0	0
2021-04-14 16:11:22:008	25.2	23.2	0	0
2021-04-14 16:11:23:008	25.5	23.1	0	0
2021-04-14 16:11:24:024	25.8	22.9	0	0
2021-04-14 16:11:25:023	25.8	22.8	0	0
2021-04-14 16:11:26:579	25.8	22.8	0	0
2021-04-14 16:11:27:033	25.8	22.6	0	0
2021-04-14 16:11:28:028	26	22.1	0	0
2021-04-14 16:11:29:023	26	21.8	0	0
2021-04-14 16:11:30:435	26	21.9	0	0
2021-04-14 16:11:31:042	26.1	21.9	0	0
2021-04-14 16:11:32:470	25.8	22	0	0
2021-04-14 16:11:33:059	25.8	22	0	0
2021-04-14 16:11:34:038	26.1	22.3	0	0
2021-04-14 16:11:35:048	26.1	22.3	0	0
2021-04-14 16:11:36:059	26.1	22.8	0	0
2021-04-14 16:11:37:052	26.1	22.4	0	0
2021-04-14 16:11:38:064	26.1	22.6	0	0
2021-04-14 16:11:39:060	25.7	22.6	0	0
2021-04-14 16:11:40:072	25.7	22.6	0	0
2021-04-14 16:11:41:069	25.8	23	0	0
2021-04-14 16:11:42:080	25.6	23.2	0	0
2021-04-14 16:11:43:077	25.6	23	0	0
2021-04-14 16:11:44:073	26	23	0	0
2021-04-14 16:11:45:084	26	23.4	0	0
2021-04-14 16:11:46:095	26	23.4	0	0
2021-04-14 16:11:47:076	26.1	23.6	0	0
2021-04-14 16:11:48:087	26.1	23.8	0	0
2021-04-14 16:11:49:099	26.1	23.6	0	0
2021-04-14 16:11:50:110	26.5	23.4	0	0
2021-04-14 16:11:51:091	26.8	23.6	0	0
2021-04-14 16:11:52:102	26.4	23.3	0	0
2021-04-14 16:11:53:114	26.5	23.3	0	0
2021-04-14 16:11:54:110	26.7	23.2	0	0
2021-04-14 16:11:55:106	27.1	23.1	0	0
2021-04-14 16:11:56:117	27.1	22.9	0	0
2021-04-14 16:11:58:124	26.8	22.7	0	0
2021-04-14 16:11:59:122	26.6	22.6	0	0
2021-04-14 16:12:00:133	26.6	22.7	0	0
2021-04-14 16:12:01:130	26.6	23	0	0
2021-04-14 16:12:02:141	26.3	22.9	0	0
2021-04-14 16:12:03:138	26.2	23	0	0
2021-04-14 16:12:04:133	26.2	23.3	0	0
2021-04-14 16:12:05:145	26.2	23.5	0	0
2021-04-14 16:12:06:156	26.2	24.1	0	0
2021-04-14 16:12:07:153	26	24.5	0	0
2021-04-14 16:12:08:149	26	24.7	0	0
2021-04-14 16:12:09:160	25.8	24.5	0	0
2021-04-14 16:12:10:157	25.8	24.5	0	0
2021-04-14 16:12:11:153	25.6	24.1	0	0
2021-04-14 16:12:12:165	25.6	23.8	0	0
2021-04-14 16:12:13:177	25.6	23.6	0	0
2021-04-14 16:12:15:171	25.9	23.1	0	0
2021-04-14 16:12:16:182	26.1	23	0	0
2021-04-14 16:12:17:193	26.3	22.9	0	0
2021-04-14 16:12:18:175	26.3	22.5	0	0
2021-04-14 16:12:19:186	26.3	22.9	0	0
2021-04-14 16:12:20:197	26.3	23	0	0
2021-04-14 16:12:21:193	26.4	23.5	0	0
2021-04-14 16:12:22:190	26.4	23.5	0	0
2021-04-14 16:12:23:202	26.4	23.5	0	0
2021-04-14 16:12:24:213	26.1	23.4	0	0
2021-04-14 16:12:25:209	26.4	23.4	0	0
2021-04-14 16:12:26:205	26.4	23.7	0	0
2021-04-14 16:12:27:217	26.7	23.8	0	0
2021-04-14 16:12:28:213	26.7	23.9	0	0
2021-04-14 16:12:29:210	26.7	23.6	0	0
2021-04-14 16:12:30:222	26.7	23.3	0	0
2021-04-14 16:12:32:229	27.1	23.4	0	0
2021-04-14 16:12:33:225	26.8	23.6	0	0
2021-04-14 16:12:34:238	26.8	23.3	0	0
2021-04-14 16:12:35:235	26.5	22.8	0	0
2021-04-14 16:12:36:246	26.5	22.5	0	0
2021-04-14 16:12:37:243	26.5	22.1	0	0
2021-04-14 16:12:38:239	26.5	0.2	0	0
2021-04-14 16:12:39:251	26.5	21.5	0	0
2021-04-14 16:12:40:248	26.1	21.1	0	0
2021-04-14 16:12:41:259	26.1	20.6	0	0
2021-04-14 16:12:42:256	26	20.4	0	0
2021-04-14 16:12:43:267	26	20.2	0	0
2021-04-14 16:12:44:264	25.9	19.8	0	0
2021-04-14 16:12:45:260	25.9	19.5	0	0
2021-04-14 16:12:46:272	25.6	19.6	0	0
2021-04-14 16:12:47:268	25.6	19.8	0	0
2021-04-14 16:12:48:279	25.5	20.1	0	0
2021-04-14 16:12:49:276	25.5	20.1	0	0
2021-04-14 16:12:50:287	25.6	20.5	0	0
2021-04-14 16:12:51:298	25.6	20.7	0	0
2021-04-14 16:12:52:280	25.6	21	0	0
2021-04-14 16:12:53:291	25.6	21.1	0	0
2021-04-14 16:12:54:303	25.7	20.9	0	0
2021-04-14 16:12:56:296	25.7	20.6	0	0
2021-04-14 16:12:57:308	25.7	20.7	0	0
2021-04-14 16:12:58:319	25.5	20.7	0	0
2021-04-14 16:12:59:300	25.5	20.6	0	0
2021-04-14 16:13:00:312	25.5	20.8	0	0
2021-04-14 16:13:01:323	25.5	21.2	0	0
2021-04-14 16:13:02:319	25.5	21.7	0	0
2021-04-14 16:13:03:315	25.5	22.2	0	0
2021-04-14 16:13:04:327	25.6	22.4	0	0
2021-04-14 16:13:05:338	25.6	22.6	0	0
2021-04-14 16:13:06:334	25.6	22.7	0	0
2021-04-14 16:13:07:330	25.7	23.1	0	0
2021-04-14 16:13:08:342	25.7	23.3	0	0
2021-04-14 16:13:09:339	25.8	23.3	0	0
2021-04-14 16:13:10:350	25.8	23.4	0	0
2021-04-14 16:13:11:346	25.8	23.3	0	0
2021-04-14 16:13:13:352	25.9	23.1	0	0
2021-04-14 16:13:14:364	26	22.7	0	0
2021-04-14 16:13:15:360	26	22.4	0	0
2021-04-14 16:13:16:356	26	22	0	0
2021-04-14 16:13:17:368	26	21.8	0	0
2021-04-14 16:13:18:379	26	21.6	0	0
2021-04-14 16:13:19:360	26.2	21.5	0	0
2021-04-14 16:13:20:371	26.2	21.5	0	0
2021-04-14 16:13:21:383	26.2	21.7	0	0
2021-04-14 16:13:22:394	26	22.1	0	0
2021-04-14 16:13:23:375	26	22.5	0	0
2021-04-14 16:13:24:387	26	22.9	0	0
2021-04-14 16:13:25:399	26.1	23.1	0	0
2021-04-14 16:13:26:380	26.1	23.2	0	0
2021-04-14 16:13:27:391	25.9	23.1	0	0
2021-04-14 16:13:28:402	25.9	23.2	0	0
2021-04-14 16:13:30:396	25.7	23.3	0	0
2021-04-14 16:13:31:407	25.7	23.1	0	0
2021-04-14 16:13:32:419	25.7	23.2	0	0
2021-04-14 16:13:33:415	25.8	23.1	0	0
2021-04-14 16:13:34:411	25.8	22.9	0	0
2021-04-14 16:13:35:423	25.8	23	0	0
2021-04-14 16:13:37:431	25.8	22.8	0	0
2021-04-14 16:13:38:427	26.3	22.7	0	0
2021-04-14 16:13:39:439	26.3	22.7	0	0
2021-04-14 16:13:40:435	26.3	22.3	0	0
2021-04-14 16:13:41:446	26.3	22.4	0	0
2021-04-14 16:13:42:442	26.6	22.6	0	0
2021-04-14 16:13:43:438	26.9	22.8	0	0
2021-04-14 16:13:44:451	27	22.8	0	0
2021-04-14 16:13:45:462	27	22.9	0	0
2021-04-14 16:13:46:459	26.8	22.8	0	0
2021-04-14 16:13:47:454	26.8	22.7	0	0
2021-04-14 16:13:48:466	26.8	22.8	0	0
2021-04-14 16:13:49:462	26.8	22.5	0	0
2021-04-14 16:13:50:457	26.5	22.5	0	0
2021-04-14 16:13:51:469	26.2	22.5	0	0
2021-04-14 16:13:52:480	26.2	22.5	0	0
2021-04-14 16:13:53:492	26.2	22.4	0	0
2021-04-14 16:13:54:473	26.2	22.6	0	0
2021-04-14 16:13:55:484	26.2	22.5	0	0
2021-04-14 16:13:56:496	26.2	22.6	0	0
2021-04-14 16:13:57:491	26.2	22.8	0	0
2021-04-14 16:13:58:488	26.3	22.9	0	0
2021-04-14 16:13:59:499	26.3	22.9	0	0
2021-04-14 16:14:01:492	26.1	22.9	0	0
2021-04-14 16:14:02:504	26.1	22.8	0	0
2021-04-14 16:14:03:515	26.1	22.9	0	0
2021-04-14 16:14:04:511	26.1	22.8	0	0
2021-04-14 16:14:05:507	26.1	22.9	0	0
2021-04-14 16:14:06:519	26	22.5	0	0
2021-04-14 16:14:07:514	26	22.5	0	0
2021-04-14 16:14:08:527	26.3	22.5	0	0
2021-04-14 16:14:09:524	26.3	22.5	0	0
2021-04-14 16:14:10:535	26.5	22.7	0	0
2021-04-14 16:14:11:531	26.8	22.9	0	0
2021-04-14 16:14:12:543	26.8	22.9	0	0
2021-04-14 16:14:13:539	26.8	22.7	0	0
2021-04-14 16:14:14:535	26.8	22.7	0	0
2021-04-14 16:14:15:547	26.8	22.4	0	0
2021-04-14 16:14:16:558	26.8	22.1	0	0
2021-04-14 16:14:17:555	26.8	21.9	0	0
2021-04-14 16:14:18:551	26.5	21.7	0	0
2021-04-14 16:14:19:562	26.2	21.4	0	0
2021-04-14 16:14:20:573	26.2	21.3	0	0
2021-04-14 16:14:21:554	26.2	21.3	0	0
2021-04-14 16:14:22:566	26.2	21.3	0	0
2021-04-14 16:14:23:577	26.2	21.3	0	0
2021-04-14 16:14:24:589	26.2	21.2	0	0
2021-04-14 16:14:25:569	26.2	21.2	0	0
2021-04-14 16:14:26:580	26.1	21.2	0	0
2021-04-14 16:14:27:592	26.2	21.1	0	0
2021-04-14 16:14:28:588	26.2	21.1	0	0
2021-04-14 16:14:29:584	26.1	21	0	0
2021-04-14 16:14:30:596	26.2	21.3	0	0
2021-04-14 16:14:31:607	26.2	21.6	0	0
2021-04-14 16:14:32:603	26.4	21.8	0	0
2021-04-14 16:14:33:599	26.4	22.1	0	0
2021-04-14 16:14:34:610	26.4	22.2	0	0
2021-04-14 16:14:35:606	26.4	22.3	0	0
2021-04-14 16:14:36:618	26.4	22.4	0	0
2021-04-14 16:14:37:614	26.4	22.4	0	0
2021-04-14 16:14:38:626	26.4	22.2	0	0
2021-04-14 16:14:39:621	26.4	22.1	0	0
2021-04-14 16:14:40:633	26.1	22	0	0
2021-04-14 16:14:41:644	26.1	21.9	0	0
2021-04-14 16:14:42:625	26.1	22	0	0
2021-04-14 16:14:43:636	26.1	21.9	0	0
2021-04-14 16:14:44:648	26.1	21.9	0	0
2021-04-14 16:14:46:640	26.3	22.3	0	0
2021-04-14 16:14:47:651	26.4	22.5	0	0
2021-04-14 16:14:48:662	26.4	22.7	0	0
2021-04-14 16:14:49:643	26.4	22.5	0	0
2021-04-14 16:14:50:655	26.4	22.6	0	0
2021-04-14 16:14:51:667	26.4	22.6	0	0
2021-04-14 16:14:53:657	26.5	22.7	0	0
2021-04-14 16:14:54:670	26.3	22.4	0	0
2021-04-14 16:14:55:681	26.3	22.2	0	0
2021-04-14 16:14:56:677	26.3	22	0	0
2021-04-14 16:14:57:688	26.3	22.1	0	0
2021-04-14 16:14:58:685	26.3	22	0	0
2021-04-14 16:15:00:693	26.3	22.3	0	0
2021-04-14 16:15:01:689	26.5	22.4	0	0
2021-04-14 16:15:02:701	26.5	22.7	0	0
2021-04-14 16:15:03:698	26.5	23	0	0
2021-04-14 16:15:04:709	26.5	22.9	0	0
2021-04-14 16:15:05:706	26.5	23.1	0	0
2021-04-14 16:15:06:702	26.5	23.1	0	0
2021-04-14 16:15:07:714	26.6	22.9	0	0
2021-04-14 16:15:08:710	26.6	22.5	0	0
2021-04-14 16:15:09:722	26.4	21.9	0	0
2021-04-14 16:15:10:718	26.4	21.1	0	0
2021-04-14 16:15:11:729	26.4	20.4	0	0
2021-04-14 16:15:12:741	26.3	19.8	0	0
2021-04-14 16:15:13:723	26.3	19.1	0	0
2021-04-14 16:15:14:735	26.2	18.5	0	0
2021-04-14 16:15:15:731	26.2	18.1	0	0
2021-04-14 16:15:17:739	26	18.5	0	0
2021-04-14 16:15:18:751	25.9	18.8	0	0
2021-04-14 16:15:19:763	25.9	19.2	0	0
2021-04-14 16:15:20:744	25.9	20	0	0
2021-04-14 16:15:21:756	25.8	20.4	0	0
2021-04-14 16:15:22:767	25.8	20.6	0	0
2021-04-14 16:15:23:763	25.8	20.9	0	0
2021-04-14 16:15:24:924	25.8	21	0	0
2021-04-14 16:15:25:778	25.8	21.2	0	0
2021-04-14 16:15:26:773	25.8	21.3	0	0
2021-04-14 16:15:27:768	25.9	21.1	0	0
2021-04-14 16:15:28:778	25.9	21.1	0	0
2021-04-14 16:15:29:788	25.9	21.2	0	0
