Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 07월 27일 22:48:13


날짜/시간 	 #1대기온도 	 #1대기습도 	 #1물체온도
2021-07-27 22:49:08:023	22.8	51.9	22.9
2021-07-27 22:49:09:022	22.8	51.9	22.9
2021-07-27 22:49:10:022	22.8	52.3	22.9
2021-07-27 22:49:11:022	22.8	52.3	22.9
2021-07-27 22:49:12:022	22.8	52.8	22.9
2021-07-27 22:49:13:021	22.8	52.8	22.9
2021-07-27 22:49:14:021	22.8	53.3	22.9
2021-07-27 22:49:15:021	22.8	53.3	22.9
2021-07-27 22:49:16:021	22.8	53.8	22.9
2021-07-27 22:49:17:021	22.8	53.8	22.9
2021-07-27 22:49:18:020	22.7	54.2	22.9
2021-07-27 22:49:19:020	22.7	54.2	22.9
2021-07-27 22:49:20:020	22.7	54.7	22.9
2021-07-27 22:49:21:020	22.7	54.7	22.9
2021-07-27 22:49:22:019	22.7	55	22.8
2021-07-27 22:49:23:019	22.7	55	22.8
2021-07-27 22:49:24:034	22.7	55.4	22.8
2021-07-27 22:49:25:019	22.7	55.4	22.9
2021-07-27 22:49:26:018	22.7	55.7	22.9
2021-07-27 22:49:27:018	22.7	55.7	22.9
2021-07-27 22:49:28:002	22.7	55.9	22.9
2021-07-27 22:49:29:018	22.7	55.9	22.9
2021-07-27 22:49:30:033	22.7	56.2	23
2021-07-27 22:49:31:017	22.7	56.2	23
2021-07-27 22:49:32:001	22.7	56.4	23
2021-07-27 22:49:33:017	22.7	56.4	23
2021-07-27 22:49:34:016	22.6	56.6	23.1
2021-07-27 22:49:35:016	22.6	56.6	23.1
2021-07-27 22:49:36:016	22.6	56.6	23.1
2021-07-27 22:54:21:018	23.6	65.4	6354.4
2021-07-27 22:54:22:018	23.6	65.4	6391.3
2021-07-27 22:54:23:017	23.5	65.3	6428.3
2021-07-27 22:54:24:017	23.5	65.3	6465.2
2021-07-27 22:54:25:017	23.5	65.2	6502.2
2021-07-27 22:54:26:017	23.5	65.2	6539.2
2021-07-27 22:54:27:017	23.5	65.2	22.4
2021-07-27 22:54:28:016	23.5	65.2	22.5
2021-07-27 22:54:29:016	23.5	65.1	22.5
2021-07-27 22:54:30:016	23.5	65.1	22.5
2021-07-27 22:54:31:031	23.5	65	22.6
2021-07-27 22:54:32:031	23.5	65	22.6
2021-07-27 22:54:33:031	23.5	64.9	22.6
2021-07-27 22:54:34:030	23.5	64.9	22.6
2021-07-27 22:54:35:030	23.5	64.9	22.7
2021-07-27 22:54:36:030	23.5	64.9	22.8
2021-07-27 22:54:37:030	23.5	64.8	22.8
2021-07-27 22:54:38:030	23.5	64.8	22.9
2021-07-27 22:54:39:029	23.5	64.8	22.9
2021-07-27 22:54:40:029	23.5	64.8	22.9
2021-07-27 22:54:41:029	23.4	64.7	22.9
2021-07-27 22:54:42:029	23.4	64.7	22.9
2021-07-27 22:54:43:028	23.4	64.7	22.9
2021-07-27 22:54:44:027	23.4	64.7	22.9
2021-07-27 22:54:45:027	23.4	64.7	22.9
2021-07-27 22:54:46:027	23.4	64.7	22.9
2021-07-27 22:54:47:027	23.4	64.8	22.9
2021-07-27 22:54:48:026	23.4	64.8	23
2021-07-27 22:54:49:026	23.4	64.9	23
2021-07-27 22:54:50:026	23.4	64.9	23
2021-07-27 22:54:51:370	23.4	65.1	23.1
2021-07-27 22:54:52:029	23.4	65.1	23.1
2021-07-27 22:54:53:029	23.4	65.4	23.1
2021-07-27 22:54:54:029	23.4	65.4	23.1
2021-07-27 22:54:55:028	23.4	65.7	23.1
2021-07-27 22:54:56:018	23.4	65.7	23.1
2021-07-27 22:54:57:002	23.4	65.9	23.1
2021-07-27 22:54:58:016	23.4	65.9	23.2
2021-07-27 22:54:59:022	23.4	66.1	23.2
2021-07-27 22:55:00:022	23.4	66.1	23.2
2021-07-27 22:55:01:022	23.4	66.3	23.2
2021-07-27 22:55:02:022	23.4	66.3	23.2
2021-07-27 22:55:03:020	23.4	66.4	23.2
2021-07-27 22:55:04:023	23.4	66.4	23.2
2021-07-27 22:55:05:027	23.4	66.6	23.3
2021-07-27 22:55:06:027	23.4	66.6	23.3
2021-07-27 22:55:07:027	23.4	66.8	23.3
2021-07-27 22:55:08:027	23.4	66.8	23.3
2021-07-27 22:55:09:020	23.4	66.8	23.3
2021-07-27 22:55:10:019	23.4	66.8	23.3
2021-07-27 22:55:11:016	23.4	67.3	23.3
2021-07-27 22:55:12:026	23.4	67.3	23.3
2021-07-27 22:55:13:030	23.4	67.6	23.3
2021-07-27 22:55:14:029	23.4	67.6	23.3
2021-07-27 22:55:15:023	23.4	67.8	23.3
2021-07-27 22:55:16:028	23.4	67.8	23.3
2021-07-27 22:55:17:028	23.4	68	23.4
2021-07-27 22:55:18:006	23.4	68	23.3
2021-07-27 22:55:19:029	23.3	68.1	23.3
2021-07-27 22:55:20:024	23.3	68.1	23.3
2021-07-27 22:55:21:023	23.4	68.2	23.4
2021-07-27 22:55:22:019	23.4	68.2	23.4
2021-07-27 22:55:23:022	23.3	68.3	23.3
2021-07-27 22:55:24:022	23.3	68.3	23.4
2021-07-27 22:55:25:022	23.3	68.3	23.4
2021-07-27 22:55:26:021	23.3	68.3	23.4
2021-07-27 22:55:27:021	23.3	68.3	23.4
2021-07-27 22:55:28:021	23.3	68.3	23.4
2021-07-27 22:55:29:021	23.3	68.3	23.4
2021-07-27 22:55:30:020	23.3	68.3	23.4
2021-07-27 22:55:31:020	23.3	68.4	23.4
2021-07-27 22:55:32:004	23.3	68.4	23.4
2021-07-27 22:55:33:020	23.3	68.4	23.4
2021-07-27 22:55:34:019	23.3	68.4	23.4
2021-07-27 22:55:35:019	23.3	68.5	23.4
2021-07-27 22:55:36:003	23.3	68.5	23.4
2021-07-27 22:55:37:019	23.3	68.6	23.4
2021-07-27 22:55:38:018	23.3	68.6	23.4
2021-07-27 22:55:39:018	23.3	68.7	23.4
2021-07-27 22:55:40:018	23.3	68.7	23.4
2021-07-27 22:55:41:018	23.3	68.8	23.4
2021-07-27 22:55:42:002	23.3	68.8	23.4
2021-07-27 22:55:43:019	23.3	68.8	23.4
2021-07-27 22:55:44:019	23.3	68.8	23.4
2021-07-27 22:55:45:018	23.3	68.9	23.4
2021-07-27 22:55:46:018	23.3	68.9	23.4
2021-07-27 22:55:47:018	23.3	68.9	23.4
2021-07-27 22:55:48:018	23.3	68.9	23.4
2021-07-27 22:55:49:017	23.3	68.9	23.4
2021-07-27 22:55:50:017	23.3	68.9	23.4
2021-07-27 22:55:51:017	23.3	69	23.4
2021-07-27 22:55:52:017	23.3	69	23.4
2021-07-27 22:55:53:017	23.3	69	23.4
2021-07-27 22:55:54:016	23.3	69	23.5
2021-07-27 22:55:55:016	23.2	69	23.5
2021-07-27 22:55:56:016	23.2	69	23.4
2021-07-27 22:55:57:031	23.3	69	23.5
2021-07-27 22:55:58:015	23.3	69	23.5
2021-07-27 22:55:59:031	23.3	69	23.5
2021-07-27 22:56:00:015	23.3	69	23.5
2021-07-27 22:56:01:030	23.2	69	23.5
2021-07-27 22:56:02:014	23.2	69	23.5
2021-07-27 22:56:03:030	23.3	69	23.5
2021-07-27 22:56:04:014	23.3	69	23.5
2021-07-27 22:56:05:029	23.2	69	23.5
2021-07-27 22:56:06:029	23.2	69	23.6
2021-07-27 22:56:07:029	23.2	69	23.5
2021-07-27 22:56:08:029	23.2	69	23.5
2021-07-27 22:56:09:028	23.3	69	23.5
2021-07-27 22:56:10:028	23.3	69	23.5
2021-07-27 22:56:11:028	23.3	69	23.5
2021-07-27 22:56:12:028	23.3	69	23.5
2021-07-27 22:56:13:027	23.2	68.9	23.5
2021-07-27 22:56:14:027	23.2	68.9	23.5
2021-07-27 22:56:15:027	23.2	68.9	23.5
2021-07-27 22:56:16:027	23.2	68.9	23.5
2021-07-27 22:56:17:026	23.2	68.9	23.5
2021-07-27 22:56:18:026	23.2	68.9	23.5
2021-07-27 22:56:19:026	23.2	68.9	23.6
2021-07-27 22:56:20:026	23.2	68.9	23.6
2021-07-27 22:56:21:026	23.2	68.8	23.6
2021-07-27 22:56:22:025	23.2	68.8	23.6
2021-07-27 22:56:23:025	23.3	68.8	23.6
2021-07-27 22:56:24:009	23.3	68.8	23.6
2021-07-27 22:56:25:025	23.2	68.8	23.6
2021-07-27 22:56:26:009	23.2	68.8	23.6
2021-07-27 22:56:27:024	23.2	68.8	23.6
2021-07-27 22:56:28:024	23.2	68.8	23.6
2021-07-27 22:56:29:024	23.2	68.7	23.6
2021-07-27 22:56:30:008	23.2	68.7	23.6
2021-07-27 22:56:31:023	23.2	68.7	23.6
2021-07-27 22:56:32:007	23.2	68.7	23.6
2021-07-27 22:56:33:023	23.2	68.6	23.7
2021-07-27 22:56:34:038	23.2	68.6	23.6
2021-07-27 22:56:35:022	23.2	68.5	23.7
2021-07-27 22:56:36:006	23.2	68.5	23.7
2021-07-27 22:56:37:022	23.2	68.5	23.7
2021-07-27 22:56:38:019	23.2	68.5	23.6
2021-07-27 22:56:39:018	23.2	68.5	23.6
2021-07-27 22:56:40:023	23.2	68.5	23.6
2021-07-27 22:56:41:031	23.2	68.5	23.6
2021-07-27 22:56:42:031	23.2	68.5	23.7
2021-07-27 22:56:43:022	23.2	68.5	23.6
2021-07-27 22:56:44:006	23.2	68.5	23.6
2021-07-27 22:56:45:021	23.2	68.5	23.6
2021-07-27 22:56:46:021	23.2	68.5	23.6
2021-07-27 22:56:47:021	23.2	68.4	23.6
2021-07-27 22:56:48:021	23.2	68.4	23.6
2021-07-27 22:56:49:020	23.2	68.4	23.6
2021-07-27 22:56:50:020	23.2	68.4	23.6
2021-07-27 22:56:51:012	23.2	68.4	23.6
2021-07-27 22:56:52:027	23.2	68.4	23.6
2021-07-27 22:56:53:027	23.2	68.4	23.6
2021-07-27 22:56:54:027	23.2	68.4	23.6
2021-07-27 22:56:55:026	23.2	68.3	23.7
2021-07-27 22:56:56:026	23.2	68.3	23.7
2021-07-27 22:56:57:026	23.2	68.3	23.7
2021-07-27 22:56:58:026	23.2	68.3	23.7
2021-07-27 22:56:59:026	23.2	68.3	23.7
2021-07-27 22:57:00:025	23.2	68.3	23.7
2021-07-27 22:57:01:025	23.2	68.3	23.7
2021-07-27 22:57:02:025	23.2	68.3	23.7
2021-07-27 22:57:03:025	23.2	68.3	23.7
2021-07-27 22:57:04:024	23.2	68.3	23.7
2021-07-27 22:57:05:026	23.2	68.2	23.8
2021-07-27 22:57:06:001	23.2	68.2	23.7
2021-07-27 22:57:07:017	23.2	68.2	23.7
2021-07-27 22:57:08:032	23.2	68.2	23.7
2021-07-27 22:57:09:016	23.2	68.2	23.8
2021-07-27 22:57:10:000	23.2	68.2	23.7
2021-07-27 22:57:11:016	23.2	68.1	23.6
2021-07-27 22:57:12:017	23.2	68.1	23.6
2021-07-27 22:57:13:017	23.2	68.1	23.7
2021-07-27 22:57:14:017	23.2	68.1	23.7
2021-07-27 22:57:15:016	23.2	68	23.7
2021-07-27 22:57:16:029	23.2	68	23.7
2021-07-27 22:57:17:018	23.2	68	23.6
2021-07-27 22:57:18:027	23.2	68	23.7
2021-07-27 22:57:19:027	23.2	68	23.7
2021-07-27 22:57:20:027	23.2	68	23.7
2021-07-27 22:57:21:026	23.2	68	23.7
2021-07-27 22:57:22:026	23.2	68	23.7
2021-07-27 22:57:23:026	23.2	68	23.7
2021-07-27 22:57:24:026	23.2	68	23.7
2021-07-27 22:57:25:026	23.2	67.9	23.7
2021-07-27 22:57:26:041	23.2	67.9	23.7
2021-07-27 22:57:27:025	23.2	67.9	23.7
2021-07-27 22:57:28:040	23.2	67.9	23.7
2021-07-27 22:57:29:017	23.2	67.9	23.7
2021-07-27 22:57:30:017	23.2	67.9	23.7
2021-07-27 22:57:31:017	23.2	67.9	23.7
2021-07-27 22:57:32:017	23.3	67.9	23.7
2021-07-27 22:57:33:028	23.2	67.9	23.7
2021-07-27 22:57:34:028	23.2	67.9	23.7
2021-07-27 22:57:35:023	23.2	67.9	23.7
2021-07-27 22:57:36:022	23.2	67.8	23.7
2021-07-27 22:57:37:022	23.2	67.8	23.7
2021-07-27 22:57:38:022	23.3	67.8	23.7
2021-07-27 22:57:39:022	23.3	67.8	23.7
2021-07-27 22:57:40:021	23.2	67.8	23.7
2021-07-27 22:57:41:021	23.2	67.8	23.7
2021-07-27 22:57:42:021	23.2	67.8	23.7
2021-07-27 22:57:43:028	23.2	67.8	23.7
2021-07-27 22:57:44:027	23.2	67.8	23.7
2021-07-27 22:57:45:027	23.2	67.8	23.7
2021-07-27 22:57:46:027	23.3	67.8	23.7
2021-07-27 22:57:47:027	23.3	67.8	23.7
2021-07-27 22:57:48:026	23.2	67.8	23.7
2021-07-27 22:57:49:026	23.2	67.8	23.7
2021-07-27 22:57:50:010	23.3	67.8	23.7
2021-07-27 22:57:51:026	23.3	67.8	23.7
2021-07-27 22:57:52:025	23.2	67.8	23.7
2021-07-27 22:57:53:025	23.2	67.8	23.8
2021-07-27 22:57:54:025	23.2	67.7	23.8
2021-07-27 22:57:55:025	23.2	67.7	23.8
2021-07-27 22:57:56:025	23.2	67.7	23.8
2021-07-27 22:57:57:024	23.2	67.7	23.8
2021-07-27 22:57:58:040	23.2	67.6	23.8
2021-07-27 22:57:59:024	23.2	67.6	23.8
2021-07-27 22:58:00:008	23.3	67.6	23.8
2021-07-27 22:58:01:023	23.3	67.6	23.8
2021-07-27 22:58:02:008	23.3	67.5	23.8
2021-07-27 22:58:03:023	23.3	67.5	23.8
2021-07-27 22:58:04:007	23.3	67.5	23.8
2021-07-27 22:58:05:022	23.3	67.5	23.8
2021-07-27 22:58:06:022	23.3	67.5	23.8
2021-07-27 22:58:07:022	23.3	67.5	23.8
2021-07-27 22:58:08:022	23.3	67.5	23.8
2021-07-27 22:58:09:019	23.3	67.5	23.8
2021-07-27 22:58:10:019	23.3	67.5	23.8
2021-07-27 22:58:11:018	23.3	67.5	23.8
2021-07-27 22:58:12:018	23.3	67.5	23.8
2021-07-27 22:58:13:018	23.3	67.5	23.8
2021-07-27 22:58:14:018	23.3	67.4	23.9
2021-07-27 22:58:15:018	23.3	67.4	23.9
2021-07-27 22:58:16:017	23.3	67.4	23.8
2021-07-27 22:58:17:017	23.3	67.4	23.8
2021-07-27 22:58:18:017	23.3	67.4	23.8
2021-07-27 22:58:19:017	23.3	67.4	23.8
2021-07-27 22:58:20:016	23.3	67.4	23.8
2021-07-27 22:58:21:016	23.3	67.4	23.8
2021-07-27 22:58:22:016	23.3	67.4	23.8
2021-07-27 22:58:23:031	23.3	67.4	23.8
2021-07-27 22:58:24:031	23.3	67.4	23.8
2021-07-27 22:58:25:046	23.3	67.4	23.8
2021-07-27 22:58:26:031	23.3	67.4	23.8
2021-07-27 22:58:27:030	23.3	67.4	23.8
2021-07-27 22:58:28:030	23.3	67.3	23.8
2021-07-27 22:58:29:030	23.3	67.3	23.8
2021-07-27 22:58:30:030	23.3	67.3	23.8
2021-07-27 22:58:31:029	23.3	67.3	23.8
2021-07-27 22:58:32:029	23.3	67.3	23.8
2021-07-27 22:58:33:029	23.3	67.3	23.8
2021-07-27 22:58:34:029	23.3	67.3	23.8
2021-07-27 22:58:35:028	23.3	67.3	23.8
2021-07-27 22:58:36:028	23.3	67.2	23.8
2021-07-27 22:58:37:024	23.3	67.2	23.8
2021-07-27 22:58:38:024	23.3	67.2	23.8
2021-07-27 22:58:39:024	23.3	67.2	23.8
2021-07-27 22:58:40:023	23.3	67.2	23.9
2021-07-27 22:58:41:023	23.3	67.2	23.9
2021-07-27 22:58:42:023	23.3	67.2	23.9
2021-07-27 22:58:43:024	23.3	67.2	23.8
2021-07-27 22:58:44:024	23.3	67.1	23.8
2021-07-27 22:58:45:040	23.3	67.1	23.9
2021-07-27 22:58:46:024	23.3	67.1	23.9
2021-07-27 22:58:47:008	23.3	67.1	23.9
2021-07-27 22:58:48:023	23.3	67	23.9
2021-07-27 22:58:49:007	23.3	67	23.9
2021-07-27 22:58:50:023	23.3	67	23.9
2021-07-27 22:58:51:007	23.3	67	23.9
2021-07-27 22:58:52:022	23.3	66.9	23.9
2021-07-27 22:58:53:022	23.3	66.9	23.9
2021-07-27 22:58:54:022	23.3	66.9	23.9
2021-07-27 22:58:55:022	23.3	66.9	23.9
2021-07-27 22:58:56:021	23.3	66.8	23.9
2021-07-27 22:58:57:021	23.3	66.8	23.9
2021-07-27 22:58:58:021	23.3	66.7	23.9
2021-07-27 22:58:59:021	23.3	66.7	23.9
2021-07-27 22:59:00:020	23.3	66.6	23.9
2021-07-27 22:59:01:020	23.3	66.6	23.9
2021-07-27 22:59:02:020	23.3	66.5	23.9
2021-07-27 22:59:03:020	23.3	66.5	24
2021-07-27 22:59:04:019	23.3	66.4	23.9
2021-07-27 22:59:05:019	23.3	66.4	23.9
2021-07-27 22:59:06:019	23.3	66.4	24
2021-07-27 22:59:07:019	23.3	66.4	24
2021-07-27 22:59:08:018	23.4	66.4	23.9
2021-07-27 22:59:09:029	23.4	66.4	23.9
2021-07-27 22:59:10:028	23.3	66.4	23.9
2021-07-27 22:59:11:028	23.3	66.4	23.9
2021-07-27 22:59:12:028	23.3	66.4	24
2021-07-27 22:59:13:024	23.3	66.4	24
2021-07-27 22:59:14:024	23.3	66.4	23.9
2021-07-27 22:59:15:024	23.3	66.4	24
2021-07-27 23:58:38:690	23	54	23.1
2021-07-27 23:58:39:659	23	54	23.1
2021-07-27 23:58:40:658	23	54	23.1
2021-07-27 23:58:41:674	23	54	23.1
2021-07-27 23:58:42:689	23	54	23.1
2021-07-27 23:58:43:705	23	54	23.1
2021-07-27 23:58:44:704	23	54	23.1
2021-07-27 23:58:45:720	23	54	23.1
2021-07-27 23:58:46:720	23	54	23.1
2021-07-27 23:58:47:719	23	54	23.1
2021-07-27 23:58:48:719	23	54	23.1
2021-07-27 23:58:49:734	23	54	23.1
2021-07-27 23:58:50:734	23	54	23.1
2021-07-27 23:58:51:750	23	54	23.1
2021-07-27 23:58:52:765	23	54	23.1
2021-07-27 23:58:53:765	23	54	23.2
2021-07-27 23:58:54:780	23	54	23.2
2021-07-27 23:58:55:796	23	54	23.1
2021-07-27 23:58:56:811	23	54	23.1
2021-07-27 23:58:57:811	23	54	23.2
2021-07-27 23:58:58:811	23	54	23.1
2021-07-27 23:58:59:810	23	54	23.2
2021-07-27 23:59:00:826	23	54	23.2
2021-07-27 23:59:01:826	23	54	23.2
2021-07-27 23:59:03:185	23	54	23.2
2021-07-27 23:59:03:841	23	54	23.2
2021-07-27 23:59:04:841	23	54	23.2
2021-07-27 23:59:05:840	23	54	23.2
2021-07-27 23:59:06:840	23	54	23.2
2021-07-27 23:59:07:840	23	54	23.1
2021-07-27 23:59:08:840	23	53.9	23.1
2021-07-27 23:59:09:855	23	53.9	23.2
2021-07-27 23:59:10:855	23	53.9	23.2
2021-07-27 23:59:11:855	23	53.9	23.2
2021-07-27 23:59:12:854	23	53.9	23.2
2021-07-27 23:59:13:885	23	53.9	23.2
2021-07-27 23:59:14:885	23	53.9	23.2
2021-07-27 23:59:15:901	23	53.8	23.2
2021-07-27 23:59:16:916	23	53.8	23.2
2021-07-27 23:59:17:932	23	53.8	23.1
2021-07-27 23:59:18:931	23	53.8	23.1
2021-07-27 23:59:19:947	23	53.8	23.1
2021-07-27 23:59:20:962	23	53.8	23.1
2021-07-27 23:59:21:962	23	53.8	23.1
2021-07-27 23:59:22:962	23	53.8	23.1
2021-07-27 23:59:23:977	23	53.7	23.1
2021-07-27 23:59:24:962	23	53.7	23.1
2021-07-27 23:59:25:977	23	53.7	23.1
2021-07-27 23:59:26:977	23	53.7	23.1
2021-07-27 23:59:27:992	23	53.7	23.1
2021-07-27 23:59:28:977	23	53.7	23.1
2021-07-27 23:59:29:992	23	53.7	23.1
2021-07-27 23:59:30:976	23	53.7	23.1
2021-07-27 23:59:31:976	23	53.6	23.1
2021-07-27 23:59:32:976	23	53.6	23
2021-07-27 23:59:33:975	23	53.6	23.1
2021-07-27 23:59:34:975	23	53.6	23.1
2021-07-27 23:59:35:975	23	53.6	23.1
2021-07-27 23:59:36:975	23	53.6	23.1
2021-07-27 23:59:37:974	23	53.6	23.1
2021-07-27 23:59:38:974	23	53.6	23.1
2021-07-27 23:59:39:974	23	53.5	23.1
2021-07-27 23:59:40:974	23	53.5	23.1
2021-07-27 23:59:41:974	23	53.5	23.1
2021-07-27 23:59:42:973	23	53.5	23.1
2021-07-27 23:59:43:973	22.9	53.4	23.2
2021-07-27 23:59:44:973	22.9	53.4	23.2
2021-07-27 23:59:45:973	23	53.4	23.2
2021-07-27 23:59:46:972	23	53.4	23.2
2021-07-27 23:59:47:972	22.9	53.4	23.2
2021-07-27 23:59:48:972	22.9	53.4	23.2
2021-07-27 23:59:49:972	23	53.3	23.2
2021-07-27 23:59:50:971	23	53.3	23.2
2021-07-27 23:59:51:971	23	53.3	23.2
2021-07-27 23:59:52:971	23	53.3	23.2
2021-07-27 23:59:53:986	23	53.3	23.1
2021-07-27 23:59:55:002	23	53.3	23.1
2021-07-27 23:59:56:017	23	53.3	23.1
2021-07-27 23:59:57:033	23	53.3	23.1
2021-07-27 23:59:58:032	23	53.2	23.1
2021-07-27 23:59:59:048	23	53.2	23.1
