Wind Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 03월 16일 14:32:57


날짜/시간 	 배터리전압 	 태양광전압
2021-03-16 14:48:56:998	0	0
2021-03-16 14:48:57:013	0	0
2021-03-16 14:48:57:998	0	0
2021-03-16 14:48:58:013	0	0
2021-03-16 14:48:58:999	0	0
2021-03-16 14:48:59:015	0	0
2021-03-16 14:49:00:001	0	0
2021-03-16 14:49:00:016	0	0
2021-03-16 14:49:01:002	0	0
2021-03-16 14:49:01:018	0	0
2021-03-16 14:49:02:005	0	0
2021-03-16 14:49:02:018	0	0
2021-03-16 14:49:03:008	0	0
2021-03-16 14:49:03:020	0	0
2021-03-16 14:49:04:007	0	0
2021-03-16 14:49:04:022	0	0
2021-03-16 14:49:05:007	0	0
2021-03-16 14:49:05:023	0	0
2021-03-16 14:49:06:009	0	0
2021-03-16 14:49:06:024	0	0
2021-03-16 14:49:07:010	0	0
2021-03-16 14:49:07:026	0	0
2021-03-16 14:49:08:012	0	0
2021-03-16 14:49:08:029	0	0
2021-03-16 14:49:09:013	0	0
2021-03-16 14:49:09:030	0	0
2021-03-16 14:49:10:015	0	0
2021-03-16 14:49:10:030	0	0
2021-03-16 14:49:11:018	0	0
2021-03-16 14:49:11:033	0	0
2021-03-16 14:49:12:017	0	0
2021-03-16 14:49:12:033	0	0
2021-03-16 14:49:13:019	0	0
2021-03-16 14:49:13:034	0	0
2021-03-16 14:49:14:023	0	0
2021-03-16 14:49:14:036	0	0
2021-03-16 14:49:15:022	0	0
2021-03-16 14:49:15:038	0	0
2021-03-16 14:49:16:024	0	0
2021-03-16 14:49:16:038	0	0
2021-03-16 14:49:17:025	0	0
2021-03-16 14:49:17:039	0	0
2021-03-16 14:49:18:027	0	0
2021-03-16 14:49:18:042	0	0
2021-03-16 14:49:19:028	0	0
2021-03-16 14:49:19:043	0	0
2021-03-16 14:49:20:028	0	0
2021-03-16 14:49:20:045	0	0
2021-03-16 14:49:21:031	0	0
2021-03-16 14:49:21:046	0	0
2021-03-16 14:49:22:033	0	0
2021-03-16 14:49:22:049	0	0
2021-03-16 14:49:23:033	0	0
2021-03-16 14:49:23:049	0	0
2021-03-16 14:49:24:035	0	0
2021-03-16 14:49:24:051	0	0
2021-03-16 14:49:25:038	0	0
2021-03-16 14:49:25:052	0	0
2021-03-16 14:49:26:039	0	0
2021-03-16 14:49:26:054	0	0
2021-03-16 14:49:27:040	0	0
2021-03-16 14:49:27:054	0	0
2021-03-16 14:49:28:041	0	0
2021-03-16 14:49:28:057	0	0
2021-03-16 14:49:29:041	0	0
2021-03-16 14:49:29:057	0	0
2021-03-16 14:49:30:043	0	0
2021-03-16 14:49:30:059	0	0
2021-03-16 14:49:31:045	0	0
2021-03-16 14:49:31:059	0	0
2021-03-16 14:49:32:047	0	0
2021-03-16 14:49:32:064	0	0
2021-03-16 14:49:33:050	0	0
2021-03-16 14:49:33:062	0	0
2021-03-16 14:49:34:049	0	0
2021-03-16 14:49:34:064	0	0
2021-03-16 14:49:35:050	0	0
2021-03-16 14:49:35:064	0	0
2021-03-16 14:49:36:050	0	0
2021-03-16 14:49:36:067	0	0
2021-03-16 14:49:37:052	0	0
2021-03-16 14:49:37:068	0	0
2021-03-16 14:49:38:054	0	0
2021-03-16 14:49:38:070	0	0
2021-03-16 14:49:39:056	0	0
2021-03-16 14:49:39:070	0	0
2021-03-16 14:49:40:056	0	0
2021-03-16 14:49:40:072	0	0
2021-03-16 14:49:41:058	0	0
2021-03-16 14:49:41:072	0	0
2021-03-16 14:49:42:058	0	0
2021-03-16 14:49:42:074	0	0
2021-03-16 14:49:43:060	0	0
2021-03-16 14:49:43:076	0	0
2021-03-16 14:49:44:064	0	0
2021-03-16 14:49:44:076	0	0
2021-03-16 14:49:45:063	0	0
2021-03-16 14:49:45:079	0	0
2021-03-16 14:49:46:065	0	0
2021-03-16 14:49:46:085	0	0
2021-03-16 14:49:47:065	0	0
2021-03-16 14:49:47:081	0	0
2021-03-16 14:49:48:067	0	0
2021-03-16 14:49:48:081	0	0
2021-03-16 14:49:49:068	0	0
2021-03-16 14:49:49:083	0	0
2021-03-16 14:49:50:069	0	0
2021-03-16 14:49:50:085	0	0
2021-03-16 14:49:51:071	0	0
2021-03-16 14:49:51:086	0	0
2021-03-16 14:49:52:072	0	0
2021-03-16 14:49:52:090	0	0
2021-03-16 14:49:53:073	0	0
2021-03-16 14:49:53:089	0	0
2021-03-16 14:49:54:075	0	0
2021-03-16 14:49:54:090	0	0
2021-03-16 14:49:55:078	0	0
2021-03-16 14:49:55:092	0	0
2021-03-16 14:49:56:079	0	0
2021-03-16 14:49:56:094	0	0
2021-03-16 14:49:57:079	0	0
2021-03-16 14:49:57:094	0	0
2021-03-16 14:49:58:083	0	0
2021-03-16 14:49:58:098	0	0
2021-03-16 14:49:59:085	0	0
2021-03-16 14:49:59:098	0	0
2021-03-16 14:50:00:085	0	0
2021-03-16 14:50:00:099	0	0
2021-03-16 14:50:01:087	0	0
2021-03-16 14:50:01:101	0	0
2021-03-16 14:50:02:088	0	0
2021-03-16 14:50:02:102	0	0
2021-03-16 14:50:03:091	0	0
2021-03-16 14:50:03:104	0	0
2021-03-16 14:50:04:093	0	0
2021-03-16 14:50:04:106	0	0
2021-03-16 14:50:05:093	0	0
2021-03-16 14:50:05:107	0	0
2021-03-16 14:50:06:092	0	0
2021-03-16 14:50:06:107	0	0
2021-03-16 14:50:07:095	0	0
2021-03-16 14:50:07:110	0	0
2021-03-16 14:50:08:096	0	0
2021-03-16 14:50:08:111	0	0
2021-03-16 14:50:09:097	0	0
2021-03-16 14:50:09:112	0	0
2021-03-16 14:50:10:098	0	0
2021-03-16 14:50:10:114	0	0
2021-03-16 14:50:11:101	0	0
2021-03-16 14:50:11:119	0	0
2021-03-16 14:50:12:102	0	0
2021-03-16 14:50:12:117	0	0
2021-03-16 14:50:13:102	0	0
2021-03-16 14:50:13:120	0	0
2021-03-16 14:50:14:105	0	0
2021-03-16 14:50:14:119	0	0
2021-03-16 14:50:15:106	0	0
2021-03-16 14:50:15:121	0	0
2021-03-16 14:50:16:111	0	0
2021-03-16 14:50:16:124	0	0
2021-03-16 14:50:17:108	0	0
2021-03-16 14:50:17:127	0	0
2021-03-16 14:50:18:112	0	0
2021-03-16 14:50:18:131	0	0
2021-03-16 14:50:19:113	0	0
2021-03-16 14:50:19:128	0	0
2021-03-16 14:50:20:112	0	0
2021-03-16 14:50:20:130	0	0
2021-03-16 14:50:21:114	0	0
2021-03-16 14:50:21:129	0	0
2021-03-16 14:50:22:117	0	0
2021-03-16 14:50:22:131	0	0
2021-03-16 14:50:23:118	0	0
2021-03-16 14:50:23:133	0	0
2021-03-16 14:50:24:119	0	0
2021-03-16 14:50:24:135	0	0
2021-03-16 14:50:25:122	0	0
2021-03-16 14:50:25:135	0	0
2021-03-16 14:50:26:124	0	0
2021-03-16 14:50:26:137	0	0
2021-03-16 14:50:27:123	0	0
2021-03-16 14:50:27:139	0	0
2021-03-16 14:50:28:128	0	0
2021-03-16 14:50:28:141	0	0
2021-03-16 14:50:29:127	0	0
2021-03-16 14:50:29:142	0	0
2021-03-16 14:50:30:130	0	0
2021-03-16 14:50:30:143	0	0
2021-03-16 14:50:31:131	0	0
2021-03-16 14:50:31:146	0	0
2021-03-16 14:50:32:132	0	0
2021-03-16 14:50:32:146	0	0
2021-03-16 14:50:33:131	0	0
2021-03-16 14:50:33:149	0	0
2021-03-16 14:50:34:134	0	0
2021-03-16 14:50:34:150	0	0
2021-03-16 14:50:35:135	0	0
2021-03-16 14:50:35:151	0	0
2021-03-16 14:50:36:137	0	0
2021-03-16 14:50:36:152	0	0
2021-03-16 14:50:37:139	0	0
2021-03-16 14:50:37:153	0	0
2021-03-16 14:50:38:141	0	0
2021-03-16 14:50:38:155	0	0
2021-03-16 14:50:39:141	0	0
2021-03-16 14:50:39:158	0	0
2021-03-16 14:50:40:145	0	0
2021-03-16 14:50:40:157	0	0
2021-03-16 14:50:41:143	0	0
2021-03-16 14:50:41:159	0	0
2021-03-16 14:50:42:146	0	0
2021-03-16 14:50:42:160	0	0
2021-03-16 14:50:43:146	0	0
2021-03-16 14:50:43:163	0	0
2021-03-16 14:50:44:147	0	0
2021-03-16 14:50:44:162	0	0
2021-03-16 14:50:45:151	0	0
2021-03-16 14:50:45:164	0	0
2021-03-16 14:50:46:151	0	0
2021-03-16 14:50:46:166	0	0
2021-03-16 14:50:47:153	0	0
2021-03-16 14:50:47:173	0	0
2021-03-16 14:50:48:154	0	0
2021-03-16 14:50:48:169	0	0
2021-03-16 14:50:49:156	0	0
2021-03-16 14:50:49:170	0	0
2021-03-16 14:50:50:158	0	0
2021-03-16 14:50:50:173	0	0
2021-03-16 14:50:51:158	0	0
2021-03-16 14:50:51:173	0	0
2021-03-16 14:50:52:159	0	0
2021-03-16 14:50:52:177	0	0
2021-03-16 14:50:53:161	0	0
2021-03-16 14:50:53:175	0	0
2021-03-16 14:50:54:163	0	0
2021-03-16 14:50:54:177	0	0
2021-03-16 14:50:55:163	0	0
2021-03-16 14:50:55:179	0	0
2021-03-16 14:50:56:164	0	0
2021-03-16 14:50:56:180	0	0
2021-03-16 14:50:57:168	0	0
2021-03-16 14:50:57:181	0	0
2021-03-16 14:50:58:168	0	0
2021-03-16 14:50:58:184	0	0
2021-03-16 14:50:59:170	0	0
2021-03-16 14:50:59:185	0	0
2021-03-16 14:51:00:171	0	0
2021-03-16 14:51:00:185	0	0
2021-03-16 14:51:01:171	0	0
2021-03-16 14:51:01:187	0	0
2021-03-16 14:51:02:173	0	0
2021-03-16 14:51:02:191	0	0
2021-03-16 14:51:03:175	0	0
2021-03-16 14:51:03:190	0	0
2021-03-16 14:51:04:177	0	0
2021-03-16 14:51:04:193	0	0
2021-03-16 14:51:05:178	0	0
2021-03-16 14:51:05:193	0	0
2021-03-16 14:51:06:180	0	0
2021-03-16 14:51:06:194	0	0
2021-03-16 14:51:07:181	0	0
2021-03-16 14:51:07:195	0	0
2021-03-16 14:51:08:182	0	0
2021-03-16 14:51:08:197	0	0
2021-03-16 14:51:09:185	0	0
2021-03-16 14:51:09:199	0	0
2021-03-16 14:51:10:185	0	0
2021-03-16 14:51:10:200	0	0
2021-03-16 14:51:11:188	0	0
2021-03-16 14:51:11:202	0	0
2021-03-16 14:51:12:190	0	0
2021-03-16 14:51:12:204	0	0
2021-03-16 14:51:13:190	0	0
2021-03-16 14:51:13:207	0	0
2021-03-16 14:51:14:190	0	0
2021-03-16 14:51:14:207	0	0
2021-03-16 14:51:15:194	0	0
2021-03-16 14:51:15:210	0	0
2021-03-16 14:51:16:194	0	0
2021-03-16 14:51:16:209	0	0
2021-03-16 14:51:17:196	0	0
2021-03-16 14:51:17:211	0	0
2021-03-16 14:51:18:197	0	0
2021-03-16 14:51:18:214	0	0
2021-03-16 14:51:19:199	0	0
2021-03-16 14:51:19:214	0	0
2021-03-16 14:51:20:200	0	0
2021-03-16 14:51:20:215	0	0
2021-03-16 14:51:21:203	0	0
2021-03-16 14:51:21:218	0	0
2021-03-16 14:51:22:203	0	0
2021-03-16 14:51:22:220	0	0
2021-03-16 14:51:23:206	0	0
2021-03-16 14:51:23:221	0	0
2021-03-16 14:51:24:208	0	0
2021-03-16 14:51:24:223	0	0
2021-03-16 14:51:25:207	0	0
2021-03-16 14:51:25:223	0	0
2021-03-16 14:51:26:210	0	0
2021-03-16 14:51:26:224	0	0
2021-03-16 14:51:27:211	0	0
2021-03-16 14:51:27:226	0	0
2021-03-16 14:51:28:213	0	0
2021-03-16 14:51:28:228	0	0
2021-03-16 14:51:29:213	0	0
2021-03-16 14:51:29:230	0	0
2021-03-16 14:51:30:216	0	0
2021-03-16 14:51:30:230	0	0
2021-03-16 14:51:31:219	0	0
2021-03-16 14:51:31:233	0	0
2021-03-16 14:51:32:218	0	0
2021-03-16 14:51:32:235	0	0
2021-03-16 14:51:33:220	0	0
2021-03-16 14:51:33:235	0	0
2021-03-16 14:51:34:221	0	0
2021-03-16 14:51:34:238	0	0
2021-03-16 14:51:35:226	0	0
2021-03-16 14:51:35:238	0	0
2021-03-16 14:51:36:224	0	0
2021-03-16 14:51:36:240	0	0
2021-03-16 14:51:37:226	0	0
2021-03-16 14:51:37:241	0	0
2021-03-16 14:51:38:228	0	0
2021-03-16 14:51:38:242	0	0
2021-03-16 14:51:39:229	0	0
2021-03-16 14:51:39:244	0	0
2021-03-16 14:51:40:231	0	0
2021-03-16 14:51:40:246	0	0
2021-03-16 14:51:41:233	0	0
2021-03-16 14:51:41:247	0	0
2021-03-16 14:51:42:236	0	0
2021-03-16 14:51:42:248	0	0
2021-03-16 14:51:43:234	0	0
2021-03-16 14:51:43:251	0	0
2021-03-16 14:51:44:237	0	0
2021-03-16 14:51:44:253	0	0
2021-03-16 14:51:45:240	0	0
2021-03-16 14:51:45:254	0	0
2021-03-16 14:51:46:240	0	0
2021-03-16 14:51:46:256	0	0
2021-03-16 14:51:47:242	0	0
2021-03-16 14:51:47:257	0	0
2021-03-16 14:51:48:244	0	0
2021-03-16 14:51:48:259	0	0
2021-03-16 14:51:49:244	0	0
2021-03-16 14:51:49:261	0	0
2021-03-16 14:51:50:246	0	0
2021-03-16 14:51:50:261	0	0
2021-03-16 14:51:51:251	0	0
2021-03-16 14:51:51:264	0	0
2021-03-16 14:51:52:250	0	0
2021-03-16 14:51:52:264	0	0
2021-03-16 14:51:53:251	0	0
2021-03-16 14:51:53:266	0	0
2021-03-16 14:51:54:251	0	0
2021-03-16 14:51:54:268	0	0
2021-03-16 14:51:55:254	0	0
2021-03-16 14:51:55:269	0	0
2021-03-16 14:51:56:256	0	0
2021-03-16 14:51:56:270	0	0
2021-03-16 14:51:57:256	0	0
2021-03-16 14:51:57:272	0	0
2021-03-16 14:51:58:260	0	0
2021-03-16 14:51:58:274	0	0
2021-03-16 14:51:59:261	0	0
2021-03-16 14:51:59:275	0	0
2021-03-16 14:52:00:262	0	0
2021-03-16 14:52:00:277	0	0
2021-03-16 14:52:01:262	0	0
2021-03-16 14:52:01:278	0	0
2021-03-16 14:52:02:265	0	0
2021-03-16 14:52:02:279	0	0
2021-03-16 14:52:03:268	0	0
2021-03-16 14:52:03:281	0	0
2021-03-16 14:52:04:267	0	0
2021-03-16 14:52:04:283	0	0
2021-03-16 14:52:05:268	0	0
2021-03-16 14:52:05:284	0	0
2021-03-16 14:52:06:271	0	0
2021-03-16 14:52:06:285	0	0
2021-03-16 14:52:07:271	0	0
2021-03-16 14:52:07:289	0	0
2021-03-16 14:52:08:275	0	0
2021-03-16 14:52:08:289	0	0
2021-03-16 14:52:09:275	0	0
2021-03-16 14:52:09:291	0	0
2021-03-16 14:52:10:276	0	0
2021-03-16 14:52:10:291	0	0
2021-03-16 14:52:11:277	0	0
2021-03-16 14:52:11:293	0	0
2021-03-16 14:52:12:279	0	0
2021-03-16 14:52:12:296	0	0
2021-03-16 14:52:13:281	0	0
2021-03-16 14:52:13:295	0	0
2021-03-16 14:52:14:281	0	0
2021-03-16 14:52:14:298	0	0
2021-03-16 14:52:15:282	0	0
2021-03-16 14:52:15:297	0	0
2021-03-16 14:52:16:283	0	0
2021-03-16 14:52:16:301	0	0
2021-03-16 14:52:17:286	0	0
2021-03-16 14:52:17:300	0	0
2021-03-16 14:52:18:286	0	0
2021-03-16 14:52:18:305	0	0
2021-03-16 14:52:19:287	0	0
2021-03-16 14:52:19:302	0	0
2021-03-16 14:52:20:289	0	0
2021-03-16 14:52:20:305	0	0
2021-03-16 14:52:21:289	0	0
2021-03-16 14:52:21:306	0	0
2021-03-16 14:52:22:291	0	0
2021-03-16 14:52:22:309	0	0
2021-03-16 14:52:23:293	0	0
2021-03-16 14:52:23:307	0	0
2021-03-16 14:52:24:294	0	0
2021-03-16 14:52:24:308	0	0
2021-03-16 14:52:25:294	0	0
2021-03-16 14:52:25:311	0	0
2021-03-16 14:52:26:296	0	0
2021-03-16 14:52:26:311	0	0
2021-03-16 14:52:27:298	0	0
2021-03-16 14:52:27:312	0	0
2021-03-16 14:52:28:300	0	0
2021-03-16 14:52:28:313	0	0
2021-03-16 14:52:29:299	0	0
2021-03-16 14:52:29:315	0	0
2021-03-16 14:52:30:300	0	0
2021-03-16 14:52:30:315	0	0
2021-03-16 14:52:31:301	0	0
2021-03-16 14:52:31:315	0	0
2021-03-16 14:52:32:302	0	0
2021-03-16 14:52:32:319	0	0
2021-03-16 14:58:38:779	0	0
2021-03-16 14:58:38:794	0	0
2021-03-16 14:58:39:781	0	0
2021-03-16 14:58:39:797	0	0
2021-03-16 14:58:40:836	0	0
2021-03-16 14:58:42:102	0	0
2021-03-16 14:58:42:783	0	0
2021-03-16 14:58:42:801	0	0
2021-03-16 14:58:43:784	0	0
2021-03-16 14:58:43:802	0	0
2021-03-16 14:58:44:786	0	0
2021-03-16 14:58:44:802	0	0
2021-03-16 14:58:45:788	0	0
2021-03-16 14:58:45:802	0	0
2021-03-16 14:58:46:788	0	0
2021-03-16 14:58:46:804	0	0
2021-03-16 14:58:47:790	0	0
2021-03-16 14:58:47:805	0	0
2021-03-16 14:58:48:884	0	0
2021-03-16 14:58:49:793	0	0
2021-03-16 14:58:49:808	0	0
2021-03-16 14:58:50:797	0	0
2021-03-16 14:58:50:809	0	0
2021-03-16 14:58:51:798	0	0
2021-03-16 14:58:51:811	0	0
2021-03-16 14:58:52:801	0	0
2021-03-16 14:58:52:813	0	0
2021-03-16 14:58:53:801	0	0
2021-03-16 14:58:53:813	0	0
2021-03-16 14:59:53:892	0	0
2021-03-16 14:59:53:901	0	0
2021-03-16 14:59:54:886	0	0
2021-03-16 14:59:54:901	0	0
2021-03-16 14:59:55:886	0	0
2021-03-16 14:59:55:902	0	0
2021-03-16 14:59:56:888	0	0
2021-03-16 14:59:56:902	0	0
2021-03-16 14:59:57:890	0	0
2021-03-16 14:59:57:904	0	0
2021-03-16 14:59:58:893	0	0
2021-03-16 14:59:58:905	0	0
2021-03-16 14:59:59:892	0	0
2021-03-16 14:59:59:907	0	0
2021-03-16 15:00:00:895	0	0
2021-03-16 15:00:00:908	0	0
2021-03-16 15:00:01:896	0	0
2021-03-16 15:00:01:910	0	0
2021-03-16 15:00:02:896	0	0
2021-03-16 15:00:02:916	0	0
2021-03-16 15:00:03:898	0	0
2021-03-16 15:00:03:912	0	0
2021-03-16 15:00:04:899	0	0
2021-03-16 15:00:04:916	0	0
2021-03-16 15:00:05:899	0	0
2021-03-16 15:00:05:915	0	0
2021-03-16 15:00:06:902	0	0
2021-03-16 15:00:06:916	0	0
2021-03-16 15:00:07:905	0	0
2021-03-16 15:00:07:917	0	0
2021-03-16 15:00:08:906	0	0
2021-03-16 15:00:08:919	0	0
2021-03-16 15:00:09:906	0	0
2021-03-16 15:00:09:920	0	0
2021-03-16 15:00:10:906	0	0
2021-03-16 15:00:10:921	0	0
2021-03-16 15:00:11:908	0	0
2021-03-16 15:00:11:923	0	0
2021-03-16 15:00:12:909	0	0
2021-03-16 15:00:12:924	0	0
2021-03-16 15:00:13:911	0	0
2021-03-16 15:00:13:929	0	0
2021-03-16 15:00:14:912	0	0
2021-03-16 15:00:14:929	0	0
2021-03-16 15:00:15:913	0	0
2021-03-16 15:00:15:929	0	0
2021-03-16 15:00:16:915	0	0
2021-03-16 15:00:16:932	0	0
2021-03-16 15:00:17:916	0	0
2021-03-16 15:00:17:933	0	0
2021-03-16 15:00:18:919	0	0
2021-03-16 15:00:18:933	0	0
2021-03-16 15:00:19:919	0	0
2021-03-16 15:00:19:935	0	0
2021-03-16 15:00:20:920	0	0
2021-03-16 15:00:20:936	0	0
2021-03-16 15:00:21:921	0	0
2021-03-16 15:00:21:939	0	0
2021-03-16 15:00:22:926	0	0
2021-03-16 15:00:22:939	0	0
2021-03-16 15:00:23:927	0	0
2021-03-16 15:00:23:940	0	0
2021-03-16 15:00:24:929	0	0
2021-03-16 15:00:24:941	0	0
2021-03-16 15:00:25:928	0	0
2021-03-16 15:00:25:947	0	0
2021-03-16 15:00:26:929	0	0
2021-03-16 15:00:26:945	0	0
2021-03-16 15:00:27:930	0	0
2021-03-16 15:00:27:946	0	0
2021-03-16 15:00:28:933	0	0
2021-03-16 15:00:28:948	0	0
2021-03-16 15:00:29:933	0	0
2021-03-16 15:00:29:949	0	0
2021-03-16 15:00:30:936	0	0
2021-03-16 15:00:30:953	0	0
2021-03-16 15:00:31:937	0	0
2021-03-16 15:00:31:953	0	0
2021-03-16 15:00:32:937	0	0
2021-03-16 15:00:32:954	0	0
2021-03-16 15:00:55:585	0	0
2021-03-16 15:00:57:081	0	0
2021-03-16 15:00:59:019	0	0
2021-03-16 15:02:58:631	0	0
2021-03-16 15:28:23:695	0	0
2021-03-16 15:28:23:706	0	0
2021-03-16 15:28:24:086	0	0
2021-03-16 15:28:24:102	0	0
2021-03-16 15:28:25:086	0	0
2021-03-16 15:28:25:102	0	0
2021-03-16 15:28:26:089	0	0
2021-03-16 15:28:26:102	0	0
2021-03-16 15:28:27:089	0	0
2021-03-16 15:28:27:104	0	0
2021-03-16 15:28:28:092	0	0
2021-03-16 15:28:28:105	0	0
2021-03-16 15:28:29:091	0	0
2021-03-16 15:28:29:107	0	0
2021-03-16 15:28:30:093	0	0
2021-03-16 15:28:30:108	0	0
2021-03-16 15:28:31:095	0	0
2021-03-16 15:28:31:113	0	0
2021-03-16 15:28:32:095	0	0
2021-03-16 15:28:32:110	0	0
2021-03-16 15:28:33:096	0	0
2021-03-16 15:28:33:112	0	0
2021-03-16 15:28:34:098	0	0
2021-03-16 15:28:34:112	0	0
2021-03-16 15:28:35:099	0	0
2021-03-16 15:28:35:113	0	0
2021-03-16 15:28:36:099	0	0
2021-03-16 15:28:36:114	0	0
2021-03-16 15:28:37:102	0	0
2021-03-16 15:28:37:116	0	0
2021-03-16 15:28:38:102	0	0
2021-03-16 15:28:38:117	0	0
2021-03-16 15:28:39:103	0	0
2021-03-16 15:28:39:118	0	0
2021-03-16 15:28:40:107	0	0
2021-03-16 15:28:40:119	0	0
2021-03-16 15:28:41:106	0	0
2021-03-16 15:28:41:126	0	0
2021-03-16 15:28:42:107	0	0
2021-03-16 15:28:42:121	0	0
2021-03-16 15:28:43:107	0	0
2021-03-16 15:28:43:122	0	0
2021-03-16 15:28:44:109	0	0
2021-03-16 15:28:44:124	0	0
2021-03-16 15:28:45:109	0	0
2021-03-16 15:28:45:124	0	0
2021-03-16 15:28:46:111	0	0
2021-03-16 15:28:46:126	0	0
2021-03-16 15:28:47:113	0	0
2021-03-16 15:28:47:133	0	0
2021-03-16 15:28:48:112	0	0
2021-03-16 15:28:48:128	0	0
2021-03-16 15:28:49:114	0	0
2021-03-16 15:28:49:129	0	0
2021-03-16 15:28:50:116	0	0
2021-03-16 15:28:50:130	0	0
2021-03-16 15:28:51:117	0	0
2021-03-16 15:28:51:131	0	0
2021-03-16 15:28:52:119	0	0
2021-03-16 15:28:52:132	0	0
2021-03-16 15:28:53:121	0	0
2021-03-16 15:28:53:137	0	0
2021-03-16 15:28:54:119	0	0
2021-03-16 15:28:54:135	0	0
2021-03-16 15:28:55:122	0	0
2021-03-16 15:28:55:136	0	0
2021-03-16 15:28:56:124	0	0
2021-03-16 15:28:56:137	0	0
2021-03-16 15:28:57:123	0	0
2021-03-16 15:28:57:139	0	0
2021-03-16 15:28:58:125	0	0
2021-03-16 15:28:58:140	0	0
2021-03-16 15:28:59:125	0	0
2021-03-16 15:28:59:140	0	0
2021-03-16 15:29:00:129	0	0
2021-03-16 15:29:00:141	0	0
2021-03-16 15:29:01:129	0	0
2021-03-16 15:29:01:148	0	0
2021-03-16 15:29:02:130	0	0
2021-03-16 15:29:02:149	0	0
2021-03-16 15:29:03:130	0	0
2021-03-16 15:29:03:146	0	0
2021-03-16 15:29:04:132	0	0
2021-03-16 15:29:04:149	0	0
2021-03-16 15:29:05:132	0	0
2021-03-16 15:29:05:147	0	0
2021-03-16 15:29:06:224	0	0
2021-03-16 15:29:06:243	0	0
2021-03-16 15:29:07:135	0	0
2021-03-16 15:29:07:150	0	0
2021-03-16 15:29:08:137	0	0
2021-03-16 15:29:08:151	0	0
2021-03-16 15:29:09:138	0	0
2021-03-16 15:29:09:153	0	0
2021-03-16 15:29:10:138	0	0
2021-03-16 15:29:10:154	0	0
2021-03-16 15:29:11:142	0	0
2021-03-16 15:29:11:155	0	0
2021-03-16 15:29:12:142	0	0
2021-03-16 15:29:12:162	0	0
2021-03-16 15:29:13:143	0	0
2021-03-16 15:29:13:158	0	0
2021-03-16 15:29:14:144	0	0
2021-03-16 15:29:14:158	0	0
2021-03-16 15:29:15:144	0	0
2021-03-16 15:29:15:160	0	0
2021-03-16 15:29:16:147	0	0
2021-03-16 15:29:16:160	0	0
2021-03-16 15:29:17:149	0	0
2021-03-16 15:29:17:163	0	0
2021-03-16 15:29:18:149	0	0
2021-03-16 15:29:18:163	0	0
2021-03-16 15:29:19:152	0	0
2021-03-16 15:29:19:165	0	0
2021-03-16 15:29:20:151	0	0
2021-03-16 15:29:20:166	0	0
2021-03-16 15:29:21:153	0	0
2021-03-16 15:29:21:166	0	0
2021-03-16 15:29:22:154	0	0
2021-03-16 15:29:22:169	0	0
2021-03-16 15:29:23:156	0	0
2021-03-16 15:29:23:171	0	0
2021-03-16 15:29:24:157	0	0
2021-03-16 15:29:24:171	0	0
2021-03-16 15:29:25:157	0	0
2021-03-16 15:29:25:172	0	0
2021-03-16 15:29:26:157	0	0
2021-03-16 15:29:26:173	0	0
2021-03-16 15:29:27:161	0	0
2021-03-16 15:29:27:174	0	0
2021-03-16 15:29:28:160	0	0
2021-03-16 15:29:28:176	0	0
2021-03-16 15:29:29:163	0	0
2021-03-16 15:29:29:177	0	0
2021-03-16 15:29:30:164	0	0
2021-03-16 15:29:30:179	0	0
2021-03-16 15:29:31:167	0	0
2021-03-16 15:29:31:181	0	0
2021-03-16 15:29:32:167	0	0
2021-03-16 15:29:32:182	0	0
2021-03-16 15:29:33:171	0	0
2021-03-16 15:29:33:183	0	0
2021-03-16 15:29:34:170	0	0
2021-03-16 15:29:34:184	0	0
2021-03-16 15:29:35:171	0	0
2021-03-16 15:29:35:186	0	0
2021-03-16 15:29:36:172	0	0
2021-03-16 15:29:36:187	0	0
2021-03-16 15:29:37:174	0	0
2021-03-16 15:29:37:190	0	0
2021-03-16 15:29:38:175	0	0
2021-03-16 15:29:38:194	0	0
2021-03-16 15:29:39:175	0	0
2021-03-16 15:29:39:191	0	0
2021-03-16 15:29:40:177	0	0
2021-03-16 15:29:40:192	0	0
2021-03-16 15:29:41:177	0	0
2021-03-16 15:29:41:193	0	0
2021-03-16 15:29:42:180	0	0
2021-03-16 15:29:42:199	0	0
2021-03-16 15:29:43:183	0	0
2021-03-16 15:29:43:201	0	0
2021-03-16 15:29:44:183	0	0
2021-03-16 15:29:44:197	0	0
2021-03-16 15:29:45:184	0	0
2021-03-16 15:29:45:199	0	0
2021-03-16 15:29:46:186	0	0
2021-03-16 15:29:46:200	0	0
2021-03-16 15:29:47:187	0	0
2021-03-16 15:29:47:201	0	0
2021-03-16 15:29:48:188	0	0
2021-03-16 15:29:48:202	0	0
2021-03-16 15:29:49:188	0	0
2021-03-16 15:29:49:205	0	0
2021-03-16 15:29:50:189	0	0
2021-03-16 15:29:50:207	0	0
2021-03-16 15:29:51:192	0	0
2021-03-16 15:29:51:206	0	0
2021-03-16 15:29:52:195	0	0
2021-03-16 15:29:52:208	0	0
2021-03-16 15:29:53:194	0	0
2021-03-16 15:29:53:208	0	0
2021-03-16 15:29:54:196	0	0
2021-03-16 15:29:54:210	0	0
2021-03-16 15:29:55:197	0	0
2021-03-16 15:29:55:211	0	0
2021-03-16 15:29:56:198	0	0
