Wind Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 03월 16일 14:32:57


날짜/시간 	 배터리전압 	 태양광전압
2021-03-16 15:29:56:214	0	0
2021-03-16 15:29:57:200	0	0
2021-03-16 15:29:57:214	0	0
2021-03-16 15:29:58:200	0	0
2021-03-16 15:29:58:216	0	0
2021-03-16 15:29:59:204	0	0
2021-03-16 15:29:59:217	0	0
2021-03-16 15:30:00:204	0	0
2021-03-16 15:30:00:218	0	0
2021-03-16 15:30:01:206	0	0
2021-03-16 15:30:01:220	0	0
2021-03-16 15:30:02:207	0	0
2021-03-16 15:30:02:220	0	0
2021-03-16 15:30:03:208	0	0
2021-03-16 15:30:03:226	0	0
2021-03-16 15:30:04:208	0	0
2021-03-16 15:30:04:225	0	0
2021-03-16 15:30:05:209	0	0
2021-03-16 15:30:05:225	0	0
2021-03-16 15:30:06:211	0	0
2021-03-16 15:30:06:226	0	0
2021-03-16 15:30:07:214	0	0
2021-03-16 15:30:07:228	0	0
2021-03-16 15:30:08:213	0	0
2021-03-16 15:30:08:229	0	0
2021-03-16 15:30:09:215	0	0
2021-03-16 15:30:09:230	0	0
2021-03-16 15:30:10:218	0	0
2021-03-16 15:30:10:236	0	0
2021-03-16 15:30:11:218	0	0
2021-03-16 15:30:11:233	0	0
2021-03-16 15:30:12:218	0	0
2021-03-16 15:30:12:234	0	0
2021-03-16 15:30:13:221	0	0
2021-03-16 15:30:13:237	0	0
2021-03-16 15:30:14:223	0	0
2021-03-16 15:30:14:237	0	0
2021-03-16 15:30:15:224	0	0
2021-03-16 15:30:15:238	0	0
2021-03-16 15:30:16:224	0	0
2021-03-16 15:30:16:240	0	0
2021-03-16 15:30:17:226	0	0
2021-03-16 15:30:17:241	0	0
2021-03-16 15:30:18:228	0	0
2021-03-16 15:30:18:243	0	0
2021-03-16 15:30:19:231	0	0
2021-03-16 15:30:19:244	0	0
2021-03-16 15:30:20:231	0	0
2021-03-16 15:30:20:246	0	0
2021-03-16 15:30:21:232	0	0
2021-03-16 15:30:21:246	0	0
2021-03-16 15:30:22:232	0	0
2021-03-16 15:30:22:248	0	0
2021-03-16 15:30:23:234	0	0
2021-03-16 15:30:23:250	0	0
2021-03-16 15:30:24:236	0	0
2021-03-16 15:30:24:251	0	0
2021-03-16 15:30:25:237	0	0
2021-03-16 15:30:25:254	0	0
2021-03-16 15:30:26:239	0	0
2021-03-16 15:30:26:253	0	0
2021-03-16 15:30:27:240	0	0
2021-03-16 15:30:27:260	0	0
2021-03-16 15:30:28:242	0	0
2021-03-16 15:30:28:261	0	0
2021-03-16 15:30:29:243	0	0
2021-03-16 15:30:29:258	0	0
2021-03-16 15:30:30:245	0	0
2021-03-16 15:30:30:264	0	0
2021-03-16 15:30:31:244	0	0
2021-03-16 15:30:31:261	0	0
2021-03-16 15:30:32:248	0	0
2021-03-16 15:30:32:261	0	0
2021-03-16 15:30:33:248	0	0
2021-03-16 15:30:33:263	0	0
2021-03-16 15:30:34:252	0	0
2021-03-16 15:30:34:264	0	0
2021-03-16 15:30:35:252	0	0
2021-03-16 15:30:35:270	0	0
2021-03-16 15:30:36:251	0	0
2021-03-16 15:30:36:267	0	0
2021-03-16 15:30:37:253	0	0
2021-03-16 15:30:37:271	0	0
2021-03-16 15:30:38:256	0	0
2021-03-16 15:30:38:269	0	0
2021-03-16 15:30:39:257	0	0
2021-03-16 15:30:39:272	0	0
2021-03-16 15:30:40:257	0	0
2021-03-16 15:30:40:273	0	0
2021-03-16 15:30:41:261	0	0
2021-03-16 15:30:41:274	0	0
2021-03-16 15:30:42:261	0	0
2021-03-16 15:30:42:276	0	0
2021-03-16 15:30:43:263	0	0
2021-03-16 15:30:43:277	0	0
2021-03-16 15:30:44:265	0	0
2021-03-16 15:30:44:279	0	0
2021-03-16 15:30:45:266	0	0
2021-03-16 15:30:45:280	0	0
2021-03-16 15:30:46:265	0	0
2021-03-16 15:30:46:280	0	0
2021-03-16 15:30:47:268	0	0
2021-03-16 15:30:47:283	0	0
2021-03-16 15:30:48:270	0	0
2021-03-16 15:30:48:284	0	0
2021-03-16 15:30:49:270	0	0
2021-03-16 15:30:49:285	0	0
2021-03-16 15:30:50:273	0	0
2021-03-16 15:30:50:288	0	0
2021-03-16 15:30:51:274	0	0
2021-03-16 15:30:51:288	0	0
2021-03-16 15:30:52:275	0	0
2021-03-16 15:30:52:290	0	0
2021-03-16 15:30:53:277	0	0
2021-03-16 15:30:53:292	0	0
2021-03-16 15:30:54:277	0	0
2021-03-16 15:30:54:293	0	0
2021-03-16 15:30:55:279	0	0
2021-03-16 15:30:55:294	0	0
2021-03-16 15:30:56:283	0	0
2021-03-16 15:30:56:296	0	0
2021-03-16 15:30:57:282	0	0
2021-03-16 15:30:57:297	0	0
2021-03-16 15:30:58:283	0	0
2021-03-16 15:30:58:298	0	0
2021-03-16 15:30:59:285	0	0
2021-03-16 15:30:59:299	0	0
2021-03-16 15:31:00:286	0	0
2021-03-16 15:31:00:302	0	0
2021-03-16 15:31:01:287	0	0
2021-03-16 15:31:01:302	0	0
2021-03-16 15:31:02:288	0	0
2021-03-16 15:31:02:304	0	0
2021-03-16 15:31:03:292	0	0
2021-03-16 15:31:03:305	0	0
2021-03-16 15:31:04:292	0	0
2021-03-16 15:31:04:306	0	0
2021-03-16 15:31:05:294	0	0
2021-03-16 15:31:05:309	0	0
2021-03-16 15:31:06:293	0	0
2021-03-16 15:31:06:309	0	0
2021-03-16 15:31:07:296	0	0
2021-03-16 15:31:07:310	0	0
2021-03-16 15:31:08:297	0	0
2021-03-16 15:31:08:313	0	0
2021-03-16 15:31:09:299	0	0
2021-03-16 15:31:09:313	0	0
2021-03-16 15:31:10:301	0	0
2021-03-16 15:31:10:315	0	0
2021-03-16 15:31:11:302	0	0
2021-03-16 15:31:11:319	0	0
2021-03-16 15:31:12:302	0	0
2021-03-16 15:31:12:318	0	0
2021-03-16 15:31:13:305	0	0
2021-03-16 15:31:13:319	0	0
2021-03-16 15:31:14:306	0	0
2021-03-16 15:31:14:320	0	0
2021-03-16 15:31:15:308	0	0
2021-03-16 15:31:15:322	0	0
2021-03-16 15:31:16:309	0	0
2021-03-16 15:31:16:329	0	0
2021-03-16 15:31:17:311	0	0
2021-03-16 15:31:17:325	0	0
2021-03-16 15:31:18:311	0	0
2021-03-16 15:31:18:325	0	0
2021-03-16 15:31:19:311	0	0
2021-03-16 15:31:19:327	0	0
2021-03-16 15:31:20:313	0	0
2021-03-16 15:31:20:328	0	0
2021-03-16 15:31:21:315	0	0
2021-03-16 15:31:21:329	0	0
2021-03-16 15:31:22:317	0	0
2021-03-16 15:31:22:333	0	0
2021-03-16 15:31:23:318	0	0
2021-03-16 15:31:23:337	0	0
2021-03-16 15:31:24:319	0	0
2021-03-16 15:31:24:334	0	0
2021-03-16 15:31:25:320	0	0
2021-03-16 15:31:25:337	0	0
2021-03-16 15:31:26:321	0	0
2021-03-16 15:31:26:335	0	0
2021-03-16 15:31:27:321	0	0
2021-03-16 15:31:27:337	0	0
2021-03-16 15:31:28:325	0	0
2021-03-16 15:31:28:338	0	0
2021-03-16 15:31:29:325	0	0
2021-03-16 15:31:29:340	0	0
2021-03-16 15:31:30:326	0	0
2021-03-16 15:31:30:340	0	0
2021-03-16 15:31:31:327	0	0
2021-03-16 15:31:31:343	0	0
2021-03-16 15:31:32:329	0	0
2021-03-16 15:31:32:343	0	0
2021-03-16 15:31:33:331	0	0
2021-03-16 15:31:33:346	0	0
2021-03-16 15:31:34:331	0	0
2021-03-16 15:31:34:346	0	0
2021-03-16 15:31:35:331	0	0
2021-03-16 15:31:35:346	0	0
2021-03-16 15:31:36:333	0	0
2021-03-16 15:31:36:349	0	0
2021-03-16 15:31:37:337	0	0
2021-03-16 15:31:37:356	0	0
2021-03-16 15:31:38:337	0	0
2021-03-16 15:31:38:354	0	0
2021-03-16 15:31:39:337	0	0
2021-03-16 15:31:39:352	0	0
2021-03-16 15:31:40:339	0	0
2021-03-16 15:31:40:353	0	0
2021-03-16 15:31:41:339	0	0
2021-03-16 15:31:41:355	0	0
2021-03-16 15:31:42:342	0	0
2021-03-16 15:31:42:357	0	0
2021-03-16 15:31:43:342	0	0
2021-03-16 15:31:43:358	0	0
2021-03-16 15:31:44:344	0	0
2021-03-16 15:31:44:361	0	0
2021-03-16 15:31:45:345	0	0
2021-03-16 15:31:45:360	0	0
2021-03-16 15:31:46:347	0	0
2021-03-16 15:31:46:363	0	0
2021-03-16 15:31:47:350	0	0
2021-03-16 15:31:47:364	0	0
2021-03-16 15:31:48:350	0	0
2021-03-16 15:31:48:365	0	0
2021-03-16 15:31:49:350	0	0
2021-03-16 15:31:49:365	0	0
2021-03-16 15:31:50:352	0	0
2021-03-16 15:31:50:366	0	0
2021-03-16 15:31:51:354	0	0
2021-03-16 15:31:51:368	0	0
2021-03-16 15:31:52:354	0	0
2021-03-16 15:31:52:370	0	0
2021-03-16 15:31:53:356	0	0
2021-03-16 15:31:53:370	0	0
2021-03-16 15:31:54:357	0	0
2021-03-16 15:31:54:372	0	0
2021-03-16 15:31:55:360	0	0
2021-03-16 15:31:55:374	0	0
2021-03-16 15:31:56:359	0	0
2021-03-16 15:31:56:374	0	0
2021-03-16 15:31:57:361	0	0
2021-03-16 15:31:57:376	0	0
2021-03-16 15:31:58:364	0	0
2021-03-16 15:31:58:381	0	0
2021-03-16 15:31:59:365	0	0
2021-03-16 15:31:59:378	0	0
2021-03-16 15:32:00:365	0	0
2021-03-16 15:32:00:380	0	0
2021-03-16 15:32:01:367	0	0
2021-03-16 15:32:01:385	0	0
2021-03-16 15:32:02:369	0	0
2021-03-16 15:32:02:382	0	0
2021-03-16 15:32:03:369	0	0
2021-03-16 15:32:03:384	0	0
2021-03-16 15:32:04:370	0	0
2021-03-16 15:32:04:385	0	0
2021-03-16 15:32:05:372	0	0
2021-03-16 15:32:05:387	0	0
2021-03-16 15:32:06:374	0	0
2021-03-16 15:32:06:389	0	0
2021-03-16 15:32:07:374	0	0
2021-03-16 15:32:07:389	0	0
2021-03-16 15:32:08:377	0	0
2021-03-16 15:32:08:395	0	0
2021-03-16 15:32:09:379	0	0
2021-03-16 15:32:09:395	0	0
2021-03-16 15:32:10:378	0	0
2021-03-16 15:32:10:394	0	0
2021-03-16 15:32:11:380	0	0
2021-03-16 15:32:11:395	0	0
2021-03-16 15:32:12:381	0	0
2021-03-16 15:32:12:397	0	0
2021-03-16 15:32:13:384	0	0
2021-03-16 15:32:13:404	0	0
2021-03-16 15:32:14:385	0	0
2021-03-16 15:32:14:400	0	0
2021-03-16 15:32:15:385	0	0
2021-03-16 15:32:15:400	0	0
2021-03-16 15:32:16:388	0	0
2021-03-16 15:32:16:401	0	0
2021-03-16 15:32:17:389	0	0
2021-03-16 15:32:17:403	0	0
2021-03-16 15:32:18:390	0	0
2021-03-16 15:32:18:404	0	0
2021-03-16 15:32:19:391	0	0
2021-03-16 15:32:19:409	0	0
2021-03-16 15:32:20:392	0	0
2021-03-16 15:32:20:407	0	0
2021-03-16 15:32:21:395	0	0
2021-03-16 15:32:21:408	0	0
2021-03-16 15:32:22:395	0	0
2021-03-16 15:32:22:409	0	0
2021-03-16 15:32:23:397	0	0
2021-03-16 15:32:23:411	0	0
2021-03-16 15:32:24:396	0	0
2021-03-16 15:32:24:412	0	0
2021-03-16 15:32:25:400	0	0
2021-03-16 15:32:25:413	0	0
2021-03-16 15:32:26:400	0	0
2021-03-16 15:32:26:414	0	0
2021-03-16 15:32:27:401	0	0
2021-03-16 15:32:27:416	0	0
2021-03-16 15:32:28:403	0	0
2021-03-16 15:32:28:418	0	0
2021-03-16 15:32:29:404	0	0
2021-03-16 15:32:29:418	0	0
2021-03-16 15:32:30:406	0	0
2021-03-16 15:32:30:421	0	0
2021-03-16 15:32:31:407	0	0
2021-03-16 15:32:31:421	0	0
2021-03-16 15:32:32:409	0	0
2021-03-16 15:32:32:424	0	0
2021-03-16 15:32:33:410	0	0
2021-03-16 15:32:33:424	0	0
2021-03-16 15:32:34:412	0	0
2021-03-16 15:32:34:427	0	0
2021-03-16 15:32:35:414	0	0
2021-03-16 15:32:35:428	0	0
2021-03-16 15:32:36:413	0	0
2021-03-16 15:32:36:429	0	0
2021-03-16 15:32:37:416	0	0
2021-03-16 15:32:37:430	0	0
2021-03-16 15:32:38:416	0	0
2021-03-16 15:32:38:430	0	0
2021-03-16 15:32:39:418	0	0
2021-03-16 15:32:39:437	0	0
2021-03-16 15:32:40:419	0	0
2021-03-16 15:32:40:436	0	0
2021-03-16 15:32:41:420	0	0
2021-03-16 15:32:41:435	0	0
2021-03-16 15:32:42:422	0	0
2021-03-16 15:32:42:436	0	0
2021-03-16 15:32:43:422	0	0
2021-03-16 15:32:43:437	0	0
2021-03-16 15:32:44:424	0	0
2021-03-16 15:32:44:438	0	0
2021-03-16 15:32:45:427	0	0
2021-03-16 15:32:45:441	0	0
2021-03-16 15:32:46:427	0	0
2021-03-16 15:32:46:440	0	0
2021-03-16 15:32:47:429	0	0
2021-03-16 15:32:47:444	0	0
2021-03-16 15:32:48:428	0	0
2021-03-16 15:32:48:444	0	0
2021-03-16 15:32:49:430	0	0
2021-03-16 15:32:49:445	0	0
2021-03-16 15:32:50:432	0	0
2021-03-16 15:32:50:447	0	0
2021-03-16 15:32:51:434	0	0
2021-03-16 15:32:51:448	0	0
2021-03-16 15:32:52:435	0	0
2021-03-16 15:32:52:449	0	0
2021-03-16 15:32:53:437	0	0
2021-03-16 15:32:53:453	0	0
2021-03-16 15:32:54:437	0	0
2021-03-16 15:32:54:453	0	0
2021-03-16 15:32:55:439	0	0
2021-03-16 15:32:55:454	0	0
2021-03-16 15:32:56:443	0	0
2021-03-16 15:32:56:455	0	0
2021-03-16 15:32:57:441	0	0
2021-03-16 15:32:57:457	0	0
2021-03-16 15:32:58:442	0	0
2021-03-16 15:32:58:457	0	0
2021-03-16 15:32:59:445	0	0
2021-03-16 15:32:59:460	0	0
2021-03-16 15:33:00:444	0	0
2021-03-16 15:33:00:460	0	0
2021-03-16 15:33:01:446	0	0
2021-03-16 15:33:01:461	0	0
2021-03-16 15:33:02:448	0	0
2021-03-16 15:33:02:463	0	0
2021-03-16 15:33:03:450	0	0
2021-03-16 15:33:03:465	0	0
2021-03-16 15:33:04:451	0	0
2021-03-16 15:33:04:466	0	0
2021-03-16 15:33:05:453	0	0
2021-03-16 15:33:05:468	0	0
2021-03-16 15:33:06:454	0	0
2021-03-16 15:33:06:468	0	0
2021-03-16 15:33:07:456	0	0
2021-03-16 15:33:07:471	0	0
2021-03-16 15:33:08:458	0	0
2021-03-16 15:33:08:473	0	0
2021-03-16 15:33:09:459	0	0
2021-03-16 15:33:09:476	0	0
2021-03-16 15:33:10:461	0	0
2021-03-16 15:33:10:475	0	0
2021-03-16 15:33:11:462	0	0
2021-03-16 15:33:11:477	0	0
2021-03-16 15:33:12:463	0	0
2021-03-16 15:33:12:478	0	0
2021-03-16 15:33:13:465	0	0
2021-03-16 15:33:13:480	0	0
2021-03-16 15:33:14:467	0	0
2021-03-16 15:33:14:480	0	0
2021-03-16 15:33:15:468	0	0
2021-03-16 15:33:15:487	0	0
2021-03-16 15:33:16:470	0	0
2021-03-16 15:33:16:484	0	0
2021-03-16 15:33:17:471	0	0
2021-03-16 15:33:17:484	0	0
2021-03-16 15:33:18:471	0	0
2021-03-16 15:33:18:486	0	0
2021-03-16 15:33:19:474	0	0
2021-03-16 15:33:19:486	0	0
2021-03-16 15:33:20:473	0	0
2021-03-16 15:33:20:488	0	0
2021-03-16 15:33:21:475	0	0
2021-03-16 15:33:21:491	0	0
2021-03-16 15:33:22:477	0	0
2021-03-16 15:33:22:491	0	0
2021-03-16 15:33:23:477	0	0
2021-03-16 15:33:23:494	0	0
2021-03-16 15:33:24:479	0	0
2021-03-16 15:33:24:499	0	0
2021-03-16 15:33:25:482	0	0
2021-03-16 15:33:25:495	0	0
2021-03-16 15:33:26:485	0	0
2021-03-16 15:33:26:497	0	0
2021-03-16 15:33:27:485	0	0
2021-03-16 15:33:27:499	0	0
2021-03-16 15:33:28:485	0	0
2021-03-16 15:33:28:500	0	0
2021-03-16 15:33:29:486	0	0
2021-03-16 15:33:29:500	0	0
2021-03-16 15:33:30:487	0	0
2021-03-16 15:33:30:502	0	0
2021-03-16 15:33:31:488	0	0
2021-03-16 15:33:31:503	0	0
2021-03-16 15:33:32:489	0	0
2021-03-16 15:33:32:505	0	0
2021-03-16 15:33:33:492	0	0
2021-03-16 15:33:33:507	0	0
2021-03-16 15:33:34:494	0	0
2021-03-16 15:33:34:513	0	0
2021-03-16 15:33:35:494	0	0
2021-03-16 15:33:35:509	0	0
2021-03-16 15:33:36:496	0	0
2021-03-16 15:33:36:510	0	0
2021-03-16 15:33:37:497	0	0
2021-03-16 15:33:37:512	0	0
2021-03-16 15:33:38:499	0	0
2021-03-16 15:33:38:514	0	0
2021-03-16 15:33:39:501	0	0
2021-03-16 15:33:39:514	0	0
2021-03-16 15:33:40:500	0	0
2021-03-16 15:33:40:516	0	0
2021-03-16 15:33:41:504	0	0
2021-03-16 15:33:41:518	0	0
2021-03-16 15:33:42:505	0	0
2021-03-16 15:33:42:519	0	0
2021-03-16 15:33:43:506	0	0
2021-03-16 15:33:43:521	0	0
2021-03-16 15:33:44:507	0	0
2021-03-16 15:33:44:521	0	0
2021-03-16 15:33:45:508	0	0
2021-03-16 15:33:45:527	0	0
2021-03-16 15:33:46:510	0	0
2021-03-16 15:33:46:524	0	0
2021-03-16 15:33:47:511	0	0
2021-03-16 15:33:47:529	0	0
2021-03-16 15:33:48:515	0	0
2021-03-16 15:33:48:527	0	0
2021-03-16 15:33:49:516	0	0
2021-03-16 15:33:49:529	0	0
2021-03-16 15:33:50:517	0	0
2021-03-16 15:33:50:531	0	0
2021-03-16 15:33:51:518	0	0
2021-03-16 15:33:51:531	0	0
2021-03-16 15:33:52:517	0	0
2021-03-16 15:33:52:533	0	0
2021-03-16 15:33:53:520	0	0
2021-03-16 15:33:53:534	0	0
2021-03-16 15:33:54:522	0	0
2021-03-16 15:33:54:537	0	0
2021-03-16 15:33:55:523	0	0
2021-03-16 15:33:55:543	0	0
2021-03-16 15:33:56:525	0	0
2021-03-16 15:33:56:539	0	0
2021-03-16 15:33:57:526	0	0
2021-03-16 15:33:57:541	0	0
2021-03-16 15:33:58:526	0	0
2021-03-16 15:33:58:542	0	0
2021-03-16 15:33:59:529	0	0
2021-03-16 15:33:59:544	0	0
2021-03-16 15:34:00:531	0	0
2021-03-16 15:34:00:545	0	0
2021-03-16 15:34:01:532	0	0
2021-03-16 15:34:01:546	0	0
2021-03-16 15:34:02:534	0	0
2021-03-16 15:34:02:547	0	0
2021-03-16 15:34:03:534	0	0
2021-03-16 15:34:03:549	0	0
2021-03-16 15:34:04:536	0	0
2021-03-16 15:34:04:550	0	0
2021-03-16 15:34:05:537	0	0
2021-03-16 15:34:05:551	0	0
2021-03-16 15:34:06:537	0	0
2021-03-16 15:34:06:554	0	0
2021-03-16 15:34:07:540	0	0
2021-03-16 15:34:07:560	0	0
2021-03-16 15:34:08:542	0	0
2021-03-16 15:34:08:556	0	0
2021-03-16 15:34:09:542	0	0
2021-03-16 15:34:09:557	0	0
2021-03-16 15:34:10:544	0	0
2021-03-16 15:34:10:558	0	0
2021-03-16 15:34:11:545	0	0
2021-03-16 15:34:11:560	0	0
2021-03-16 15:34:12:548	0	0
2021-03-16 15:34:12:562	0	0
2021-03-16 15:34:13:550	0	0
2021-03-16 15:34:13:564	0	0
2021-03-16 15:34:14:550	0	0
2021-03-16 15:34:14:564	0	0
2021-03-16 15:34:15:552	0	0
2021-03-16 15:34:15:565	0	0
2021-03-16 15:34:16:552	0	0
2021-03-16 15:34:16:566	0	0
2021-03-16 15:34:17:554	0	0
2021-03-16 15:34:17:568	0	0
2021-03-16 15:34:18:554	0	0
2021-03-16 15:34:18:569	0	0
2021-03-16 15:34:19:556	0	0
2021-03-16 15:34:19:575	0	0
2021-03-16 15:34:20:557	0	0
2021-03-16 15:34:20:572	0	0
2021-03-16 15:34:21:558	0	0
2021-03-16 15:34:21:573	0	0
2021-03-16 15:34:22:560	0	0
2021-03-16 15:34:22:574	0	0
2021-03-16 15:34:23:560	0	0
2021-03-16 15:34:23:577	0	0
2021-03-16 15:34:24:563	0	0
2021-03-16 15:34:24:578	0	0
2021-03-16 15:34:25:563	0	0
2021-03-16 15:34:25:578	0	0
2021-03-16 15:34:26:565	0	0
2021-03-16 15:34:26:580	0	0
2021-03-16 15:34:27:566	0	0
2021-03-16 15:34:27:581	0	0
2021-03-16 15:34:28:568	0	0
2021-03-16 15:34:28:582	0	0
2021-03-16 15:34:29:569	0	0
2021-03-16 15:34:29:584	0	0
2021-03-16 15:34:30:570	0	0
2021-03-16 15:34:30:585	0	0
2021-03-16 15:34:31:572	0	0
2021-03-16 15:34:31:586	0	0
2021-03-16 15:34:32:572	0	0
2021-03-16 15:34:32:588	0	0
2021-03-16 15:34:33:575	0	0
2021-03-16 15:34:33:588	0	0
2021-03-16 15:34:34:577	0	0
2021-03-16 15:34:34:590	0	0
2021-03-16 15:34:35:579	0	0
2021-03-16 15:34:35:595	0	0
2021-03-16 15:34:36:580	0	0
2021-03-16 15:34:36:594	0	0
2021-03-16 15:34:37:578	0	0
2021-03-16 15:34:37:595	0	0
2021-03-16 15:34:38:582	0	0
2021-03-16 15:34:38:596	0	0
2021-03-16 15:34:39:582	0	0
2021-03-16 15:34:39:598	0	0
2021-03-16 15:34:40:584	0	0
2021-03-16 15:34:40:599	0	0
2021-03-16 15:34:41:585	0	0
2021-03-16 15:34:41:600	0	0
2021-03-16 15:34:42:586	0	0
2021-03-16 15:34:42:602	0	0
2021-03-16 15:34:43:588	0	0
2021-03-16 15:34:43:602	0	0
2021-03-16 15:34:44:590	0	0
2021-03-16 15:34:44:605	0	0
2021-03-16 15:34:45:591	0	0
2021-03-16 15:34:45:606	0	0
2021-03-16 15:34:46:594	0	0
2021-03-16 15:34:46:606	0	0
2021-03-16 15:34:47:593	0	0
2021-03-16 15:34:47:609	0	0
2021-03-16 15:34:48:596	0	0
2021-03-16 15:34:48:611	0	0
2021-03-16 15:34:49:598	0	0
2021-03-16 15:34:49:614	0	0
2021-03-16 15:34:50:599	0	0
2021-03-16 15:34:50:612	0	0
2021-03-16 15:34:51:600	0	0
2021-03-16 15:34:51:615	0	0
2021-03-16 15:34:52:600	0	0
2021-03-16 15:34:52:615	0	0
2021-03-16 15:34:53:603	0	0
2021-03-16 15:34:53:617	0	0
2021-03-16 15:34:54:604	0	0
2021-03-16 15:34:54:624	0	0
2021-03-16 15:34:55:606	0	0
2021-03-16 15:34:55:620	0	0
2021-03-16 15:34:56:606	0	0
2021-03-16 15:34:56:621	0	0
2021-03-16 15:34:57:607	0	0
2021-03-16 15:34:57:624	0	0
2021-03-16 15:34:58:610	0	0
2021-03-16 15:34:58:624	0	0
2021-03-16 15:34:59:611	0	0
2021-03-16 15:34:59:627	0	0
2021-03-16 15:35:00:614	0	0
2021-03-16 15:35:00:627	0	0
2021-03-16 15:35:01:614	0	0
2021-03-16 15:35:01:629	0	0
2021-03-16 15:35:02:615	0	0
2021-03-16 15:35:02:633	0	0
2021-03-16 15:35:03:615	0	0
2021-03-16 15:35:03:632	0	0
2021-03-16 15:35:04:618	0	0
2021-03-16 15:35:04:633	0	0
2021-03-16 15:35:05:620	0	0
2021-03-16 15:35:05:633	0	0
2021-03-16 15:35:06:621	0	0
2021-03-16 15:35:06:637	0	0
2021-03-16 15:35:07:624	0	0
2021-03-16 15:35:07:637	0	0
2021-03-16 15:35:08:624	0	0
2021-03-16 15:35:08:637	0	0
2021-03-16 15:35:09:625	0	0
2021-03-16 15:35:09:640	0	0
2021-03-16 15:35:10:628	0	0
2021-03-16 15:35:10:642	0	0
2021-03-16 15:35:11:629	0	0
2021-03-16 15:35:11:642	0	0
2021-03-16 15:35:12:631	0	0
2021-03-16 15:35:12:646	0	0
2021-03-16 15:35:13:632	0	0
2021-03-16 15:35:13:646	0	0
2021-03-16 15:35:14:633	0	0
2021-03-16 15:35:14:652	0	0
2021-03-16 15:35:15:634	0	0
2021-03-16 15:35:15:649	0	0
2021-03-16 15:35:16:635	0	0
2021-03-16 15:35:16:650	0	0
2021-03-16 15:35:17:637	0	0
2021-03-16 15:35:17:651	0	0
2021-03-16 15:35:18:640	0	0
2021-03-16 15:35:18:653	0	0
2021-03-16 15:35:19:640	0	0
2021-03-16 15:35:19:655	0	0
2021-03-16 15:35:20:640	0	0
2021-03-16 15:35:20:655	0	0
2021-03-16 15:35:21:642	0	0
2021-03-16 15:35:21:657	0	0
2021-03-16 15:35:22:643	0	0
2021-03-16 15:35:22:658	0	0
2021-03-16 15:35:23:645	0	0
2021-03-16 15:35:23:660	0	0
2021-03-16 15:35:24:647	0	0
2021-03-16 15:35:24:667	0	0
2021-03-16 15:35:25:648	0	0
2021-03-16 15:35:25:662	0	0
2021-03-16 15:35:26:649	0	0
2021-03-16 15:35:26:664	0	0
2021-03-16 15:35:27:652	0	0
2021-03-16 15:35:27:666	0	0
2021-03-16 15:35:28:652	0	0
2021-03-16 15:35:28:667	0	0
2021-03-16 15:35:29:654	0	0
2021-03-16 15:35:29:669	0	0
2021-03-16 15:35:30:656	0	0
2021-03-16 15:35:30:669	0	0
2021-03-16 15:35:31:655	0	0
2021-03-16 15:35:31:671	0	0
2021-03-16 15:35:32:658	0	0
2021-03-16 15:35:32:675	0	0
2021-03-16 15:35:33:659	0	0
2021-03-16 15:35:33:675	0	0
2021-03-16 15:35:34:663	0	0
2021-03-16 15:35:34:676	0	0
2021-03-16 15:35:35:662	0	0
2021-03-16 15:35:35:678	0	0
2021-03-16 15:35:36:666	0	0
2021-03-16 15:35:36:679	0	0
2021-03-16 15:35:37:664	0	0
2021-03-16 15:35:37:683	0	0
2021-03-16 15:35:38:668	0	0
2021-03-16 15:35:38:681	0	0
2021-03-16 15:35:39:668	0	0
2021-03-16 15:35:39:688	0	0
2021-03-16 15:35:40:671	0	0
2021-03-16 15:35:40:685	0	0
2021-03-16 15:35:41:672	0	0
2021-03-16 15:35:41:690	0	0
2021-03-16 15:35:42:671	0	0
2021-03-16 15:35:42:688	0	0
2021-03-16 15:35:43:675	0	0
2021-03-16 15:35:43:689	0	0
2021-03-16 15:35:44:676	0	0
2021-03-16 15:35:44:690	0	0
2021-03-16 15:35:45:677	0	0
2021-03-16 15:35:45:692	0	0
2021-03-16 15:35:46:678	0	0
2021-03-16 15:35:46:693	0	0
2021-03-16 15:35:47:678	0	0
2021-03-16 15:35:47:695	0	0
2021-03-16 15:35:48:680	0	0
2021-03-16 15:35:48:697	0	0
2021-03-16 15:35:49:683	0	0
2021-03-16 15:35:49:696	0	0
2021-03-16 15:35:50:683	0	0
2021-03-16 15:35:50:703	0	0
2021-03-16 15:35:51:687	0	0
2021-03-16 15:35:51:702	0	0
2021-03-16 15:35:52:686	0	0
2021-03-16 15:35:52:700	0	0
2021-03-16 15:35:53:687	0	0
2021-03-16 15:35:53:703	0	0
2021-03-16 15:35:54:690	0	0
2021-03-16 15:35:54:704	0	0
2021-03-16 15:35:55:690	0	0
2021-03-16 15:35:55:709	0	0
2021-03-16 15:35:56:692	0	0
2021-03-16 15:35:56:707	0	0
2021-03-16 15:35:57:693	0	0
2021-03-16 15:35:57:709	0	0
2021-03-16 15:35:58:694	0	0
2021-03-16 15:35:58:709	0	0
2021-03-16 15:35:59:698	0	0
2021-03-16 15:35:59:714	0	0
2021-03-16 15:36:00:698	0	0
2021-03-16 15:36:00:717	0	0
2021-03-16 15:36:01:699	0	0
2021-03-16 15:36:01:713	0	0
2021-03-16 15:36:02:699	0	0
