Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 07월 13일 18:08:20


날짜/시간 	 #1대기온도 	 #1대기습도 	 #1물체온도
2021-07-13 20:08:33:131	23.9	67.7	24.6
2021-07-13 20:08:34:140	23.9	67.7	24.6
2021-07-13 20:08:35:131	23.9	67.7	24.6
2021-07-13 20:08:36:139	23.9	67.8	24.6
2021-07-13 20:08:37:146	23.9	67.8	24.6
2021-07-13 20:08:38:139	23.9	67.8	24.6
2021-07-13 20:08:39:130	23.9	67.8	24.6
2021-07-13 20:08:40:170	23.9	67.7	24.6
2021-07-13 20:08:41:145	23.9	67.7	24.6
2021-07-13 20:08:42:152	23.9	67.7	24.6
2021-07-13 20:08:43:147	23.9	67.7	24.6
2021-07-13 20:08:44:154	23.9	67.7	24.6
2021-07-13 20:08:45:162	23.9	67.7	24.6
2021-07-13 20:08:46:170	23.9	67.7	24.6
2021-07-13 20:08:47:161	23.9	67.7	24.6
2021-07-13 20:08:48:168	23.9	67.7	24.6
2021-07-13 20:08:49:176	23.9	67.7	24.6
2021-07-13 20:08:50:184	23.9	67.7	24.6
2021-07-13 20:08:51:192	23.9	67.7	24.6
2021-07-13 20:08:52:200	23.9	67.7	24.7
2021-07-13 20:08:53:207	23.9	67.7	24.7
2021-07-13 20:08:54:200	23.9	67.7	24.7
2021-07-13 20:08:55:207	23.9	67.7	24.7
2021-07-13 20:08:56:198	23.9	67.7	24.7
2021-07-13 20:08:57:208	23.9	67.7	24.7
2021-07-13 20:08:58:199	23.9	67.7	24.7
2021-07-13 20:09:00:199	23.9	67.7	24.8
2021-07-13 20:09:04:181	23.9	67.7	24.8
2021-07-13 20:09:11:205	23.9	67.7	24.9
2021-07-13 20:09:12:212	23.9	67.7	24.9
2021-07-13 20:09:14:180	23.9	67.7	24.8
2021-07-13 20:09:17:188	23.9	67.8	24.8
2021-07-13 20:09:19:204	23.9	67.8	24.7
2021-07-13 20:09:20:212	23.9	67.8	24.7
2021-07-13 20:09:21:203	23.9	67.8	24.7
2021-07-13 20:09:22:193	23.9	67.8	24.7
2021-07-13 20:09:23:202	23.9	67.8	24.7
2021-07-13 20:09:25:186	23.9	67.8	24.8
2021-07-13 20:09:28:194	23.9	67.8	24.8
2021-07-13 20:09:31:203	23.9	67.8	24.8
2021-07-13 20:09:33:185	23.9	67.8	24.8
2021-07-13 20:09:36:193	24	67.9	24.8
2021-07-13 20:09:39:199	23.9	67.9	24.7
2021-07-13 20:09:40:191	23.9	67.9	24.7
2021-07-13 20:09:41:199	23.9	67.9	24.7
2021-07-13 20:09:42:191	23.9	67.9	24.7
2021-07-13 20:09:43:198	23.9	67.9	24.7
2021-07-13 20:09:44:207	23.9	67.9	24.7
2021-07-13 20:09:45:199	23.9	67.9	24.7
2021-07-13 20:09:46:208	23.9	68	24.7
2021-07-13 20:09:47:199	23.9	68	24.7
2021-07-13 20:09:48:191	23.9	68	24.7
2021-07-13 20:09:49:199	23.9	68	24.7
2021-07-13 20:09:50:191	23.9	68	24.6
2021-07-13 20:09:51:197	23.9	68	24.6
2021-07-13 20:09:52:209	23.9	68.1	24.7
2021-07-13 20:09:53:214	23.9	68.1	24.7
2021-07-13 20:09:54:206	23.9	68.1	24.7
2021-07-13 20:09:56:189	23.9	68.1	24.8
2021-07-13 20:10:00:187	23.9	68.1	24.8
2021-07-13 20:10:02:204	23.9	68.2	24.7
2021-07-13 20:10:03:211	23.9	68.2	24.7
2021-07-13 20:10:04:203	23.9	68.2	24.7
2021-07-13 20:10:05:211	23.9	68.2	24.7
2021-07-13 20:10:06:219	24	68.2	24.7
2021-07-13 20:10:07:226	24	68.2	24.7
2021-07-13 20:10:08:220	23.9	68.2	24.7
2021-07-13 20:10:09:211	23.9	68.2	24.7
2021-07-13 20:10:10:218	23.9	68.2	24.7
2021-07-13 20:10:12:203	23.9	68.2	24.8
2021-07-13 20:10:19:192	23.9	68.2	24.8
2021-07-13 20:10:23:225	24	68.2	24.8
2021-07-13 20:10:27:209	23.9	68.3	24.8
2021-07-13 20:10:32:215	24	68.3	24.8
2021-07-13 20:10:36:237	24	68.3	24.7
2021-07-13 20:10:37:228	24	68.3	24.7
2021-07-13 20:10:38:221	23.9	68.3	24.7
2021-07-13 20:10:39:230	23.9	68.3	24.6
2021-07-13 20:10:40:220	23.9	68.3	24.6
2021-07-13 20:10:41:229	23.9	68.3	24.6
2021-07-13 20:10:42:237	23.9	68.2	24.6
2021-07-13 20:10:43:228	23.9	68.2	24.6
2021-07-13 20:10:44:255	24	68.2	24.7
2021-07-13 20:10:45:260	24	68.2	24.7
2021-07-13 20:10:46:253	23.9	68.2	24.7
2021-07-13 20:10:47:260	23.9	68.2	24.7
2021-07-13 20:10:48:252	23.9	68.2	24.7
2021-07-13 20:10:49:243	23.9	68.2	24.7
2021-07-13 20:10:50:252	23.9	68.2	24.7
2021-07-13 20:10:51:243	23.9	68.2	24.7
2021-07-13 20:10:52:235	23.9	68.2	24.7
2021-07-13 20:10:53:243	23.9	68.2	24.7
2021-07-13 20:10:55:228	24	68.2	24.8
2021-07-13 20:11:00:250	23.9	68.2	24.7
2021-07-13 20:11:01:258	23.9	68.2	24.7
2021-07-13 20:11:02:250	23.9	68.2	24.7
2021-07-13 20:11:03:256	23.9	68.2	24.7
2021-07-13 20:11:04:249	24	68.2	24.7
2021-07-13 20:11:05:240	24	68.2	24.7
2021-07-13 20:11:07:245	23.9	68.1	24.8
2021-07-13 20:11:09:241	24	68.1	24.8
2021-07-13 20:11:11:240	23.9	68.1	24.8
2021-07-13 20:11:14:248	23.9	68.1	24.8
2021-07-13 20:11:17:271	23.9	68.1	24.7
2021-07-13 20:11:18:280	24	68.1	24.7
2021-07-13 20:11:19:270	24	68.1	24.7
2021-07-13 20:11:20:287	24	68	24.7
2021-07-13 20:11:21:287	24	68	24.7
2021-07-13 20:11:22:297	23.9	68	24.7
2021-07-13 20:11:23:303	23.9	68	24.7
2021-07-13 20:11:25:270	23.9	68	24.8
2021-07-13 20:11:29:287	24	68	24.8
2021-07-13 20:11:32:277	24	68	24.8
2021-07-13 20:11:38:276	24	68	24.8
2021-07-13 20:11:41:302	24	67.9	24.9
2021-07-13 20:11:42:293	23.9	67.8	24.9
2021-07-13 20:11:43:300	23.9	67.8	24.9
2021-07-13 20:11:45:269	24	67.8	25
2021-07-13 20:11:48:293	23.9	67.7	24.9
2021-07-13 20:11:50:273	23.9	67.7	24.8
2021-07-13 20:11:53:282	23.9	67.7	24.8
2021-07-13 20:11:55:297	24	67.7	24.7
2021-07-13 20:11:57:282	24	67.7	24.8
2021-07-13 20:12:00:288	23.9	67.7	24.8
2021-07-13 20:12:04:304	24	67.7	24.8
2021-07-13 20:12:12:335	24	67.7	24.7
2021-07-13 20:12:13:326	24	67.7	24.7
2021-07-13 20:12:14:326	24	67.7	24.6
2021-07-13 20:12:15:328	24	67.7	24.6
2021-07-13 20:12:16:320	24	67.7	24.7
2021-07-13 20:12:17:326	24	67.7	24.7
2021-07-13 20:12:18:336	24	67.7	24.7
2021-07-13 20:12:19:342	24	67.7	24.7
2021-07-13 20:12:20:336	24	67.7	24.7
2021-07-13 20:12:21:343	24	67.7	24.7
2021-07-13 20:12:22:345	24	67.6	24.7
2021-07-13 20:12:23:348	24	67.6	24.7
2021-07-13 20:12:24:342	23.9	67.6	24.6
2021-07-13 20:12:25:346	23.9	67.6	24.6
2021-07-13 20:12:26:354	24	67.6	24.6
2021-07-13 20:12:27:346	24	67.6	24.6
2021-07-13 20:12:28:356	24	67.6	24.6
2021-07-13 20:12:30:340	24	67.6	24.6
2021-07-13 20:12:33:343	24	67.5	24.7
2021-07-13 20:12:34:351	24	67.5	24.7
2021-07-13 20:12:35:369	24	67.5	24.6
2021-07-13 20:12:36:363	24	67.5	24.6
2021-07-13 20:12:37:358	24	67.5	24.6
2021-07-13 20:12:38:359	24	67.4	24.6
2021-07-13 20:12:39:357	24	67.4	24.6
2021-07-13 20:12:40:350	24	67.4	24.6
2021-07-13 20:12:41:357	24	67.4	24.6
2021-07-13 20:12:42:366	24	67.3	24.6
2021-07-13 20:12:43:358	24	67.3	24.6
2021-07-13 20:12:45:341	24	67.3	24.6
2021-07-13 20:12:47:360	24	67.2	24.6
2021-07-13 20:12:48:372	24	67.2	24.6
2021-07-13 20:12:49:367	24	67.2	24.6
2021-07-13 20:12:50:357	24	67.1	24.6
2021-07-13 20:12:51:349	24	67.1	24.6
2021-07-13 20:12:52:357	24	67.1	24.6
2021-07-13 20:12:53:365	24	67.1	24.6
2021-07-13 20:12:54:357	24	67.1	24.7
2021-07-13 20:12:55:366	24	67.1	24.7
2021-07-13 20:12:56:357	24	67.1	24.7
2021-07-13 20:12:57:364	24	67.1	24.7
2021-07-13 20:12:58:356	24	67.1	24.7
2021-07-13 20:12:59:363	24	67.1	24.7
2021-07-13 20:13:00:356	24	67.1	24.8
2021-07-13 20:13:01:365	24	67.1	24.8
2021-07-13 20:13:02:355	23.9	67.1	24.8
2021-07-13 20:13:03:363	23.9	67.1	24.8
2021-07-13 20:13:04:357	24	67.1	24.7
2021-07-13 20:13:05:362	24	67.1	24.7
2021-07-13 20:13:06:355	24	67.1	24.7
2021-07-13 20:13:07:362	24	67.1	24.7
2021-07-13 20:13:08:354	24	67.1	24.6
2021-07-13 20:13:09:362	24	67.1	24.6
2021-07-13 20:13:10:371	24	67.1	24.7
2021-07-13 20:13:11:362	24	67.1	24.7
2021-07-13 20:13:12:354	24	67.1	24.7
2021-07-13 20:13:13:361	24	67.1	24.7
2021-07-13 20:13:14:353	24	67.1	24.7
2021-07-13 20:13:15:361	24	67.1	24.7
2021-07-13 20:13:16:352	24	67.1	24.8
2021-07-13 20:13:17:362	24	67.1	24.8
2021-07-13 20:13:18:370	24	67.1	24.8
2021-07-13 20:13:19:361	24	67.1	24.7
2021-07-13 20:13:20:371	24	67	24.8
2021-07-13 20:13:21:360	24	67	24.8
2021-07-13 20:13:22:352	24	67	24.8
2021-07-13 20:13:23:360	24	67	24.8
2021-07-13 20:13:24:358	24	66.9	24.8
2021-07-13 20:13:25:349	24	66.9	24.7
2021-07-13 20:13:26:358	24	66.8	24.7
2021-07-13 20:13:27:349	24	66.8	24.7
2021-07-13 20:13:28:358	24	66.7	24.6
2021-07-13 20:13:29:349	24	66.7	24.7
2021-07-13 20:13:30:357	24	66.7	24.6
2021-07-13 20:13:31:365	24	66.7	24.6
2021-07-13 20:13:32:359	24	66.6	24.6
2021-07-13 20:13:33:364	24	66.6	24.7
2021-07-13 20:13:34:356	24	66.6	24.7
2021-07-13 20:13:35:347	24	66.6	24.7
2021-07-13 20:13:36:355	24	66.5	24.7
2021-07-13 20:13:37:347	24	66.5	24.7
2021-07-13 20:13:39:348	24	66.4	24.7
2021-07-13 20:13:41:361	24	66.4	24.8
2021-07-13 20:13:42:354	24	66.3	24.8
2021-07-13 20:13:43:361	24	66.3	24.8
2021-07-13 20:13:44:369	24	66.3	24.9
2021-07-13 20:13:45:376	24	66.3	24.9
2021-07-13 20:13:46:368	24	66.3	24.8
2021-07-13 20:13:47:377	24	66.3	24.8
2021-07-13 20:13:48:367	24	66.3	24.8
2021-07-13 20:13:49:360	24	66.3	24.8
2021-07-13 20:13:50:367	24	66.2	24.8
2021-07-13 20:13:51:375	24	66.2	24.8
2021-07-13 20:13:52:389	24	66.2	24.8
2021-07-13 20:13:53:363	24	66.2	24.7
2021-07-13 20:13:54:372	24	66.2	24.7
2021-07-13 20:13:55:364	24	66.2	24.7
2021-07-13 20:13:56:371	24	66.2	24.7
2021-07-13 20:13:57:380	24	66.2	24.7
2021-07-13 20:13:59:364	24	66.2	24.7
2021-07-13 20:14:03:388	24	66.2	24.7
2021-07-13 20:14:04:379	24	66.2	24.7
2021-07-13 20:14:05:388	24	66.2	24.7
2021-07-13 20:14:06:396	24	66.2	24.7
2021-07-13 20:14:07:392	24	66.2	24.6
2021-07-13 20:14:08:395	24	66.2	24.6
2021-07-13 20:14:09:387	24	66.2	24.6
2021-07-13 20:14:10:403	24	66.2	24.6
2021-07-13 20:14:11:392	24	66.2	24.6
2021-07-13 20:14:12:397	24	66.2	24.6
2021-07-13 20:14:13:405	24	66.2	24.6
2021-07-13 20:14:14:396	24	66.2	24.6
2021-07-13 20:14:15:392	24	66.2	24.6
2021-07-13 20:14:16:388	24	66.2	24.6
2021-07-13 20:14:17:402	24	66.2	24.6
2021-07-13 20:14:18:394	24	66.1	24.6
2021-07-13 20:14:19:401	24	66.1	24.6
2021-07-13 20:14:20:395	24	66.1	24.6
2021-07-13 20:14:21:404	24	66.1	24.6
2021-07-13 20:14:22:394	24	66.1	24.6
2021-07-13 20:14:23:398	24	66.1	24.6
2021-07-13 20:36:36:682	24.3	66.5	24.8
2021-07-13 20:36:37:673	24.3	66.5	24.8
2021-07-13 20:36:38:677	24.3	66.5	24.8
2021-07-13 20:36:39:679	24.3	66.5	24.8
2021-07-13 20:36:40:677	24.3	66.5	24.8
2021-07-13 20:36:41:672	24.3	66.5	24.8
2021-07-13 20:36:43:655	24.2	66.4	24.8
2021-07-13 20:36:48:646	24.3	66.4	24.8
2021-07-13 20:36:51:654	24.3	66.4	24.8
2021-07-13 20:36:54:669	24.3	66.5	24.8
2021-07-13 20:36:55:677	24.3	66.5	24.8
2021-07-13 20:36:56:682	24.3	66.5	24.8
2021-07-13 20:36:57:687	24.3	66.5	24.8
2021-07-13 20:36:58:687	24.3	66.5	24.8
2021-07-13 20:36:59:695	24.3	66.5	24.8
2021-07-13 20:37:01:663	24.3	66.5	24.7
2021-07-13 20:37:07:692	24.3	66.4	24.7
2021-07-13 20:37:08:683	24.3	66.4	24.7
2021-07-13 20:37:09:692	24.3	66.4	24.7
2021-07-13 20:37:10:683	24.3	66.4	24.7
2021-07-13 20:37:11:692	24.3	66.4	24.7
2021-07-13 20:37:12:701	24.3	66.3	24.7
2021-07-13 20:37:13:674	24.3	66.3	24.7
2021-07-13 20:37:14:682	24.4	66.2	24.6
2021-07-13 20:37:15:690	24.4	66.2	24.7
2021-07-13 20:37:16:684	24.3	66	24.7
2021-07-13 20:37:17:690	24.3	66	24.7
2021-07-13 20:37:18:685	24.3	65.9	24.7
2021-07-13 20:37:19:675	24.3	65.9	24.8
2021-07-13 20:37:20:683	24.3	65.8	24.7
2021-07-13 20:37:21:688	24.3	65.8	24.7
2021-07-13 20:37:23:673	24.3	65.7	24.8
2021-07-13 20:37:28:667	24.3	65.5	24.8
2021-07-13 20:37:31:707	24.3	65.5	24.8
2021-07-13 20:37:34:698	24.3	65.4	24.7
2021-07-13 20:37:38:698	24.3	65.3	24.8
2021-07-13 20:37:41:706	24.3	65.2	24.7
2021-07-13 20:37:42:731	24.3	65.1	24.7
2021-07-13 20:37:43:705	24.3	65.1	24.7
2021-07-13 20:37:44:712	24.4	65.1	24.7
2021-07-13 20:37:45:705	24.4	65.1	24.7
2021-07-13 20:37:46:712	24.3	65	24.7
2021-07-13 20:37:47:720	24.3	65	24.7
2021-07-13 20:37:48:713	24.3	64.9	24.7
2021-07-13 20:37:49:720	24.3	64.9	24.7
2021-07-13 20:37:51:703	24.3	64.8	24.7
2021-07-13 20:37:53:721	24.3	64.7	24.6
2021-07-13 20:37:54:742	24.4	64.6	24.7
2021-07-13 20:37:55:737	24.4	64.6	24.6
2021-07-13 20:37:56:744	24.3	64.5	24.6
2021-07-13 20:37:57:735	24.3	64.5	24.6
2021-07-13 20:37:58:744	24.4	64.4	24.6
2021-07-13 20:37:59:733	24.4	64.4	24.5
2021-07-13 20:38:00:752	24.3	64.2	24.6
2021-07-13 20:38:01:761	24.3	64.2	24.6
2021-07-13 20:38:02:754	24.4	64.1	24.6
2021-07-13 20:38:03:744	24.4	64.1	24.6
2021-07-13 20:38:05:732	24.3	64	24.6
2021-07-13 20:38:09:762	24.3	63.7	24.6
2021-07-13 20:38:10:754	24.3	63.6	24.7
2021-07-13 20:38:11:776	24.3	63.6	24.7
2021-07-13 20:38:12:767	24.4	63.6	24.7
2021-07-13 20:38:13:759	24.4	63.6	24.7
2021-07-13 20:38:14:751	24.3	63.6	24.7
2021-07-13 20:38:15:759	24.3	63.6	24.7
2021-07-13 20:38:16:751	24.4	63.6	24.7
2021-07-13 20:38:17:775	24.4	63.6	24.8
2021-07-13 20:38:18:750	24.4	63.7	24.7
2021-07-13 20:38:19:758	24.4	63.7	24.7
2021-07-13 20:38:20:750	24.3	63.7	24.7
2021-07-13 20:38:21:773	24.3	63.7	24.7
2021-07-13 20:38:22:767	24.4	63.8	24.7
2021-07-13 20:38:23:757	24.4	63.8	24.7
2021-07-13 20:38:24:765	24.3	63.8	24.7
2021-07-13 20:38:25:756	24.3	63.8	24.7
2021-07-13 20:38:26:766	24.4	63.9	24.7
2021-07-13 20:38:27:757	24.4	63.9	24.7
2021-07-13 20:38:28:765	24.4	63.9	24.7
2021-07-13 20:38:29:773	24.4	63.9	24.7
2021-07-13 20:38:30:764	24.4	63.9	24.7
2021-07-13 20:38:31:757	24.4	63.9	24.7
2021-07-13 20:38:32:767	24.4	64	24.6
2021-07-13 20:38:33:772	24.4	64	24.7
2021-07-13 20:38:35:755	24.4	64	24.7
2021-07-13 20:38:38:760	24.3	64	24.6
2021-07-13 20:38:40:770	24.3	64.1	24.6
2021-07-13 20:38:41:773	24.3	64.1	24.6
2021-07-13 20:38:42:765	24.4	64.1	24.6
2021-07-13 20:38:43:756	24.4	64.1	24.6
2021-07-13 20:38:44:780	24.4	64.1	24.7
2021-07-13 20:38:45:772	24.4	64.1	24.7
2021-07-13 20:38:46:779	24.4	64.1	24.7
2021-07-13 20:38:47:771	24.4	64.1	24.7
2021-07-13 20:38:48:779	24.4	64.1	24.7
2021-07-13 20:38:49:770	24.4	64.1	24.7
2021-07-13 20:38:50:782	24.3	64.1	24.6
2021-07-13 20:38:51:776	24.3	64.1	24.7
2021-07-13 20:38:52:782	24.4	64.1	24.7
2021-07-13 20:38:53:773	24.4	64.1	24.7
2021-07-13 20:38:54:783	24.4	64.1	24.7
2021-07-13 20:38:55:776	24.4	64.1	24.7
2021-07-13 20:38:56:782	24.4	64.1	24.7
2021-07-13 20:38:57:790	24.4	64.1	24.7
2021-07-13 20:38:58:781	24.4	64.1	24.7
2021-07-13 20:38:59:776	24.4	64.1	24.7
2021-07-13 20:39:00:781	24.4	64.1	24.7
2021-07-13 20:39:01:773	24.4	64.1	24.7
2021-07-13 20:39:02:781	24.4	64.1	24.7
2021-07-13 20:39:03:774	24.4	64.1	24.7
2021-07-13 20:39:05:758	24.4	64.1	24.8
2021-07-13 20:39:08:782	24.4	64.1	24.9
2021-07-13 20:39:10:763	24.4	64.1	24.8
2021-07-13 20:39:13:772	24.4	64.2	24.8
2021-07-13 20:39:15:787	24.3	64.2	24.7
2021-07-13 20:39:16:794	24.4	64.2	24.7
2021-07-13 20:39:18:762	24.4	64.2	24.8
2021-07-13 20:39:22:787	24.4	64.2	24.8
2021-07-13 20:39:25:799	24.4	64.3	24.7
2021-07-13 20:39:26:789	24.4	64.4	24.7
2021-07-13 20:39:27:803	24.4	64.4	24.7
2021-07-13 20:39:29:771	24.3	64.4	24.8
2021-07-13 20:39:36:795	24.4	64.6	24.8
2021-07-13 20:39:39:800	24.4	64.7	24.6
2021-07-13 20:39:40:793	24.4	64.8	24.6
2021-07-13 20:39:41:801	24.4	64.8	24.7
2021-07-13 20:39:42:794	24.4	64.9	24.7
2021-07-13 20:39:43:784	24.4	64.9	24.7
2021-07-13 20:39:44:794	24.4	64.9	24.7
2021-07-13 20:39:46:776	24.4	64.9	24.8
2021-07-13 20:39:48:791	24.4	65.1	24.9
2021-07-13 20:39:49:799	24.4	65.1	24.9
2021-07-13 20:39:50:791	24.4	65.2	24.9
2021-07-13 20:39:51:800	24.4	65.2	24.9
2021-07-13 20:39:52:791	24.4	65.3	24.9
2021-07-13 20:39:53:798	24.4	65.3	24.9
2021-07-13 20:39:55:769	24.4	65.4	24.8
2021-07-13 20:39:59:782	24.4	65.6	24.8
2021-07-13 20:40:02:772	24.4	65.6	24.8
2021-07-13 20:40:07:796	24.4	65.8	24.8
2021-07-13 20:40:08:802	24.4	65.8	24.8
2021-07-13 20:40:09:794	24.4	65.8	24.8
2021-07-13 20:40:10:804	24.4	65.9	24.7
2021-07-13 20:40:11:795	24.4	65.9	24.7
2021-07-13 20:40:12:802	24.4	65.9	24.7
2021-07-13 20:40:13:811	24.4	65.9	24.7
2021-07-13 20:40:14:819	24.4	65.9	24.7
2021-07-13 20:40:15:812	24.4	65.9	24.7
2021-07-13 20:40:16:814	24.4	65.9	24.8
2021-07-13 20:40:17:821	24.4	65.9	24.7
2021-07-13 20:40:18:814	24.4	66	24.8
2021-07-13 20:40:19:819	24.4	66	24.8
2021-07-13 20:40:20:812	24.4	66	24.8
2021-07-13 20:40:21:805	24.4	66	24.8
2021-07-13 20:40:22:796	24.4	66	24.8
2021-07-13 20:40:23:813	24.4	66	24.8
2021-07-13 20:40:24:822	24.4	66	24.8
2021-07-13 20:40:25:815	24.4	66	24.8
2021-07-13 20:40:26:807	24.4	66	24.8
2021-07-13 20:40:27:827	24.4	66	24.8
2021-07-13 20:40:28:818	24.4	66	24.8
2021-07-13 20:40:29:808	24.4	66	24.8
2021-07-13 20:40:30:802	24.4	66	24.7
2021-07-13 20:40:31:810	24.4	66	24.7
2021-07-13 20:40:33:791	24.4	66	24.7
2021-07-13 20:40:35:807	24.4	66	24.8
2021-07-13 20:40:36:825	24.4	66	24.8
2021-07-13 20:40:37:800	24.4	66	24.8
2021-07-13 20:40:38:808	24.5	66.1	24.8
2021-07-13 20:40:39:799	24.5	66.1	24.9
2021-07-13 20:40:40:810	24.4	66.1	24.8
2021-07-13 20:40:41:800	24.4	66.1	24.8
2021-07-13 20:40:42:857	24.4	66.1	24.8
2021-07-13 20:40:43:815	24.4	66.1	24.8
2021-07-13 20:40:44:824	24.5	66.1	24.8
2021-07-13 20:40:45:832	24.5	66.1	24.8
2021-07-13 20:40:46:841	24.4	66.1	24.7
2021-07-13 20:40:47:847	24.4	66.1	24.7
2021-07-13 20:40:48:839	24.4	66.2	24.7
2021-07-13 20:40:49:846	24.4	66.2	24.7
2021-07-13 20:40:50:839	24.5	66.2	24.7
2021-07-13 20:40:51:846	24.5	66.2	24.6
2021-07-13 20:40:52:838	24.4	66.2	24.6
2021-07-13 20:40:53:847	24.4	66.2	24.6
2021-07-13 20:40:54:836	24.5	66.3	24.7
2021-07-13 20:40:55:847	24.5	66.3	24.7
2021-07-13 20:40:56:853	24.4	66.3	24.7
2021-07-13 20:40:57:850	24.4	66.3	24.8
2021-07-13 20:40:58:845	24.4	66.3	24.8
2021-07-13 20:40:59:846	24.4	66.3	24.8
2021-07-13 20:41:00:848	24.4	66.3	24.8
2021-07-13 20:41:01:839	24.4	66.3	24.9
2021-07-13 20:41:02:847	24.4	66.3	24.9
2021-07-13 20:41:03:838	24.4	66.3	24.9
2021-07-13 20:41:04:849	24.5	66.3	24.8
2021-07-13 20:41:05:852	24.5	66.3	24.8
2021-07-13 20:41:06:856	24.4	66.3	24.8
2021-07-13 20:41:07:832	24.4	66.3	24.9
2021-07-13 20:41:08:840	24.5	66.3	24.9
2021-07-13 20:41:09:841	24.5	66.3	24.8
2021-07-13 20:41:10:846	24.4	66.3	24.8
2021-07-13 20:41:11:844	24.4	66.3	24.8
2021-07-13 20:41:12:835	24.4	66.3	24.7
2021-07-13 20:41:13:852	24.4	66.3	24.8
2021-07-13 20:41:14:843	24.4	66.3	24.8
2021-07-13 20:41:15:850	24.4	66.3	24.8
2021-07-13 20:41:16:841	24.4	66.3	24.7
2021-07-13 20:41:17:833	24.4	66.3	24.7
2021-07-13 20:41:18:841	24.4	66.3	24.7
2021-07-13 20:41:19:849	24.4	66.3	24.8
2021-07-13 20:41:20:855	24.4	66.3	24.8
2021-07-13 20:41:21:845	24.4	66.3	24.8
2021-07-13 20:41:22:841	24.4	66.3	24.8
2021-07-13 20:41:23:848	24.4	66.3	24.8
2021-07-13 20:41:24:855	24.5	66.4	24.8
2021-07-13 20:41:25:847	24.5	66.4	24.8
2021-07-13 20:41:26:855	24.4	66.4	24.8
2021-07-13 20:41:27:846	24.4	66.4	24.8
2021-07-13 20:41:28:840	24.5	66.5	24.8
2021-07-13 20:41:29:846	24.5	66.5	24.8
2021-07-13 20:41:30:838	24.5	66.5	24.7
2021-07-13 20:41:31:846	24.5	66.5	24.7
2021-07-13 20:41:32:853	24.5	66.5	24.8
2021-07-13 20:41:33:846	24.5	66.5	24.8
2021-07-13 20:41:34:838	24.5	66.5	24.7
2021-07-13 20:41:35:845	24.5	66.5	24.8
2021-07-13 20:41:36:837	24.5	66.5	24.8
2021-07-13 20:41:37:845	24.5	66.5	24.8
2021-07-13 20:41:38:856	24.5	66.6	24.8
2021-07-13 20:41:39:832	24.5	66.6	24.7
2021-07-13 20:41:40:838	24.5	66.6	24.7
2021-07-13 20:41:41:847	24.5	66.6	24.7
2021-07-13 20:41:42:855	24.5	66.6	24.7
2021-07-13 20:41:43:837	24.5	66.6	24.7
2021-07-13 20:41:44:838	24.5	66.6	24.7
2021-07-13 20:41:45:849	24.5	66.6	24.8
2021-07-13 20:41:46:847	24.5	66.6	24.8
2021-07-13 20:41:47:852	24.5	66.6	24.8
2021-07-13 20:41:48:845	24.5	66.6	24.9
2021-07-13 20:41:49:844	24.5	66.6	24.8
2021-07-13 20:41:50:836	24.5	66.6	24.9
2021-07-13 20:41:51:843	24.5	66.6	24.9
2021-07-13 20:41:52:834	24.5	66.6	24.9
2021-07-13 20:41:53:842	24.5	66.6	24.9
2021-07-13 20:41:54:845	24.4	66.6	24.8
2021-07-13 20:41:55:854	24.4	66.6	24.8
2021-07-13 20:41:56:844	24.5	66.6	24.8
2021-07-13 20:41:57:848	24.5	66.6	24.8
2021-07-13 20:41:58:840	24.5	66.6	24.7
2021-07-13 20:41:59:833	24.5	66.6	24.7
2021-07-13 20:42:00:840	24.5	66.6	24.7
2021-07-13 20:42:01:833	24.5	66.6	24.7
2021-07-13 20:42:02:840	24.5	66.6	24.7
2021-07-13 20:42:03:856	24.5	66.6	24.8
2021-07-13 20:42:04:843	24.5	66.6	24.8
2021-07-13 20:42:05:851	24.5	66.6	24.8
2021-07-13 20:42:06:843	24.5	66.6	24.9
2021-07-13 20:42:07:836	24.5	66.6	24.9
2021-07-13 20:42:08:850	24.5	66.6	25
2021-07-13 20:42:09:843	24.5	66.6	24.9
2021-07-13 20:42:10:833	24.5	66.6	24.9
2021-07-13 20:42:11:842	24.5	66.6	24.9
2021-07-13 20:42:12:844	24.5	66.6	24.8
2021-07-13 20:42:13:845	24.5	66.6	24.8
2021-07-13 20:42:14:854	24.5	66.6	24.8
2021-07-13 20:42:15:843	24.5	66.6	24.8
2021-07-13 20:42:16:846	24.5	66.6	24.8
2021-07-13 20:42:17:852	24.5	66.6	24.8
2021-07-13 20:42:18:846	24.5	66.6	24.8
2021-07-13 20:42:19:852	24.5	66.6	24.8
2021-07-13 20:42:20:844	24.5	66.6	24.8
2021-07-13 20:42:21:846	24.5	66.6	24.8
2021-07-13 20:42:22:852	24.5	66.6	24.8
2021-07-13 20:42:23:858	24.5	66.6	24.8
2021-07-13 20:42:24:845	24.5	66.6	24.8
2021-07-13 20:42:25:856	24.5	66.6	24.8
2021-07-13 20:42:26:850	24.5	66.6	24.8
2021-07-13 20:42:27:852	24.5	66.6	24.8
2021-07-13 20:42:28:858	24.5	66.6	24.8
2021-07-13 20:42:29:847	24.5	66.6	24.8
2021-07-13 20:42:30:853	24.5	66.6	24.8
2021-07-13 20:42:31:858	24.5	66.6	24.8
2021-07-13 20:42:32:859	24.5	66.6	24.8
2021-07-13 20:42:33:858	24.5	66.6	24.8
