Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 07월 13일 18:08:20


날짜/시간 	 #1대기온도 	 #1대기습도 	 #1물체온도
2021-07-13 19:52:58:619	23.9	67.7	0
2021-07-13 19:53:00:043	23.9	67.8	24.8
2021-07-13 19:53:06:044	23.9	67.8	24.8
2021-07-13 19:53:10:060	23.9	67.9	24.9
2021-07-13 19:53:12:057	23.9	67.9	24.9
2021-07-13 19:53:14:057	23.9	67.9	24.9
2021-07-13 19:53:16:056	23.9	67.9	0
2021-07-13 19:53:18:075	23.9	67.9	24.9
2021-07-13 19:53:20:059	23.9	68	0
2021-07-13 19:53:24:042	23.9	68	24.8
2021-07-13 19:54:07:223	23.9	68.3	24.8
2021-07-13 19:54:09:232	23.9	68.3	24.8
2021-07-13 19:54:11:217	23.9	68.2	24.8
2021-07-13 19:54:14:228	24	68.2	0
2021-07-13 19:54:19:215	23.9	68.2	24.8
2021-07-13 19:54:21:231	23.9	68.2	24.9
2021-07-13 19:54:22:238	23.9	68.2	24.9
2021-07-13 19:54:23:246	23.9	68.2	0
2021-07-13 19:54:25:250	24	68.2	24.8
2021-07-13 19:54:29:233	23.9	68.2	24.8
2021-07-13 19:54:32:239	24	68.2	24.8
2021-07-13 19:54:35:229	23.9	68.2	24.8
2021-07-13 19:54:40:219	24	68.2	24.8
2021-07-13 19:54:44:237	24	68.1	0
2021-07-13 19:54:46:254	23.9	68.1	24.9
2021-07-13 19:54:47:259	23.9	68.1	24.9
2021-07-13 19:54:48:252	24	68.1	24.9
2021-07-13 19:54:50:234	24	68.1	24.8
2021-07-13 19:54:53:246	23.9	68	24.8
2021-07-13 19:54:55:224	23.9	68	24.8
2021-07-13 19:54:59:225	23.9	67.9	24.8
2021-07-13 19:55:03:272	23.9	67.9	24.8
2021-07-13 19:55:04:266	24	67.9	0
2021-07-13 19:55:06:249	24	67.9	24.8
2021-07-13 19:55:09:273	24	68	0
2021-07-13 19:55:14:279	24	68	24.8
2021-07-13 19:55:18:276	23.9	68	24.8
2021-07-13 19:55:21:286	23.9	67.9	24.8
2021-07-13 19:55:24:277	24	67.9	24.8
2021-07-13 19:55:27:302	23.9	67.9	24.9
2021-07-13 19:55:28:291	23.9	67.9	24.9
2021-07-13 19:55:29:298	23.9	67.9	24.9
2021-07-13 19:55:31:283	23.9	67.9	24.8
2021-07-13 19:55:33:298	23.9	67.9	24.9
2021-07-13 19:55:35:284	23.9	67.8	24.8
2021-07-13 19:55:38:273	23.9	67.8	24.8
2021-07-13 19:55:41:298	23.9	67.8	24.7
2021-07-13 19:55:42:289	24	67.8	0
2021-07-13 19:55:43:297	24	67.8	24.7
2021-07-13 19:55:50:567	24	67.8	24.7
2021-07-13 19:55:54:562	24	67.8	0
2021-07-13 19:55:59:552	23.9	67.7	24.9
2021-07-13 19:56:02:561	24	67.7	24.8
2021-07-13 19:56:07:567	24	67.7	24.7
2021-07-13 19:56:10:563	23.9	67.7	0
2021-07-13 19:56:15:552	24	67.6	24.9
2021-07-13 19:56:18:559	24	67.6	24.9
2021-07-13 19:56:21:570	23.9	67.6	24.8
2021-07-13 19:56:24:572	24	67.6	24.7
2021-07-13 19:56:27:575	24	67.6	24.8
2021-07-13 19:56:38:597	24	67.5	24.9
2021-07-13 19:56:41:590	24	67.4	0
2021-07-13 19:56:47:610	24	67.2	24.9
2021-07-13 19:56:54:616	24	67.1	0
2021-07-13 19:56:57:624	24	67.1	24.8
2021-07-13 19:57:01:630	24	66.9	0
2021-07-13 19:57:08:641	23.9	66.6	24.6
2021-07-13 19:57:17:637	24	66.2	24.7
2021-07-13 19:57:20:628	24	66.2	24.7
2021-07-13 20:00:03:826	23.9	66.5	24.6
2021-07-13 20:00:04:816	23.9	66.6	24.6
2021-07-13 20:00:05:824	23.9	66.6	24.6
2021-07-13 20:00:06:834	23.9	66.7	24.6
2021-07-13 20:00:07:824	23.9	66.7	24.7
2021-07-13 20:00:08:832	23.9	66.8	24.6
2021-07-13 20:00:09:823	23.9	66.8	24.6
2021-07-13 20:00:10:816	23.9	66.9	24.6
2021-07-13 20:00:11:823	23.9	66.9	24.6
2021-07-13 20:00:12:832	23.9	66.9	24.6
2021-07-13 20:00:13:824	23.9	66.9	24.6
2021-07-13 20:00:14:832	23.9	66.9	24.6
2021-07-13 20:00:15:822	23.9	66.9	24.6
2021-07-13 20:00:25:819	23.9	66.9	24.8
2021-07-13 20:00:27:818	23.9	66.9	24.7
2021-07-13 20:00:32:807	23.9	66.9	24.7
2021-07-13 20:00:35:815	23.9	66.9	24.7
2021-07-13 20:00:38:808	23.9	66.9	24.7
2021-07-13 20:00:42:821	23.9	66.9	24.8
2021-07-13 20:00:44:823	23.9	66.9	24.7
2021-07-13 20:00:46:829	23.9	66.9	24.8
2021-07-13 20:00:47:832	23.9	66.9	24.8
2021-07-13 20:00:48:838	23.9	66.9	24.8
2021-07-13 20:00:49:831	23.9	66.9	24.8
2021-07-13 20:00:50:824	23.9	67	24.8
2021-07-13 20:00:51:831	23.9	67	24.8
2021-07-13 20:00:52:823	23.9	67	24.8
2021-07-13 20:00:53:829	23.9	67	24.8
2021-07-13 20:00:54:838	23.9	67	24.8
2021-07-13 20:00:55:831	23.9	67	24.8
2021-07-13 20:00:56:837	23.9	67	24.8
2021-07-13 20:00:57:846	23.9	67	24.8
2021-07-13 20:00:59:181	23.9	67.1	24.8
2021-07-13 20:00:59:830	23.9	67.1	24.9
2021-07-13 20:01:00:838	23.9	67.1	24.8
2021-07-13 20:01:01:846	23.9	67.1	24.8
2021-07-13 20:01:03:829	23.9	67.2	24.8
2021-07-13 20:01:05:861	23.9	67.2	24.9
2021-07-13 20:01:06:854	23.9	67.3	24.9
2021-07-13 20:01:07:875	23.9	67.3	24.9
2021-07-13 20:01:08:868	23.9	67.3	24.9
2021-07-13 20:01:09:876	23.9	67.3	24.9
2021-07-13 20:01:10:867	23.9	67.3	24.9
2021-07-13 20:01:11:875	23.9	67.3	24.9
2021-07-13 20:01:12:883	23.9	67.4	24.9
2021-07-13 20:01:13:875	23.9	67.4	24.9
2021-07-13 20:01:14:883	23.9	67.4	24.9
2021-07-13 20:01:15:874	23.9	67.4	24.9
2021-07-13 20:01:16:866	23.9	67.4	24.9
2021-07-13 20:01:18:866	23.9	67.4	24.8
2021-07-13 20:01:20:866	23.9	67.5	24.8
2021-07-13 20:01:26:849	23.9	67.6	24.8
2021-07-13 20:01:30:881	23.9	67.7	24.6
2021-07-13 20:01:31:870	23.9	67.7	24.7
2021-07-13 20:01:32:864	23.9	67.7	24.7
2021-07-13 20:01:33:870	23.9	67.7	24.7
2021-07-13 20:01:34:879	23.9	67.7	24.7
2021-07-13 20:01:35:886	23.9	67.7	24.7
2021-07-13 20:01:36:896	23.9	67.8	24.7
2021-07-13 20:01:38:878	23.9	67.8	24.8
2021-07-13 20:01:39:887	23.9	67.8	24.7
2021-07-13 20:01:40:878	23.9	67.8	24.7
2021-07-13 20:01:41:885	23.9	67.8	24.7
2021-07-13 20:01:42:877	23.9	67.9	24.7
2021-07-13 20:01:43:886	23.9	67.9	24.7
2021-07-13 20:01:44:894	23.9	67.9	24.7
2021-07-13 20:01:45:885	23.9	67.9	24.6
2021-07-13 20:01:46:894	23.9	67.9	24.6
2021-07-13 20:01:47:884	23.9	67.9	24.7
2021-07-13 20:01:48:891	23.9	67.9	24.7
2021-07-13 20:01:49:900	23.9	67.9	24.7
2021-07-13 20:01:50:894	23.9	68	24.7
2021-07-13 20:01:51:884	23.9	68	24.7
2021-07-13 20:01:52:892	23.9	68	24.7
2021-07-13 20:01:53:883	23.9	68	24.7
2021-07-13 20:01:54:875	23.9	68	24.7
2021-07-13 20:01:55:883	23.9	68	24.7
2021-07-13 20:01:56:890	23.9	68	24.7
2021-07-13 20:01:57:882	23.9	68	24.7
2021-07-13 20:01:58:894	23.9	68.1	24.7
2021-07-13 20:01:59:899	23.9	68.1	24.7
2021-07-13 20:02:00:892	23.9	68	24.7
2021-07-13 20:02:01:901	23.9	68	24.6
2021-07-13 20:02:02:892	23.9	68	24.6
2021-07-13 20:02:03:884	23.9	68	24.6
2021-07-13 20:02:04:892	23.9	68	24.6
2021-07-13 20:02:05:884	23.9	68	24.6
2021-07-13 20:02:06:902	23.9	68	24.6
2021-07-13 20:02:07:879	23.9	68	24.6
2021-07-13 20:02:08:885	23.9	68	24.6
2021-07-13 20:02:09:895	23.9	68	24.6
2021-07-13 20:02:10:885	23.9	68	24.6
2021-07-13 20:02:11:894	23.9	68	24.6
2021-07-13 20:02:12:885	23.9	68	24.6
2021-07-13 20:02:13:878	23.9	68	24.6
2021-07-13 20:02:14:885	23.9	68	24.6
2021-07-13 20:02:15:893	23.9	68	24.6
2021-07-13 20:02:16:884	23.9	68	24.7
2021-07-13 20:02:17:893	23.9	68	24.6
2021-07-13 20:02:18:885	23.9	68	24.6
2021-07-13 20:02:19:892	23.9	68	24.6
2021-07-13 20:02:20:884	23.9	68	24.6
2021-07-13 20:02:21:892	23.9	68	24.6
2021-07-13 20:02:22:884	23.9	68	24.6
2021-07-13 20:02:23:891	23.9	68	24.6
2021-07-13 20:02:24:883	23.9	68	24.6
2021-07-13 20:02:25:892	23.9	68	24.7
2021-07-13 20:02:26:884	23.9	68	24.7
2021-07-13 20:02:27:908	23.9	68	24.7
2021-07-13 20:02:28:900	23.9	68	24.7
2021-07-13 20:02:29:906	23.9	68	24.7
2021-07-13 20:02:30:899	23.9	68	24.7
2021-07-13 20:02:31:906	23.9	68	24.7
2021-07-13 20:02:33:892	23.9	68	24.8
2021-07-13 20:02:36:898	23.9	68	24.8
2021-07-13 20:02:39:890	23.9	68	24.8
2021-07-13 20:02:42:880	23.9	68	24.8
2021-07-13 20:02:47:887	23.9	68	24.8
2021-07-13 20:02:52:912	23.9	67.9	24.8
2021-07-13 20:02:53:917	23.9	67.9	24.8
2021-07-13 20:02:55:901	23.9	67.9	24.8
2021-07-13 20:02:58:923	23.9	67.9	24.9
2021-07-13 20:02:59:915	23.9	67.9	24.9
2021-07-13 20:03:00:922	23.9	67.9	24.9
2021-07-13 20:03:01:915	23.9	67.9	24.9
2021-07-13 20:03:02:924	23.9	67.9	24.9
2021-07-13 20:03:03:915	23.9	67.9	24.9
2021-07-13 20:03:04:923	23.9	67.9	24.9
2021-07-13 20:03:06:906	23.9	67.9	24.8
2021-07-13 20:03:09:897	23.9	67.9	24.8
2021-07-13 20:03:13:929	23.9	67.9	24.8
2021-07-13 20:03:15:912	23.9	67.9	24.8
2021-07-13 20:03:18:904	23.9	67.9	24.8
2021-07-13 20:03:20:936	23.9	67.9	24.7
2021-07-13 20:03:21:945	23.9	67.9	24.7
2021-07-13 20:03:23:928	23.9	67.8	24.8
2021-07-13 20:03:26:919	23.9	67.8	24.8
2021-07-13 20:03:33:926	23.9	67.7	24.7
2021-07-13 20:03:34:933	23.9	67.7	24.7
2021-07-13 20:03:35:925	23.9	67.7	24.7
2021-07-13 20:03:36:933	23.9	67.7	24.7
2021-07-13 20:03:37:942	23.9	67.7	24.7
2021-07-13 20:03:38:932	23.9	67.6	24.7
2021-07-13 20:03:39:941	23.9	67.6	24.7
2021-07-13 20:03:40:949	23.9	67.6	24.7
2021-07-13 20:03:41:923	23.9	67.6	24.6
2021-07-13 20:03:42:943	24	67.6	24.7
2021-07-13 20:03:43:936	24	67.6	24.7
2021-07-13 20:03:44:945	23.9	67.6	24.7
2021-07-13 20:03:45:937	23.9	67.6	24.7
2021-07-13 20:03:46:943	23.9	67.6	24.7
2021-07-13 20:03:47:936	23.9	67.6	24.7
2021-07-13 20:03:48:928	23.9	67.6	24.7
2021-07-13 20:03:49:936	23.9	67.6	24.7
2021-07-13 20:03:50:927	23.9	67.6	24.7
2021-07-13 20:03:51:936	23.9	67.6	24.7
2021-07-13 20:03:52:944	23.9	67.6	24.7
2021-07-13 20:03:53:935	23.9	67.6	24.7
2021-07-13 20:03:54:944	23.9	67.6	24.7
2021-07-13 20:03:55:934	23.9	67.6	24.7
2021-07-13 20:03:56:928	23.9	67.5	24.6
2021-07-13 20:03:57:933	23.9	67.5	24.6
2021-07-13 20:03:58:926	23.9	67.4	24.6
2021-07-13 20:03:59:933	23.9	67.4	24.6
2021-07-13 20:04:00:925	23.9	67.4	24.6
2021-07-13 20:04:01:932	23.9	67.4	24.6
2021-07-13 20:04:02:944	24	67.3	24.6
2021-07-13 20:04:03:932	24	67.3	24.6
2021-07-13 20:04:04:940	24	67.2	24.6
2021-07-13 20:04:05:948	24	67.2	24.6
2021-07-13 20:04:06:941	23.9	67.1	24.6
2021-07-13 20:04:07:930	23.9	67.1	24.6
2021-07-13 20:04:08:937	24	67	24.6
2021-07-13 20:04:09:929	24	67	24.6
2021-07-13 20:04:11:935	23.9	66.9	24.7
2021-07-13 20:04:15:943	23.9	66.8	24.6
2021-07-13 20:04:16:950	23.9	66.7	24.6
2021-07-13 20:04:17:942	23.9	66.7	24.6
2021-07-13 20:04:18:949	23.9	66.7	24.6
2021-07-13 20:04:19:956	23.9	66.7	24.6
2021-07-13 20:04:20:949	23.9	66.7	24.6
2021-07-13 20:04:21:971	23.9	66.7	24.6
2021-07-13 20:04:22:959	24	66.8	24.6
2021-07-13 20:04:23:947	24	66.8	24.5
2021-07-13 20:04:24:961	23.9	66.8	24.5
2021-07-13 20:04:25:953	23.9	66.8	24.5
2021-07-13 20:04:26:945	24	66.8	24.5
2021-07-13 20:04:27:951	24	66.8	24.5
2021-07-13 20:04:28:960	24	66.8	24.5
2021-07-13 20:04:29:955	24	66.8	24.6
2021-07-13 20:04:30:950	23.9	66.9	24.5
2021-07-13 20:04:31:954	23.9	66.9	24.6
2021-07-13 20:04:32:947	23.9	66.9	24.6
2021-07-13 20:04:33:955	23.9	66.9	24.6
2021-07-13 20:04:34:947	23.9	66.9	24.6
2021-07-13 20:04:35:955	23.9	66.9	24.6
2021-07-13 20:04:36:946	23.9	66.9	24.6
2021-07-13 20:04:37:954	23.9	66.9	24.6
2021-07-13 20:04:38:954	24	67	24.6
2021-07-13 20:04:39:961	24	67	24.6
2021-07-13 20:04:40:967	23.9	67	24.6
2021-07-13 20:04:41:959	23.9	67	24.6
2021-07-13 20:04:42:967	23.9	67	24.6
2021-07-13 20:04:43:958	23.9	67	24.6
2021-07-13 20:04:44:967	23.9	67	24.6
2021-07-13 20:04:45:975	23.9	67	24.6
2021-07-13 20:04:46:966	23.9	67	24.6
2021-07-13 20:04:47:958	23.9	67	24.6
2021-07-13 20:04:48:986	23.9	67.1	24.7
2021-07-13 20:04:49:958	23.9	67.1	24.7
2021-07-13 20:04:50:966	23.9	67.1	24.7
2021-07-13 20:04:51:975	23.9	67.1	24.7
2021-07-13 20:04:52:967	24	67.1	24.7
2021-07-13 20:04:53:973	24	67.1	24.7
2021-07-13 20:04:54:965	23.9	67.1	24.7
2021-07-13 20:04:55:973	23.9	67.1	24.8
2021-07-13 20:04:56:966	23.9	67	24.7
2021-07-13 20:04:57:973	23.9	67	24.7
2021-07-13 20:04:58:968	23.9	67	24.8
2021-07-13 20:04:59:972	23.9	67	24.7
2021-07-13 20:05:00:980	23.9	67	24.7
2021-07-13 20:05:01:972	23.9	67	24.7
2021-07-13 20:05:02:982	24	67	24.7
2021-07-13 20:05:03:972	24	67	24.7
2021-07-13 20:05:04:979	24	66.9	24.7
2021-07-13 20:05:05:988	24	66.9	24.7
2021-07-13 20:05:07:955	23.9	66.9	24.7
2021-07-13 20:05:11:989	23.9	66.9	24.8
2021-07-13 20:05:12:982	23.9	66.8	24.8
2021-07-13 20:05:13:988	23.9	66.8	24.8
2021-07-13 20:05:15:958	24	66.8	24.8
2021-07-13 20:05:20:977	24	66.8	24.7
2021-07-13 20:05:21:985	24	66.8	24.7
2021-07-13 20:05:22:993	23.9	66.7	24.7
2021-07-13 20:05:24:002	23.9	66.7	24.7
2021-07-13 20:05:24:993	23.9	66.7	24.7
2021-07-13 20:05:26:002	23.9	66.7	24.7
2021-07-13 20:05:27:010	23.9	66.6	24.7
2021-07-13 20:05:28:000	23.9	66.6	24.7
2021-07-13 20:05:28:993	23.9	66.5	24.8
2021-07-13 20:05:30:000	23.9	66.5	24.7
2021-07-13 20:05:31:009	23.9	66.5	24.8
2021-07-13 20:05:32:000	23.9	66.5	24.8
2021-07-13 20:05:33:009	23.9	66.4	24.8
2021-07-13 20:05:34:012	23.9	66.4	24.8
2021-07-13 20:05:35:004	24	66.3	24.8
2021-07-13 20:05:35:996	24	66.3	24.7
2021-07-13 20:05:36:988	23.9	66.3	24.8
2021-07-13 20:05:37:996	23.9	66.3	24.8
2021-07-13 20:05:39:983	24	66.2	24.7
2021-07-13 20:05:41:995	23.9	66.2	24.7
2021-07-13 20:05:42:987	23.9	66.1	24.7
2021-07-13 20:05:43:996	23.9	66.1	24.7
2021-07-13 20:05:45:004	24	66.1	24.6
2021-07-13 20:05:46:014	24	66.1	24.6
2021-07-13 20:05:46:998	24	66.1	24.6
2021-07-13 20:05:48:001	24	66.1	24.6
2021-07-13 20:05:48:993	23.9	66.1	24.6
2021-07-13 20:05:50:002	23.9	66.1	24.6
2021-07-13 20:05:51:016	24	66.1	24.6
2021-07-13 20:05:52:022	24	66.1	24.6
2021-07-13 20:05:53:015	23.9	66.1	24.6
2021-07-13 20:05:54:018	23.9	66.1	24.5
2021-07-13 20:05:55:027	24	66.1	24.5
2021-07-13 20:05:56:000	24	66.1	24.5
2021-07-13 20:05:57:010	24	66.1	24.5
2021-07-13 20:05:58:016	24	66.1	24.5
2021-07-13 20:05:59:024	23.9	66.1	24.5
2021-07-13 20:06:00:020	23.9	66.1	24.5
2021-07-13 20:06:01:013	24	66.1	24.5
2021-07-13 20:06:02:004	24	66.1	24.5
2021-07-13 20:06:03:014	23.9	66.1	24.6
2021-07-13 20:06:04:019	23.9	66.1	24.6
2021-07-13 20:06:05:011	23.9	66.1	24.6
2021-07-13 20:06:06:019	23.9	66.1	24.6
2021-07-13 20:06:07:027	23.9	66.1	24.6
2021-07-13 20:06:08:036	23.9	66.1	24.6
2021-07-13 20:06:09:028	23.9	66.1	24.6
2021-07-13 20:06:10:037	24	66.1	24.6
2021-07-13 20:06:11:037	24	66.1	24.6
2021-07-13 20:06:12:035	24	66.1	24.6
2021-07-13 20:06:13:028	24	66.1	24.6
2021-07-13 20:06:14:038	23.9	66.1	24.6
2021-07-13 20:06:15:027	23.9	66.1	24.6
2021-07-13 20:06:16:036	23.9	66.1	24.6
2021-07-13 20:06:17:027	23.9	66.1	24.6
2021-07-13 20:06:18:037	23.9	66	24.6
2021-07-13 20:06:19:027	23.9	66	24.6
2021-07-13 20:06:20:036	23.9	65.9	24.6
2021-07-13 20:06:21:028	23.9	65.9	24.7
2021-07-13 20:06:22:035	23.9	65.8	24.7
2021-07-13 20:06:23:026	23.9	65.8	24.6
2021-07-13 20:06:24:045	23.9	65.6	24.6
2021-07-13 20:06:25:036	23.9	65.6	24.6
2021-07-13 20:06:26:028	23.9	65.5	24.6
2021-07-13 20:06:27:036	23.9	65.5	24.5
2021-07-13 20:06:28:028	23.9	65.4	24.5
2021-07-13 20:06:29:038	23.9	65.4	24.5
2021-07-13 20:06:30:031	23.9	65.4	24.5
2021-07-13 20:06:31:035	23.9	65.4	24.5
2021-07-13 20:06:32:041	23.9	65.4	24.5
2021-07-13 20:06:33:032	23.9	65.4	24.5
2021-07-13 20:06:34:035	23.9	65.3	24.5
2021-07-13 20:06:35:043	23.9	65.3	24.6
2021-07-13 20:06:36:035	23.9	65.3	24.6
2021-07-13 20:06:37:027	23.9	65.3	24.6
2021-07-13 20:06:38:036	23.9	65.4	24.6
2021-07-13 20:06:39:043	23.9	65.4	24.6
2021-07-13 20:06:40:034	23.9	65.4	24.6
2021-07-13 20:06:41:026	23.9	65.4	24.6
2021-07-13 20:06:43:012	24	65.4	24.5
2021-07-13 20:06:47:044	23.9	65.5	24.5
2021-07-13 20:06:48:049	23.9	65.5	24.6
2021-07-13 20:06:49:042	23.9	65.5	24.6
2021-07-13 20:06:50:049	23.9	65.5	24.6
2021-07-13 20:06:51:041	23.9	65.5	24.7
2021-07-13 20:06:52:034	24	65.5	24.7
2021-07-13 20:06:53:041	24	65.5	24.6
2021-07-13 20:06:54:047	23.9	65.5	24.6
2021-07-13 20:06:55:056	23.9	65.5	24.7
2021-07-13 20:06:56:031	23.9	65.5	24.7
2021-07-13 20:06:57:039	23.9	65.5	24.7
2021-07-13 20:06:58:063	23.9	65.5	24.7
2021-07-13 20:06:59:055	23.9	65.5	24.6
2021-07-13 20:07:00:064	23.9	65.5	24.7
2021-07-13 20:07:01:071	23.9	65.5	24.7
2021-07-13 20:07:02:063	23.9	65.5	24.7
2021-07-13 20:07:03:054	23.9	65.5	24.7
2021-07-13 20:07:04:063	23.9	65.5	24.7
2021-07-13 20:07:05:054	23.9	65.5	24.7
2021-07-13 20:07:06:061	23.9	65.5	24.7
2021-07-13 20:07:07:054	23.9	65.5	24.7
2021-07-13 20:07:08:062	23.9	65.6	24.7
2021-07-13 20:07:09:070	23.9	65.6	24.7
2021-07-13 20:07:10:061	23.9	65.6	24.7
2021-07-13 20:07:11:052	23.9	65.6	24.7
2021-07-13 20:07:12:061	23.9	65.6	24.7
2021-07-13 20:07:13:070	23.9	65.6	24.7
2021-07-13 20:07:14:064	23.9	65.6	24.6
2021-07-13 20:07:15:073	23.9	65.6	24.6
2021-07-13 20:07:16:065	23.9	65.8	24.6
2021-07-13 20:07:17:073	23.9	65.8	24.7
2021-07-13 20:07:18:047	23.9	65.9	24.7
2021-07-13 20:07:19:055	23.9	65.9	24.7
2021-07-13 20:07:20:059	23.9	65.9	24.6
2021-07-13 20:07:21:047	23.9	65.9	24.6
2021-07-13 20:07:23:047	23.9	66	24.7
2021-07-13 20:07:26:039	23.9	66	24.7
2021-07-13 20:07:32:052	23.9	66.1	24.7
2021-07-13 20:07:33:061	23.9	66.1	24.7
2021-07-13 20:07:34:051	23.9	66.1	24.7
2021-07-13 20:07:35:060	23.9	66.1	24.7
2021-07-13 20:07:36:067	23.9	66.1	24.7
2021-07-13 20:07:37:060	23.9	66.1	24.7
2021-07-13 20:07:38:068	23.9	66.1	24.7
2021-07-13 20:07:39:060	23.9	66.1	24.7
2021-07-13 20:07:40:061	24	66.1	24.6
2021-07-13 20:07:41:070	24	66.1	24.7
2021-07-13 20:07:42:061	23.9	66.1	24.7
2021-07-13 20:07:43:052	23.9	66.1	24.7
2021-07-13 20:07:44:061	23.9	66.1	24.7
2021-07-13 20:07:45:053	23.9	66.1	24.7
2021-07-13 20:07:46:060	23.9	66.1	24.7
2021-07-13 20:07:47:067	23.9	66.1	24.7
2021-07-13 20:07:48:059	23.9	66.1	24.7
2021-07-13 20:07:49:084	23.9	66.1	24.7
2021-07-13 20:07:50:076	23.9	66.1	24.7
2021-07-13 20:07:51:083	23.9	66.1	24.7
2021-07-13 20:07:53:052	23.9	66.1	24.8
2021-07-13 20:07:58:077	24	66.1	24.7
2021-07-13 20:07:59:082	24	66.1	24.7
2021-07-13 20:08:00:075	23.9	66.2	24.6
2021-07-13 20:08:01:082	23.9	66.2	24.6
2021-07-13 20:08:02:088	23.9	66.3	24.6
2021-07-13 20:08:03:097	23.9	66.3	24.6
2021-07-13 20:08:04:089	23.9	66.5	24.5
2021-07-13 20:08:05:097	23.9	66.5	24.5
2021-07-13 20:08:06:104	23.9	66.6	24.6
2021-07-13 20:08:07:113	23.9	66.6	24.6
2021-07-13 20:08:08:105	23.9	66.6	24.6
2021-07-13 20:08:09:112	23.9	66.6	24.6
2021-07-13 20:08:10:104	23.9	67	24.6
2021-07-13 20:08:11:111	23.9	67	24.7
2021-07-13 20:08:12:103	23.9	67	24.7
2021-07-13 20:08:13:112	23.9	67	24.7
2021-07-13 20:08:14:105	23.9	67.2	24.7
2021-07-13 20:08:15:097	23.9	67.2	24.6
2021-07-13 20:08:16:104	23.9	67.3	24.6
2021-07-13 20:08:17:111	23.9	67.3	24.6
2021-07-13 20:08:18:102	23.9	67.3	24.6
2021-07-13 20:08:20:087	23.9	67.3	24.5
2021-07-13 20:08:22:110	23.9	67.4	24.6
2021-07-13 20:08:23:109	23.9	67.4	24.6
2021-07-13 20:08:24:102	23.9	67.5	24.6
2021-07-13 20:08:25:110	23.9	67.5	24.6
2021-07-13 20:08:26:102	23.9	67.5	24.6
2021-07-13 20:08:27:110	23.9	67.5	24.6
2021-07-13 20:08:28:111	24	67.6	24.7
2021-07-13 20:08:29:117	24	67.6	24.6
2021-07-13 20:08:30:127	23.9	67.7	24.6
2021-07-13 20:08:31:130	23.9	67.7	24.6
2021-07-13 20:08:32:140	23.9	67.7	24.6
