Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 07월 28일 00:00:00


날짜/시간 	 #1대기온도 	 #1대기습도 	 #1물체온도
2021-07-28 11:42:04:557	24.3	58.2	25
2021-07-28 11:42:05:556	24.3	58.2	24.9
2021-07-28 11:42:06:556	24.3	58.2	25
2021-07-28 11:42:07:572	24.2	58.1	25
2021-07-28 11:42:08:556	24.2	58.1	25
2021-07-28 11:42:09:555	24.2	58.1	25
2021-07-28 11:42:10:555	24.2	58.1	24.9
2021-07-28 11:42:11:571	24.2	58.1	24.9
2021-07-28 11:42:12:571	24.2	58.1	24.9
2021-07-28 11:42:13:571	24.2	58.1	24.9
2021-07-28 11:42:14:571	24.2	58.1	24.9
2021-07-28 11:42:15:571	24.3	58.1	24.9
2021-07-28 11:42:16:570	24.3	58.1	25
2021-07-28 11:42:17:570	24.3	58.1	25
2021-07-28 11:42:18:570	24.3	58.1	25
2021-07-28 11:42:19:570	24.3	58.1	25
2021-07-28 11:42:20:569	24.3	58.1	25
2021-07-28 11:42:21:569	24.2	58.2	25
2021-07-28 11:42:22:569	24.2	58.2	24.9
2021-07-28 11:42:23:569	24.3	58.2	24.9
2021-07-28 11:42:24:568	24.3	58.2	24.9
2021-07-28 11:42:25:568	24.2	58.2	24.9
2021-07-28 11:42:26:568	24.2	58.2	24.9
2021-07-28 11:42:27:568	24.3	58.2	25
2021-07-28 11:42:28:568	24.3	58.2	25
2021-07-28 11:42:29:568	24.3	58.2	25
2021-07-28 11:42:30:568	24.3	58.2	25
2021-07-28 11:42:31:567	24.3	58.2	25
2021-07-28 11:42:32:567	24.3	58.2	25
2021-07-28 11:42:33:567	24.2	58.2	24.9
2021-07-28 11:42:34:567	24.2	58.2	24.9
2021-07-28 11:42:35:567	24.2	58.1	24.9
2021-07-28 11:42:36:566	24.2	58.1	24.9
2021-07-28 11:42:37:566	24.3	58.1	24.9
2021-07-28 11:42:38:566	24.3	58.1	24.9
2021-07-28 11:42:39:566	24.3	58.1	24.9
2021-07-28 11:42:40:566	24.3	58.1	25
2021-07-28 11:42:41:565	24.3	58.1	25
2021-07-28 11:42:42:565	24.3	58.1	25
2021-07-28 11:42:43:565	24.3	58.1	25
2021-07-28 11:42:44:565	24.3	58.1	25
2021-07-28 11:42:45:564	24.3	58.1	25
2021-07-28 11:42:46:564	24.3	58.1	25
2021-07-28 11:42:47:564	24.3	58.2	25
2021-07-28 11:42:48:564	24.3	58.2	25
2021-07-28 11:42:49:563	24.3	58.2	25
2021-07-28 11:42:50:563	24.3	58.2	25
2021-07-28 11:42:51:563	24.3	58.2	25
2021-07-28 11:42:52:563	24.3	58.2	24.9
2021-07-28 11:42:53:562	24.3	58.2	25
2021-07-28 11:42:54:562	24.3	58.2	24.9
2021-07-28 11:42:55:562	24.3	58.1	24.9
2021-07-28 11:42:56:559	24.3	58.1	24.9
2021-07-28 11:42:57:559	24.3	58.1	24.9
2021-07-28 11:42:58:560	24.3	58.1	24.9
2021-07-28 11:42:59:560	24.3	58.1	25
2021-07-28 11:43:00:591	24.3	58.1	25
2021-07-28 11:43:01:560	24.3	58.1	25
2021-07-28 11:43:02:560	24.3	58.1	25
2021-07-28 11:43:03:559	24.3	58.1	25
2021-07-28 11:43:04:559	24.3	58.1	25
2021-07-28 11:43:05:559	24.3	58.1	25
2021-07-28 11:43:06:559	24.3	58.1	25
2021-07-28 11:43:07:560	24.3	58.1	25
2021-07-28 11:43:08:560	24.3	58.1	24.9
2021-07-28 11:43:09:560	24.3	58.1	24.9
2021-07-28 11:43:10:561	24.3	58.1	24.9
2021-07-28 11:43:11:561	24.3	58.1	24.9
2021-07-28 11:43:12:561	24.3	58.1	24.9
2021-07-28 11:43:13:561	24.2	58	24.9
2021-07-28 11:43:14:560	24.2	58	24.9
2021-07-28 11:43:15:560	24.3	58	24.9
2021-07-28 11:43:16:565	24.3	58	24.9
2021-07-28 11:43:17:566	24.3	58	24.9
2021-07-28 11:43:18:566	24.3	58	24.9
2021-07-28 11:43:19:566	24.3	58	24.9
2021-07-28 11:43:20:566	24.3	58	24.9
2021-07-28 11:43:21:566	24.3	58	24.9
2021-07-28 11:43:22:556	24.3	58	24.9
2021-07-28 11:43:23:556	24.3	58	24.9
2021-07-28 11:43:24:556	24.3	58	24.9
2021-07-28 11:43:25:556	24.3	58	24.9
2021-07-28 11:43:26:556	24.3	58	24.9
2021-07-28 11:43:27:556	24.3	58	24.8
2021-07-28 11:43:28:555	24.3	58	24.9
2021-07-28 11:43:29:571	24.3	58	24.9
2021-07-28 11:43:30:571	24.3	58	24.9
2021-07-28 11:43:31:571	24.3	58	24.9
2021-07-28 11:43:32:570	24.3	58	24.9
2021-07-28 11:43:33:569	24.3	58	24.9
2021-07-28 11:43:34:570	24.3	58	24.9
2021-07-28 11:43:35:570	24.3	58	24.9
2021-07-28 11:43:36:570	24.3	58	24.9
2021-07-28 11:43:37:569	24.2	57.9	24.9
2021-07-28 11:43:38:569	24.2	57.9	24.8
2021-07-28 11:43:39:569	24.3	57.9	24.8
2021-07-28 11:43:40:569	24.3	57.9	24.9
2021-07-28 11:43:41:569	24.3	57.9	24.9
2021-07-28 11:43:42:574	24.3	57.9	24.9
2021-07-28 11:43:43:589	24.2	57.9	24.9
2021-07-28 11:43:44:589	24.2	57.9	24.9
2021-07-28 11:43:45:589	24.3	57.9	24.9
2021-07-28 11:43:46:589	24.3	57.9	24.9
2021-07-28 11:43:47:588	24.3	57.9	24.9
2021-07-28 11:43:48:588	24.3	57.9	24.9
2021-07-28 11:43:49:588	24.3	57.9	24.9
2021-07-28 11:43:50:588	24.3	57.9	24.9
2021-07-28 11:43:51:592	24.2	57.9	24.9
2021-07-28 11:43:52:592	24.2	57.9	24.9
2021-07-28 11:43:53:591	24.3	57.9	24.9
2021-07-28 11:43:54:591	24.3	57.9	24.9
2021-07-28 11:43:55:600	24.3	58	24.9
2021-07-28 11:43:56:705	24.3	58	24.9
2021-07-28 11:43:57:596	24.3	58	24.8
2021-07-28 11:43:58:609	24.3	58	24.9
2021-07-28 11:43:59:594	24.3	58	24.9
2021-07-28 11:44:00:625	24.3	58	24.9
2021-07-28 11:44:01:594	24.2	58	24.8
2021-07-28 11:44:02:609	24.2	58	24.9
2021-07-28 11:44:03:593	24.3	58	24.9
2021-07-28 11:44:04:608	24.3	58	24.9
2021-07-28 11:44:05:592	24.2	58	24.9
2021-07-28 11:44:06:608	24.2	58	24.9
2021-07-28 11:44:07:592	24.3	58	24.9
2021-07-28 11:44:08:592	24.3	58	24.9
2021-07-28 11:44:09:592	24.3	58	24.9
2021-07-28 11:44:10:607	24.3	58	24.9
2021-07-28 11:44:11:591	24.3	58	24.9
2021-07-28 11:44:12:591	24.3	58	24.9
2021-07-28 11:44:13:591	24.3	58	24.9
2021-07-28 11:44:14:591	24.3	58	24.9
2021-07-28 11:44:15:591	24.3	58	24.9
2021-07-28 11:44:16:606	24.3	58	24.9
2021-07-28 11:44:17:590	24.3	58.1	24.9
2021-07-28 11:44:18:606	24.3	58.1	24.9
2021-07-28 11:44:19:590	24.3	58.1	25
2021-07-28 11:44:20:574	24.3	58.1	25
2021-07-28 11:44:21:589	24.3	58.1	25
2021-07-28 11:44:22:589	24.3	58.1	25
2021-07-28 11:44:23:589	24.3	58.1	25
2021-07-28 11:44:24:605	24.3	58.1	24.9
2021-07-28 11:44:25:589	24.3	58.1	24.9
2021-07-28 11:44:26:604	24.3	58.1	24.9
2021-07-28 11:44:27:589	24.3	58.1	24.9
2021-07-28 11:44:28:588	24.3	58.1	24.9
2021-07-28 11:44:29:588	24.3	58.1	24.9
2021-07-28 11:44:30:604	24.3	58.1	24.9
2021-07-28 11:44:31:588	24.2	58.1	24.9
2021-07-28 11:44:32:604	24.2	58.1	24.9
2021-07-28 11:44:33:588	24.3	58.1	24.9
2021-07-28 11:44:34:587	24.3	58.1	24.9
2021-07-28 11:44:35:587	24.3	58.1	24.9
2021-07-28 11:44:36:603	24.3	58.1	24.9
2021-07-28 11:44:37:587	24.2	58.1	24.9
2021-07-28 11:44:38:603	24.2	58.1	24.9
2021-07-28 11:44:39:587	24.2	58.2	24.9
2021-07-28 11:44:40:602	24.2	58.2	24.9
2021-07-28 11:44:41:602	24.3	58.2	24.9
2021-07-28 11:44:42:634	24.3	58.2	24.9
2021-07-28 11:44:43:633	24.3	58.2	24.9
2021-07-28 11:44:44:649	24.3	58.2	24.9
2021-07-28 11:44:45:649	24.3	58.2	24.9
2021-07-28 11:44:46:649	24.3	58.2	24.9
2021-07-28 11:44:47:648	24.3	58.3	24.9
2021-07-28 11:44:48:648	24.3	58.3	24.9
2021-07-28 11:44:49:648	24.3	58.3	24.9
2021-07-28 11:44:50:648	24.3	58.3	24.9
2021-07-28 11:44:51:648	24.3	58.4	24.9
2021-07-28 11:44:52:647	24.3	58.4	24.9
2021-07-28 11:44:53:647	24.2	58.4	24.9
2021-07-28 11:44:54:647	24.2	58.4	24.9
2021-07-28 11:44:55:647	24.2	58.4	24.9
2021-07-28 11:44:56:646	24.2	58.4	24.9
2021-07-28 11:44:57:646	24.2	58.4	24.9
2021-07-28 11:44:58:646	24.2	58.4	24.9
2021-07-28 11:44:59:646	24.2	58.4	24.8
2021-07-28 11:45:00:646	24.2	58.4	24.8
2021-07-28 11:45:01:646	24.2	58.4	24.8
2021-07-28 11:45:02:646	24.2	58.4	24.8
2021-07-28 11:45:03:645	24.3	58.3	24.8
2021-07-28 11:45:04:645	24.3	58.3	24.8
2021-07-28 11:45:05:645	24.2	58.3	24.8
2021-07-28 11:45:06:645	24.2	58.3	24.9
2021-07-28 11:45:07:645	24.2	58.3	24.9
2021-07-28 11:45:08:645	24.2	58.3	24.9
2021-07-28 11:45:09:645	24.3	58.3	24.9
2021-07-28 11:45:10:644	24.3	58.3	24.9
2021-07-28 11:45:11:644	24.2	58.3	25
2021-07-28 11:45:12:644	24.2	58.3	25
2021-07-28 11:45:13:644	24.3	58.3	25
2021-07-28 11:45:14:644	24.3	58.3	24.9
2021-07-28 11:45:15:644	24.3	58.3	24.9
2021-07-28 11:45:16:643	24.3	58.3	25
2021-07-28 11:45:17:643	24.2	58.3	25
2021-07-28 11:45:18:643	24.2	58.3	25
2021-07-28 11:45:19:643	24.3	58.3	24.9
2021-07-28 11:45:20:643	24.3	58.3	24.9
2021-07-28 11:45:21:643	24.2	58.3	24.9
2021-07-28 11:45:22:642	24.2	58.3	24.9
2021-07-28 11:45:23:642	24.2	58.3	24.9
2021-07-28 11:45:24:642	24.2	58.3	24.9
2021-07-28 11:45:25:642	24.2	58.3	24.9
2021-07-28 11:45:26:642	24.2	58.3	24.9
2021-07-28 11:45:27:642	24.2	58.3	24.9
2021-07-28 11:45:28:642	24.2	58.3	24.9
2021-07-28 11:45:29:641	24.3	58.3	24.9
2021-07-28 11:45:30:641	24.3	58.3	24.9
2021-07-28 11:45:31:641	24.2	58.3	24.9
2021-07-28 11:45:32:641	24.2	58.3	24.9
2021-07-28 11:45:33:641	24.2	58.3	24.9
2021-07-28 11:45:34:656	24.2	58.3	24.9
2021-07-28 11:45:35:641	24.2	58.3	24.9
2021-07-28 11:45:36:640	24.2	58.3	25
2021-07-28 11:45:37:640	24.2	58.3	25
2021-07-28 11:45:38:640	24.2	58.3	25
2021-07-28 11:45:39:640	24.2	58.3	25
2021-07-28 11:45:40:639	24.2	58.3	25
2021-07-28 11:45:41:639	24.3	58.3	25
2021-07-28 11:45:42:639	24.3	58.3	25
2021-07-28 11:45:43:639	24.2	58.3	25
2021-07-28 11:45:44:655	24.2	58.3	24.9
2021-07-28 11:45:45:639	24.3	58.3	24.9
2021-07-28 11:45:46:639	24.3	58.3	24.9
2021-07-28 11:45:47:638	24.3	58.3	24.9
2021-07-28 11:45:48:638	24.3	58.3	24.9
2021-07-28 11:45:49:638	24.2	58.3	24.9
2021-07-28 11:45:50:638	24.2	58.3	24.9
2021-07-28 11:45:51:637	24.3	58.3	24.9
2021-07-28 11:45:52:637	24.3	58.3	24.9
2021-07-28 11:45:53:637	24.3	58.3	24.9
2021-07-28 11:45:54:637	24.3	58.3	24.9
2021-07-28 11:45:55:637	24.2	58.3	24.9
2021-07-28 11:45:56:636	24.2	58.3	24.9
2021-07-28 11:45:57:636	24.2	58.3	24.9
2021-07-28 11:45:58:636	24.2	58.3	24.9
2021-07-28 11:45:59:636	24.3	58.3	24.9
2021-07-28 11:46:00:636	24.3	58.3	24.9
2021-07-28 11:46:01:636	24.2	58.3	24.9
2021-07-28 11:46:02:651	24.2	58.3	25
2021-07-28 11:46:03:635	24.2	58.3	25
2021-07-28 11:46:04:635	24.2	58.3	25
2021-07-28 11:46:05:635	24.3	58.3	25
2021-07-28 11:46:06:635	24.3	58.3	25
2021-07-28 11:46:07:636	24.3	58.3	25
2021-07-28 11:46:08:651	24.3	58.3	25
2021-07-28 11:46:09:635	24.2	58.3	25
2021-07-28 11:46:10:651	24.2	58.3	25
2021-07-28 11:46:11:635	24.3	58.3	25
2021-07-28 11:46:12:650	24.3	58.3	24.9
2021-07-28 11:46:13:635	24.3	58.3	24.9
2021-07-28 11:46:14:650	24.3	58.3	24.9
2021-07-28 11:46:15:635	24.2	58.4	25
2021-07-28 11:46:16:650	24.2	58.4	25
2021-07-28 11:46:17:635	24.2	58.4	24.9
2021-07-28 11:46:18:650	24.2	58.4	24.9
2021-07-28 11:46:19:635	24.2	58.5	24.9
2021-07-28 11:46:20:634	24.2	58.5	25
2021-07-28 11:46:21:634	24.2	58.5	25
2021-07-28 11:46:22:634	24.2	58.5	25
2021-07-28 11:46:23:634	24.2	58.5	25
2021-07-28 11:46:24:634	24.2	58.5	25
2021-07-28 11:46:25:634	24.2	58.5	25
2021-07-28 11:46:26:664	24.2	58.5	25
2021-07-28 11:46:27:649	24.2	58.5	25
2021-07-28 11:46:28:664	24.2	58.5	25
2021-07-28 11:46:29:649	24.2	58.5	24.9
2021-07-28 11:46:30:648	24.2	58.5	24.9
2021-07-28 11:46:31:648	24.2	58.5	24.9
2021-07-28 11:46:32:648	24.2	58.5	24.9
2021-07-28 11:46:33:648	24.2	58.4	24.9
2021-07-28 11:46:34:648	24.2	58.4	24.9
2021-07-28 11:46:35:648	24.3	58.4	24.9
2021-07-28 11:46:36:663	24.3	58.4	24.9
2021-07-28 11:46:37:648	24.3	58.4	24.9
2021-07-28 11:46:38:663	24.3	58.4	24.9
2021-07-28 11:46:39:647	24.2	58.4	24.9
2021-07-28 11:46:40:662	24.2	58.4	25
2021-07-28 11:46:41:647	24.3	58.4	25
2021-07-28 11:46:42:662	24.3	58.4	25
2021-07-28 11:46:43:646	24.2	58.4	24.9
