Wind Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2020년 06월 16일 13:33:07


날짜/시간 	 Wind_Driction 	 Wind_Speed
2020-06-16 13:35:04:158	285	0.2225126
2020-06-16 13:35:05:150	285	0.2332994
2020-06-16 13:35:06:160	294	0.2479204
2020-06-16 13:35:07:161	296	0.3143843
2020-06-16 13:35:08:152	307	0.3652718
2020-06-16 13:35:09:157	316	0.3544612
2020-06-16 13:35:10:149	319	0.3291511
2020-06-16 13:35:11:155	310	0.3712169
2020-06-16 13:35:12:159	300	0.3689359
2020-06-16 13:35:13:164	295	0.3538028
2020-06-16 13:35:14:157	296	0.3783919
2020-06-16 13:35:15:160	299	0.4187853
2020-06-16 13:35:16:149	299	0.3880236
2020-06-16 13:35:17:159	305	0.2676399
2020-06-16 13:35:18:187	309	0.2083573
2020-06-16 13:35:19:154	309	0.2088361
2020-06-16 13:35:20:158	309	0.2362878
2020-06-16 13:35:21:162	309	0.2344868
2020-06-16 13:35:22:172	309	0.182276
2020-06-16 13:35:23:159	309	0.1788298
2020-06-16 13:35:24:169	309	0.2241135
2020-06-16 13:35:25:170	309	0.1698328
2020-06-16 13:35:26:179	309	0
2020-06-16 13:35:27:164	309	0
2020-06-16 13:35:28:170	309	0
2020-06-16 13:35:29:177	309	0.237792
2020-06-16 13:35:30:168	311	0.2528695
2020-06-16 13:35:31:173	306	0.220485
2020-06-16 13:35:32:178	306	0
2020-06-16 13:35:33:167	306	0
2020-06-16 13:35:34:172	306	0
2020-06-16 13:35:35:180	284	0.3317038
2020-06-16 13:35:36:185	268	0.3076924
2020-06-16 13:35:37:175	259	0.3573425
2020-06-16 13:35:38:180	262	0.4181096
2020-06-16 13:35:39:186	268	0.3844117
2020-06-16 13:35:40:175	270	0.3998058
2020-06-16 13:35:41:182	269	0.3683311
2020-06-16 13:35:42:172	273	0.3143444
2020-06-16 13:35:43:177	276	0.2424164
2020-06-16 13:35:44:185	276	0
2020-06-16 13:35:45:172	276	0
2020-06-16 13:35:46:178	276	0
2020-06-16 13:35:47:168	276	0
2020-06-16 13:35:48:174	276	0
2020-06-16 13:35:49:179	276	0
2020-06-16 13:35:50:170	271	0.2779523
2020-06-16 13:35:51:175	270	0.2715052
2020-06-16 13:35:52:182	265	0.2447422
2020-06-16 13:35:53:171	265	0.2348672
2020-06-16 13:35:54:180	277	0.3500829
2020-06-16 13:35:55:171	276	0.4012271
2020-06-16 13:35:56:173	258	0.3253597
2020-06-16 13:35:57:182	256	0.3257103
2020-06-16 13:35:58:169	271	0.4120462
2020-06-16 13:35:59:174	277	0.4252672
2020-06-16 13:36:00:164	277	0.455622
2020-06-16 13:36:01:170	278	0.4697664
2020-06-16 13:36:02:175	271	0.4059384
2020-06-16 13:36:03:165	271	0.4334711
2020-06-16 13:36:04:170	280	0.4580891
2020-06-16 13:36:05:177	283	0.4162493
2020-06-16 13:36:06:167	281	0.4434646
2020-06-16 13:36:07:172	281	0.4766715
2020-06-16 13:36:08:179	285	0.4529005
2020-06-16 13:36:09:175	280	0.4366314
2020-06-16 13:36:10:174	276	0.4761122
2020-06-16 13:36:11:167	282	0.4365426
2020-06-16 13:36:12:204	285	0.3413078
2020-06-16 13:36:13:279	279	0.3339743
2020-06-16 13:36:14:180	274	0.3626972
2020-06-16 13:36:15:170	289	0.3492619
2020-06-16 13:36:16:175	294	0.3690213
2020-06-16 13:36:17:182	279	0.4071765
2020-06-16 13:36:18:171	272	0.4334323
2020-06-16 13:36:19:177	274	0.4896455
2020-06-16 13:36:20:172	278	0.4735333
2020-06-16 13:36:21:175	285	0.3954379
2020-06-16 13:36:22:179	275	0.3598315
2020-06-16 13:36:23:172	273	0.4329209
2020-06-16 13:36:24:174	280	0.4743522
2020-06-16 13:36:25:182	280	0.4836594
2020-06-16 13:36:26:172	270	0.491353
