Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 04월 01일 18:26:18


날짜/시간 	 #1주변온도 	 #1물체온도 	 #2주변온도 	 #2물체온도 
2021-04-01 18:26:59:979	27.4	28.1	27.3	25.2
2021-04-01 18:27:00:974	27.4	28.1	27.3	25.7
2021-04-01 18:27:01:977	27.4	28.1	27.3	25.7
2021-04-01 18:27:02:974	27.4	28.1	27.3	25.3
2021-04-01 18:27:03:992	27.4	28.1	27.3	25.3
2021-04-01 18:27:04:974	27.4	28.1	26.9	25.3
2021-04-01 18:27:05:989	27.4	28.1	26.9	25.3
2021-04-01 18:27:06:973	27.4	28.1	26.9	24.9
2021-04-01 18:27:07:989	27.4	28.1	26.9	24.9
2021-04-01 18:27:08:989	27.4	28.1	26.5	24.5
2021-04-01 18:27:09:988	27.4	28.1	26.5	24.5
2021-04-01 18:27:10:988	27.4	28.1	26.5	24.9
2021-04-01 18:27:12:004	27.4	28.1	26.5	24.9
2021-04-01 18:27:12:984	27.4	28.1	26.9	24.9
2021-04-01 18:27:13:994	27.4	28.1	26.9	24.9
2021-04-01 18:27:16:000	27.4	28.1	26.9	24.9
2021-04-01 18:27:17:012	27.4	28.1	27.3	24.9
2021-04-01 18:27:17:992	27.4	28.1	27.3	25.3
2021-04-01 18:27:19:001	27.4	28.1	27.3	25.3
2021-04-01 18:27:20:018	27.4	28.1	26.9	25.3
2021-04-01 18:27:21:004	27.4	28.1	26.5	25.3
2021-04-01 18:27:22:020	27.4	28.1	26.5	25.3
2021-04-01 18:27:23:017	27.4	28.1	26.5	25
2021-04-01 18:27:24:017	27.4	28.1	26.1	25
2021-04-01 18:27:25:014	27.4	28.1	26.1	25
2021-04-01 18:27:26:014	27.4	28.1	26.1	24.6
2021-04-01 18:27:27:026	27.4	28.1	26.1	24.2
2021-04-01 18:27:28:026	27.4	28.1	26.5	24.6
2021-04-01 18:27:29:026	27.4	28.1	26.9	25
2021-04-01 18:27:30:026	27.4	28.1	26.9	25
2021-04-01 18:27:31:041	27.4	28.1	26.9	25
2021-04-01 18:27:32:022	27.4	28.1	26.9	25
2021-04-01 18:27:33:041	27.4	28.1	26.9	25.1
2021-04-01 18:27:35:042	27.4	28.1	26.2	25.1
2021-04-01 18:27:36:041	27.4	28.1	26.2	25.1
2021-04-01 18:27:37:028	27.4	28.1	26.2	24.7
2021-04-01 18:27:38:043	27.4	28.1	26.2	24.7
2021-04-01 18:27:39:043	27.4	28.1	26.2	24.7
2021-04-01 18:27:40:040	27.4	28.1	26.6	25.1
2021-04-01 18:27:41:053	27.4	28.1	26.2	25.1
2021-04-01 18:27:42:053	27.4	28.1	26.2	25.1
2021-04-01 18:27:43:053	27.4	28.1	26.2	25.1
2021-04-01 18:27:44:050	27.4	28.1	26.2	24.7
2021-04-01 18:27:45:054	27.4	28.1	26.2	25.1
2021-04-01 18:27:46:062	27.4	28.1	26.2	25.1
2021-04-01 18:27:47:066	27.4	28.1	26.2	25.1
2021-04-01 18:27:48:053	27.4	28.1	25.8	24.8
2021-04-01 18:27:49:068	27.4	28.1	26.2	24.8
2021-04-01 18:27:50:068	27.4	28.1	26.6	24.8
2021-04-01 18:27:51:064	27.4	28.1	26.9	24.8
2021-04-01 18:27:52:066	27.4	28.1	26.9	24.8
2021-04-01 18:27:53:072	27.4	28.1	26.9	24.5
2021-04-01 18:27:54:072	27.4	28.1	26.9	24.5
2021-04-01 18:27:55:084	27.4	28.1	26.9	24.5
2021-04-01 18:27:56:066	27.4	28.1	27.3	24.5
2021-04-01 18:27:57:084	27.4	28.1	27.3	24.5
2021-04-01 18:27:58:082	27.4	28.1	27.3	24.5
2021-04-01 18:27:59:081	27.4	28.1	27.3	24.5
2021-04-01 18:28:00:081	27.4	28.1	27.3	24.5
2021-04-01 18:28:01:093	27.4	28.1	27.3	24.5
2021-04-01 18:28:02:077	27.4	28.1	27.3	24.9
2021-04-01 18:28:03:096	27.4	28.1	26.9	24.9
2021-04-01 18:28:05:091	27.4	28.1	26.9	25.2
2021-04-01 18:28:06:105	27.4	28.1	26.9	25.2
2021-04-01 18:28:07:083	27.4	28.1	26.9	25.6
2021-04-01 18:28:08:106	27.4	28.1	26.9	25.6
2021-04-01 18:28:09:104	27.4	28.1	26.6	25.6
2021-04-01 18:28:10:104	27.4	28.1	26.6	25.6
2021-04-01 18:28:11:103	27.4	28.1	26.9	25.6
2021-04-01 18:28:12:119	27.4	28.1	26.9	25.6
2021-04-01 18:28:13:103	27.4	28.1	26.9	25.6
2021-04-01 18:28:14:112	27.4	28.1	26.9	25.6
2021-04-01 18:28:15:111	27.4	28.1	26.9	0.2
2021-04-01 18:28:16:114	27.4	28.1	26.9	25.2
2021-04-01 18:28:17:127	27.4	28.1	27.2	25.2
2021-04-01 18:28:18:114	27.4	28.1	27.2	24.9
2021-04-01 18:28:19:127	27.4	28.1	26.9	24.9
2021-04-01 18:28:20:131	27.4	28.1	26.9	24.9
2021-04-01 18:28:21:115	27.4	28.1	26.6	24.9
2021-04-01 18:28:22:122	27.4	28.1	26.6	24.9
2021-04-01 18:28:24:128	27.4	28.1	26.6	25.3
2021-04-01 18:28:25:128	27.4	28.1	26.6	25.3
2021-04-01 18:28:26:128	27.4	28.1	26.3	25.3
2021-04-01 18:28:27:141	27.4	28.1	26.6	25.3
2021-04-01 18:28:28:146	27.4	28.1	26.6	25
2021-04-01 18:28:29:140	27.4	28.1	26.9	25
2021-04-01 18:28:30:146	27.4	28.1	26.9	25
2021-04-01 18:28:31:149	27.4	28.1	26.9	25
2021-04-01 18:28:41:177	26.9	25	0	0
2021-04-01 18:28:42:161	26.9	25	0	0
2021-04-01 18:28:43:161	26.9	25	0	0
2021-04-01 18:28:44:174	26.9	25	0	0
2021-04-01 18:28:45:169	26.6	25	0	0
2021-04-01 18:28:46:162	26.6	25.4	0	0
2021-04-01 18:28:47:178	26.9	25.4	0	0
2021-04-01 18:28:48:177	26.9	25.4	0	0
2021-04-01 18:28:49:184	26.9	25.4	0	0
2021-04-01 18:28:50:176	26.9	25.4	0	0
2021-04-01 18:28:51:176	26.9	25.7	0	0
2021-04-01 18:28:52:192	26.9	25.4	0	0
2021-04-01 18:28:53:176	27.2	25.7	0	0
2021-04-01 18:28:54:191	27.2	25.4	0	0
2021-04-01 18:29:00:210	0	0	26.9	25.1
2021-04-01 18:29:01:192	0	0	26.9	24.8
2021-04-01 18:29:02:207	0	0	26.9	24.8
2021-04-01 18:29:04:194	0	0	26.9	25.1
2021-04-01 18:29:05:210	0	0	26.9	25.1
2021-04-01 18:29:06:194	0	0	26.9	25.4
2021-04-01 18:29:07:207	0	0	27.2	25.4
2021-04-01 18:29:09:081	0	0	27.2	25.4
2021-04-01 18:29:09:205	0	0	26.9	25.4
2021-04-01 18:29:10:221	0	0	26.6	25.5
2021-04-01 18:29:12:209	0	0	26.6	25.5
2021-04-01 18:29:13:231	0	0	26.6	25.8
2021-04-01 18:29:14:209	0	0	26.3	25.5
2021-04-01 18:29:15:850	0	0	26.3	25.5
2021-04-01 18:29:16:236	0	0	26.3	25.5
2021-04-01 18:29:17:224	0	0	26.6	25.5
2021-04-01 18:29:18:230	0	0	26.9	25.8
2021-04-01 18:29:19:229	0	0	26.9	25.8
2021-04-01 18:29:20:233	0	0	26.9	25.8
2021-04-01 18:29:21:240	0	0	26.6	25.5
2021-04-01 18:29:22:235	0	0	26.9	25.5
2021-04-01 18:30:56:419	26.6	25.6	0	0
2021-04-01 18:30:57:403	26.8	25.6	0	0
2021-04-01 18:30:58:419	26.6	25.7	0	0
2021-04-01 18:30:59:411	26.6	25.7	0	0
2021-04-01 18:31:00:411	26.8	25.7	0	0
2021-04-01 18:31:01:424	26.8	25.4	0	0
2021-04-01 18:31:06:430	0	0	27.1	25.6
2021-04-01 18:31:07:414	0	0	27.1	25.6
2021-04-01 18:31:08:430	0	0	27	25.9
2021-04-01 18:31:09:429	0	0	27	25.9
2021-04-01 18:31:10:429	0	0	27	25.9
2021-04-01 18:31:11:441	0	0	27	25.7
2021-04-01 18:31:12:433	0	0	27	25.7
2021-04-01 18:31:13:428	0	0	27	25.9
2021-04-01 18:31:14:450	0	0	27	25.7
2021-04-01 18:31:15:427	0	0	27	25.9
2021-04-01 18:31:16:443	0	0	26.8	25.7
2021-04-01 18:31:18:447	26.6	25.7	0	0
2021-04-01 18:31:19:446	26.6	25.7	0	0
2021-04-01 18:31:20:449	26.6	2.5	0	0
2021-04-01 18:31:21:443	26.6	25.5	0	0
2021-04-01 18:31:22:459	26.6	25.5	0	0
2021-04-01 18:31:24:460	0	0	26.8	25.3
2021-04-01 18:31:25:473	0	0	26.8	25.3
2021-04-01 18:31:26:454	0	0	27	25.3
2021-04-01 18:31:27:469	0	0	27	25.3
2021-04-01 18:31:28:453	0	0	27	0.2
2021-04-01 18:31:29:469	0	0	27	25.3
2021-04-01 18:31:30:469	0	0	27	25.3
2021-04-01 18:31:31:468	0	0	27	25.3
2021-04-01 18:31:32:468	0	0	27	25.3
2021-04-01 18:31:33:484	0	0	27	25.5
2021-04-01 18:31:34:474	0	0	27	25.7
2021-04-01 18:31:35:474	0	0	26.8	25.7
2021-04-01 18:31:36:476	0	0	26.8	25.7
2021-04-01 18:31:37:475	0	0	26.8	25.7
2021-04-01 18:31:38:490	0	0	26.8	25.8
2021-04-01 18:31:40:485	26.8	26	0	0
2021-04-01 18:31:41:501	26.8	25.8	0	0
2021-04-01 18:31:42:492	26.8	25.5	0	0
2021-04-01 18:31:43:491	27	25.5	0	0
2021-04-01 18:32:39:592	26.8	26	0	0
2021-04-01 18:32:40:607	26.8	25.8	0	0
2021-04-01 18:32:41:592	26.8	26	0	0
2021-04-01 18:32:42:607	26.8	26.2	0	0
2021-04-01 18:32:43:607	26.8	26	0	0
2021-04-01 18:32:44:607	26.6	25.8	0	0
2021-04-01 18:32:45:606	26.6	26	0	0
2021-04-01 18:32:46:591	26.6	2.6	0	0
2021-04-01 18:32:47:606	26.8	26.2	0	0
2021-04-01 18:32:48:621	26.8	26.2	0	0
2021-04-01 18:32:49:605	26.8	26.2	0	0
2021-04-01 18:32:50:621	26.8	26	0	0
2021-04-01 18:32:51:621	26.8	26	0	0
2021-04-01 18:32:52:620	26.8	26	0	0
2021-04-01 18:32:53:620	26.8	25.8	0	0
2021-04-01 18:32:55:620	26.6	25.6	0	0
2021-04-01 18:32:56:635	26.6	25.6	0	0
2021-04-01 18:32:57:616	26.6	25.4	0	0
2021-04-01 18:32:58:624	26.4	25.4	0	0
2021-04-01 18:32:59:640	26.4	25.4	0	0
2021-04-01 18:33:00:624	26.6	25.4	0	0
2021-04-01 18:33:01:639	26.6	25.4	0	0
2021-04-01 18:33:02:639	26.6	25.4	0	0
2021-04-01 18:33:03:639	26.8	25.4	0	0
2021-04-01 18:33:04:639	26.8	25.3	0	0
2021-04-01 18:33:05:638	26.8	25.3	0	0
2021-04-01 18:33:06:638	26.8	25.3	0	0
2021-04-01 18:33:07:653	26.8	25.3	0	0
2021-04-01 18:33:08:638	26.8	25.3	0	0
2021-04-01 18:33:09:653	26.8	25.3	0	0
2021-04-01 18:33:10:653	26.8	25.3	0	0
2021-04-01 18:33:11:653	26.8	25.3	0	0
2021-04-01 18:33:12:652	26.8	25.3	0	0
2021-04-01 18:33:13:652	26.8	25.3	0	0
2021-04-01 18:33:14:652	27	25.3	0	0
2021-04-01 18:33:15:667	26.8	25.3	0	0
2021-04-01 18:33:16:651	26.8	25.3	0	0
2021-04-01 18:33:17:666	26.8	25.3	0	0
2021-04-01 18:33:18:666	26.8	25.5	0	0
2021-04-01 18:33:19:666	26.8	25.5	0	0
2021-04-01 18:33:20:666	26.6	25.5	0	0
2021-04-01 18:33:22:665	26.3	25.5	0	0
2021-04-01 18:33:23:680	26.6	25.5	0	0
2021-04-01 18:33:24:665	26.6	25.5	0	0
2021-04-01 18:33:25:680	26.4	25.5	0	0
2021-04-01 18:33:26:679	26.4	25.3	0	0
2021-04-01 18:33:27:679	26.4	25.3	0	0
2021-04-01 18:33:28:679	26.6	25.3	0	0
2021-04-01 18:33:29:694	26.6	25.3	0	0
2021-04-01 18:33:30:679	26.8	25.3	0	0
2021-04-01 18:33:31:694	26.8	25.3	0	0
2021-04-01 18:33:32:693	26.8	2.5	0	0
2021-04-01 18:33:33:693	27	25.3	0	0
2021-04-01 18:33:34:709	27	25.5	0	0
2021-04-01 18:33:35:693	27	25.7	0	0
2021-04-01 18:33:36:693	27	25.7	0	0
2021-04-01 18:33:37:708	26.8	25.7	0	0
2021-04-01 18:33:38:703	26.8	25.7	0	0
2021-04-01 18:33:39:712	26.8	25.7	0	0
2021-04-01 18:33:40:712	26.6	25.7	0	0
2021-04-01 18:33:41:712	26.6	25.7	0	0
2021-04-01 18:33:42:712	26.5	25.5	0	0
2021-04-01 18:33:43:711	26.5	25.5	0	0
2021-04-01 18:33:44:711	26.5	25.5	0	0
2021-04-01 18:33:45:726	26.7	25.5	0	0
2021-04-01 18:33:46:711	26.7	25.5	0	0
2021-04-01 18:33:47:726	26.5	25.5	0	0
2021-04-01 18:33:48:726	26.7	25.5	0	0
2021-04-01 18:33:49:725	26.7	25.5	0	0
2021-04-01 18:33:50:725	26.5	25.5	0	0
2021-04-01 18:33:52:725	26.3	25.3	0	0
2021-04-01 18:33:53:740	26.1	25.3	0	0
2021-04-01 18:33:54:733	26.1	25.5	0	0
2021-04-01 18:33:55:742	26.1	25.5	0	0
2021-04-01 18:33:56:742	26.1	25.7	0	0
2021-04-01 18:33:57:742	26.1	25.7	0	0
2021-04-01 18:33:58:742	26.1	25.7	0	0
2021-04-01 18:33:59:753	26.3	25.7	0	0
2021-04-01 18:34:00:739	26.3	25.9	0	0
2021-04-01 18:34:01:758	26.5	25.9	0	0
2021-04-01 18:34:02:741	26.5	25.7	0	0
2021-04-01 18:34:03:752	26.7	25.9	0	0
2021-04-01 18:34:04:752	26.7	25.7	0	0
2021-04-01 18:34:05:746	26.7	25.7	0	0
2021-04-01 18:34:06:755	26.7	25.7	0	0
2021-04-01 18:34:07:762	26.7	25.9	0	0
2021-04-01 18:34:08:762	26.7	25.7	0	0
2021-04-01 18:34:09:761	26.7	25.9	0	0
2021-04-01 18:34:10:761	26.7	26.1	0	0
2021-04-01 18:34:11:761	26.7	25.9	0	0
2021-04-01 18:34:12:776	26.7	25.9	0	0
2021-04-01 18:34:13:760	26.7	25.9	0	0
2021-04-01 18:34:14:776	26.9	26.1	0	0
2021-04-01 18:34:15:776	26.9	25.9	0	0
2021-04-01 18:34:16:775	26.9	25.9	0	0
2021-04-01 18:34:17:775	26.7	25.7	0	0
2021-04-01 18:34:18:775	26.7	2.5	0	0
2021-04-01 18:34:19:775	26.7	25.7	0	0
2021-04-01 18:34:20:790	26.7	25.7	0	0
2021-04-01 18:34:21:774	26.7	25.7	0	0
2021-04-01 18:34:22:789	26.7	25.5	0	0
2021-04-01 18:34:23:789	26.7	25.5	0	0
2021-04-01 18:34:24:789	26.7	25.5	0	0
2021-04-01 18:34:25:789	26.9	25.5	0	0
2021-04-01 18:34:27:799	26.9	25.4	0	0
2021-04-01 18:34:28:799	26.9	25.4	0	0
2021-04-01 18:34:29:799	26.7	25.4	0	0
2021-04-01 18:34:30:799	26.7	25.4	0	0
2021-04-01 18:34:31:814	26.7	25.4	0	0
2021-04-01 18:34:32:798	26.7	25.4	0	0
2021-04-01 18:34:33:813	26.7	25.4	0	0
2021-04-01 18:34:35:813	26.7	25.2	0	0
2021-04-01 18:34:36:813	26.5	25.2	0	0
2021-04-01 18:34:37:812	26.7	25.2	0	0
2021-04-01 18:34:38:812	26.7	25.2	0	0
2021-04-01 18:34:39:828	26.7	25.3	0	0
2021-04-01 18:34:40:812	26.5	25.3	0	0
2021-04-01 18:34:41:827	26.5	25.3	0	0
2021-04-01 18:34:42:827	26.3	25.3	0	0
2021-04-01 18:34:43:827	26.1	25.2	0	0
2021-04-01 18:34:44:826	26.3	25.2	0	0
2021-04-01 18:34:45:826	26.3	25.2	0	0
2021-04-01 18:34:46:826	26.3	25.2	0	0
2021-04-01 18:34:47:841	26.3	25.2	0	0
2021-04-01 18:34:48:826	26.5	25.2	0	0
2021-04-01 18:34:49:841	26.5	25.2	0	0
2021-04-01 18:34:50:841	26.7	25.2	0	0
2021-04-01 18:34:51:841	26.9	25.2	0	0
2021-04-01 18:34:52:840	26.9	25.2	0	0
2021-04-01 18:34:54:843	26.9	25.2	0	0
2021-04-01 18:34:55:856	26.9	25.2	0	0
2021-04-01 18:34:56:840	26.9	25.2	0	0
2021-04-01 18:34:57:856	26.9	25.2	0	0
2021-04-01 18:34:58:858	26.9	25.2	0	0
2021-04-01 18:34:59:841	26.9	25.2	0	0
2021-04-01 18:35:00:856	26.9	25.2	0	0
2021-04-01 18:35:01:856	26.9	25.2	0	0
2021-04-01 18:35:02:856	26.7	25.2	0	0
2021-04-01 18:35:03:871	26.7	25.2	0	0
2021-04-01 18:35:04:855	26.7	25.2	0	0
2021-04-01 18:35:05:871	26.7	25.2	0	0
2021-04-01 18:35:06:871	26.7	25.2	0	0
2021-04-01 18:35:07:870	26.7	25.2	0	0
2021-04-01 18:35:08:870	26.7	25.2	0	0
2021-04-01 18:35:09:885	26.7	25.2	0	0
2021-04-01 18:35:10:870	26.9	25.2	0	0
2021-04-01 18:35:11:885	26.9	25.2	0	0
2021-04-01 18:35:13:884	26.9	25.2	0	0
2021-04-01 18:35:14:884	26.9	25.2	0	0
2021-04-01 18:35:15:883	26.9	25.4	0	0
2021-04-01 18:35:16:882	26.7	25.4	0	0
2021-04-01 18:35:17:898	26.6	25.6	0	0
2021-04-01 18:35:18:882	26.4	25.6	0	0
2021-04-01 18:35:19:897	26.4	25.6	0	0
2021-04-01 18:35:21:897	26.2	25.6	0	0
2021-04-01 18:35:22:897	26.2	25.6	0	0
2021-04-01 18:35:23:896	26.2	25.6	0	0
2021-04-01 18:35:24:896	26.4	25.8	0	0
2021-04-01 18:35:25:912	26.4	25.6	0	0
2021-04-01 18:35:26:896	26.6	25.6	0	0
2021-04-01 18:35:27:911	26.6	25.6	0	0
2021-04-01 18:35:29:911	26.6	25.6	0	0
2021-04-01 18:35:30:911	26.6	25.8	0	0
2021-04-01 18:35:31:910	26.6	25.6	0	0
2021-04-01 18:35:32:910	26.6	25.4	0	0
2021-04-01 18:35:33:925	26.6	25.4	0	0
2021-04-01 18:35:34:910	26.6	25.6	0	0
2021-04-01 18:35:35:922	26.6	25.6	0	0
2021-04-01 18:35:37:922	26.9	25.6	0	0
2021-04-01 18:35:38:921	26.8	25.4	0	0
2021-04-01 18:35:39:921	26.8	25.4	0	0
2021-04-01 18:35:40:936	26.8	25.6	0	0
2021-04-01 18:35:41:936	26.8	25.6	0	0
2021-04-01 18:35:42:936	26.8	25.4	0	0
2021-04-01 18:35:43:936	26.8	25.4	0	0
2021-04-01 18:35:45:935	26.8	25.4	0	0
2021-04-01 18:35:46:935	26.8	25.6	0	0
2021-04-01 18:35:47:935	26.8	25.6	0	0
2021-04-01 18:35:48:935	26.8	25.6	0	0
2021-04-01 18:35:49:950	26.8	25.6	0	0
2021-04-01 18:35:50:950	26.8	25.6	0	0
2021-04-01 18:35:51:949	26.8	25.6	0	0
2021-04-01 18:35:53:949	26.6	25.6	0	0
2021-04-01 18:35:54:964	26.4	25.4	0	0
2021-04-01 18:35:55:948	26.4	25.4	0	0
2021-04-01 18:35:56:964	26.5	25.3	0	0
2021-04-01 18:35:57:964	26.2	25.2	0	0
2021-04-01 18:35:58:963	26.2	25.3	0	0
2021-04-01 18:35:59:963	26.3	25.3	0	0
2021-04-01 18:36:01:963	26.5	25.3	0	0
2021-04-01 18:36:02:962	26.6	25.3	0	0
2021-04-01 18:36:03:962	26.6	25.5	0	0
2021-04-01 18:36:04:978	26.6	25.5	0	0
2021-04-01 18:36:05:977	26.7	25.5	0	0
2021-04-01 18:36:06:977	26.7	25.5	0	0
2021-04-01 18:36:07:977	26.7	25.5	0	0
2021-04-01 18:36:08:977	26.5	25.5	0	0
2021-04-01 18:36:09:976	26.5	25.7	0	0
2021-04-01 18:36:10:992	26.5	25.7	0	0
2021-04-01 18:36:11:976	26.4	25.5	0	0
2021-04-01 18:36:12:991	26.2	25.5	0	0
2021-04-01 18:36:13:991	26.4	25.5	0	0
2021-04-01 18:36:14:991	26.4	25.5	0	0
2021-04-01 18:36:15:987	26.4	25.5	0	0
2021-04-01 18:36:16:987	26.6	25.5	0	0
2021-04-01 18:36:17:987	26.6	25.5	0	0
2021-04-01 18:36:19:002	26.6	25.7	0	0
2021-04-01 18:36:19:986	26.4	25.7	0	0
2021-04-01 18:36:21:002	26.6	25.9	0	0
2021-04-01 18:36:22:001	26.4	25.8	0	0
2021-04-01 18:36:23:001	26.2	25.8	0	0
2021-04-01 18:36:24:016	26.2	26	0	0
2021-04-01 18:36:25:001	26.2	26.1	0	0
2021-04-01 18:36:26:000	26.2	26.1	0	0
2021-04-01 18:36:27:008	26.2	25.9	0	0
2021-04-01 18:36:28:008	26.4	25.9	0	0
2021-04-01 18:36:29:008	26.2	25.7	0	0
2021-04-01 18:36:30:023	26.4	25.7	0	0
2021-04-01 18:36:31:023	26.6	25.7	0	0
2021-04-01 18:36:32:023	26.4	25.5	0	0
2021-04-01 18:36:33:007	26.4	25.5	0	0
2021-04-01 18:36:34:022	26.4	25.3	0	0
2021-04-01 18:36:35:022	26.4	25.5	0	0
2021-04-01 18:36:36:022	26.2	25.5	0	0
2021-04-01 18:36:37:022	26.4	25.5	0	0
2021-04-01 18:36:38:037	26.4	25.5	0	0
2021-04-01 18:36:39:021	26.4	25.5	0	0
2021-04-01 18:36:40:036	26.6	25.7	0	0
2021-04-01 18:36:41:021	26.6	25.9	0	0
2021-04-01 18:36:42:036	26.6	25.8	0	0
2021-04-01 18:36:43:036	26.4	25.7	0	0
2021-04-01 18:36:44:036	26.6	25.7	0	0
2021-04-01 18:36:45:035	26.6	25.8	0	0
2021-04-01 18:36:46:051	26.4	25.8	0	0
2021-04-01 18:36:47:035	26.2	25.8	0	0
2021-04-01 18:36:48:050	26.2	25.7	0	0
2021-04-01 18:36:49:034	26.2	2.5	0	0
2021-04-01 18:36:50:050	26.2	25.5	0	0
2021-04-01 18:36:51:065	26.4	25.5	0	0
2021-04-01 18:36:52:049	26.4	25.5	0	0
2021-04-01 18:36:53:049	26.4	25.3	0	0
2021-04-01 18:36:54:065	26.6	25.3	0	0
2021-04-01 18:36:55:064	26.8	25.5	0	0
2021-04-01 18:36:56:064	26.8	25.5	0	0
2021-04-01 18:36:57:048	26.8	25.5	0	0
2021-04-01 18:36:58:064	26.8	25.5	0	0
2021-04-01 18:36:59:079	26.8	25.4	0	0
2021-04-01 18:37:00:063	26.8	25.4	0	0
2021-04-01 18:37:01:078	26.8	25.4	0	0
2021-04-01 18:37:02:078	26.8	25.5	0	0
2021-04-01 18:37:03:062	26.8	25.3	0	0
2021-04-01 18:37:04:078	26.8	25.3	0	0
2021-04-01 18:37:05:078	26.8	25.3	0	0
2021-04-01 18:37:06:077	26.8	25.3	0	0
2021-04-01 18:37:07:093	26.8	25.3	0	0
2021-04-01 18:37:08:077	26.8	25.5	0	0
2021-04-01 18:37:09:092	26.8	25.7	0	0
2021-04-01 18:37:10:092	26.8	25.6	0	0
2021-04-01 18:37:11:092	26.8	25.8	0	0
2021-04-01 18:37:12:092	26.8	25.8	0	0
2021-04-01 18:37:13:091	26.8	25.8	0	0
2021-04-01 18:37:14:091	26.8	25.8	0	0
2021-04-01 18:37:15:107	26.8	25.8	0	0
2021-04-01 18:37:16:091	26.8	25.7	0	0
2021-04-01 18:37:17:106	26.8	25.5	0	0
2021-04-01 18:37:18:106	26.8	25.5	0	0
2021-04-01 18:37:19:106	26.8	25.3	0	0
2021-04-01 18:37:20:106	26.8	25.3	0	0
2021-04-01 18:37:21:090	26.8	25.3	0	0
2021-04-01 18:37:22:105	26.8	25.5	0	0
2021-04-01 18:37:23:120	26.8	25.4	0	0
2021-04-01 18:37:24:105	26.8	25.6	0	0
2021-04-01 18:37:25:120	26.8	25.8	0	0
2021-04-01 18:37:26:120	26.8	25.8	0	0
2021-04-01 18:37:27:115	26.6	25.8	0	0
2021-04-01 18:37:28:115	26.4	25.8	0	0
2021-04-01 18:37:29:114	26.4	25.8	0	0
2021-04-01 18:37:30:114	26.4	25.6	0	0
2021-04-01 18:37:31:130	26.4	25.6	0	0
2021-04-01 18:37:32:114	26.4	25.5	0	0
2021-04-01 18:37:33:129	26.4	25.3	0	0
2021-04-01 18:37:34:129	26.4	25.5	0	0
2021-04-01 18:37:35:129	26.4	25.5	0	0
2021-04-01 18:37:36:128	26.6	25.7	0	0
2021-04-01 18:37:37:128	26.6	25.8	0	0
2021-04-01 18:37:38:128	26.6	26	0	0
2021-04-01 18:37:39:143	26.6	26	0	0
2021-04-01 18:37:40:127	26.6	26	0	0
2021-04-01 18:37:41:143	26.6	26	0	0
2021-04-01 18:37:43:142	26.8	26	0	0
2021-04-01 18:37:44:158	26.8	25.8	0	0
2021-04-01 18:37:45:142	26.6	25.6	0	0
2021-04-01 18:37:46:142	26.6	25.5	0	0
