Wind Monitoring Program V1.0
ȸ �� �� : (��)����
�ۼ����� : 2020�� 06�� 09�� 10:08:09


��¥/�ð� 	 Wind_Driction 	 Wind_Speed
2020-06-09 10:19:54:659	240	0
2020-06-09 10:19:55:663	240	0
2020-06-09 10:19:56:671	240	0
2020-06-09 10:19:57:661	240	0
2020-06-09 10:19:58:665	240	0
2020-06-09 10:19:59:658	240	0
2020-06-09 10:20:00:661	240	0
2020-06-09 10:20:01:672	240	0
2020-06-09 10:20:02:660	240	0
2020-06-09 10:20:03:662	240	0
2020-06-09 10:20:04:652	240	0
2020-06-09 10:20:05:657	240	0
2020-06-09 10:20:06:664	240	0
2020-06-09 10:20:07:653	240	0
2020-06-09 10:20:08:661	240	0
2020-06-09 10:20:09:652	240	0
2020-06-09 10:20:10:655	240	0
2020-06-09 10:20:11:666	240	0
2020-06-09 10:20:12:651	240	0
2020-06-09 10:20:13:662	240	0
2020-06-09 10:20:14:648	240	0
2020-06-09 10:20:15:654	240	0
2020-06-09 10:20:16:660	240	0
2020-06-09 10:20:17:648	240	0
2020-06-09 10:20:18:657	240	0
2020-06-09 10:20:19:661	240	0
2020-06-09 10:20:20:653	240	0
2020-06-09 10:20:21:658	240	0
2020-06-09 10:20:22:661	240	0
2020-06-09 10:20:23:652	240	0
2020-06-09 10:20:24:658	240	0
2020-06-09 10:20:25:647	240	0
2020-06-09 10:20:26:653	240	0
2020-06-09 10:20:27:659	240	0
2020-06-09 10:20:28:650	240	0
2020-06-09 10:20:29:655	240	0
2020-06-09 10:20:30:661	240	0
2020-06-09 10:20:31:650	240	0
2020-06-09 10:20:32:657	240	0
2020-06-09 10:20:33:662	240	0
2020-06-09 10:20:34:652	240	0
2020-06-09 10:20:35:661	240	0.1774987
2020-06-09 10:20:36:649	240	0
2020-06-09 10:20:37:657	240	0
2020-06-09 10:20:38:660	240	0
2020-06-09 10:20:39:655	240	0
2020-06-09 10:20:40:659	240	0
2020-06-09 10:20:41:661	240	0
2020-06-09 10:20:42:655	240	0
2020-06-09 10:20:43:658	240	0
2020-06-09 10:20:44:666	240	0
2020-06-09 10:20:45:654	240	0
2020-06-09 10:20:46:661	240	0
2020-06-09 10:20:47:666	240	0
2020-06-09 10:20:48:655	240	0
2020-06-09 10:20:49:660	240	0
2020-06-09 10:20:50:667	240	0
2020-06-09 10:20:51:661	240	0
2020-06-09 10:20:52:666	240	0
2020-06-09 10:20:53:652	240	0
2020-06-09 10:20:54:662	240	0
2020-06-09 10:20:55:648	240	0
2020-06-09 10:20:56:657	240	0
2020-06-09 10:20:57:663	240	0
2020-06-09 10:20:58:650	240	0
2020-06-09 10:20:59:659	240	0
2020-06-09 10:21:00:661	240	0
2020-06-09 10:21:01:655	240	0
2020-06-09 10:21:02:658	240	0
2020-06-09 10:21:03:663	240	0
2020-06-09 10:21:04:656	240	0
2020-06-09 10:21:05:658	240	0
2020-06-09 10:21:06:668	240	0
2020-06-09 10:21:07:671	240	0
2020-06-09 10:21:08:664	240	0
2020-06-09 10:21:09:653	240	0
2020-06-09 10:21:10:655	240	0
2020-06-09 10:21:11:666	240	0
2020-06-09 10:21:12:653	240	0
2020-06-09 10:21:13:661	240	0
2020-06-09 10:21:14:649	240	0
2020-06-09 10:21:15:653	240	0
2020-06-09 10:21:16:663	240	0
2020-06-09 10:21:17:650	240	0
2020-06-09 10:21:18:658	240	0
2020-06-09 10:21:19:646	240	0
2020-06-09 10:21:20:654	240	0
2020-06-09 10:21:21:641	240	0
2020-06-09 10:21:22:663	240	0
2020-06-09 10:21:23:652	240	0
2020-06-09 10:21:24:644	240	0.1970566
2020-06-09 10:21:25:652	240	0.2008922
2020-06-09 10:21:26:654	240	0
2020-06-09 10:21:27:663	240	0
2020-06-09 10:21:28:652	240	0
2020-06-09 10:21:29:656	240	0
2020-06-09 10:21:30:664	240	0
2020-06-09 10:21:31:668	240	0
2020-06-09 10:21:32:658	240	0
2020-06-09 10:21:33:648	240	0
2020-06-09 10:21:34:655	240	0
2020-06-09 10:21:35:647	240	0
2020-06-09 10:21:36:649	240	0
2020-06-09 10:21:37:657	240	0
2020-06-09 10:21:38:661	240	0
2020-06-09 10:21:39:652	240	0
2020-06-09 10:21:40:658	240	0
2020-06-09 10:21:41:647	240	0
2020-06-09 10:21:42:655	240	0
2020-06-09 10:21:43:658	240	0
2020-06-09 10:21:44:649	240	0
2020-06-09 10:21:45:655	240	0
2020-06-09 10:21:46:661	240	0
2020-06-09 10:21:47:649	240	0
2020-06-09 10:21:48:657	240	0
2020-06-09 10:21:49:668	240	0
2020-06-09 10:21:50:652	240	0
2020-06-09 10:21:51:661	240	0
2020-06-09 10:21:52:664	240	0.2457231
2020-06-09 10:21:53:657	240	0.2297535
2020-06-09 10:21:54:662	240	0
2020-06-09 10:21:55:649	240	0
2020-06-09 10:21:56:659	240	0
2020-06-09 10:21:57:661	240	0
2020-06-09 10:21:58:654	240	0
2020-06-09 10:21:59:660	240	0
2020-06-09 10:22:00:663	240	0
2020-06-09 10:22:01:655	240	0
2020-06-09 10:22:02:659	240	0
2020-06-09 10:22:03:652	240	0
2020-06-09 10:22:04:672	240	0
2020-06-09 10:22:05:662	240	0
2020-06-09 10:22:06:652	240	0
2020-06-09 10:22:07:655	240	0
2020-06-09 10:22:08:649	240	0
2020-06-09 10:22:09:652	240	0
2020-06-09 10:22:10:657	240	0
2020-06-09 10:22:11:650	240	0
2020-06-09 10:22:12:653	240	0
2020-06-09 10:22:13:644	240	0
2020-06-09 10:22:14:651	240	0
2020-06-09 10:22:15:655	240	0
2020-06-09 10:22:16:660	240	0
2020-06-09 10:22:17:654	240	0
2020-06-09 10:22:18:659	240	0
2020-06-09 10:22:19:661	240	0
2020-06-09 10:22:20:655	240	0
2020-06-09 10:22:21:657	240	0
2020-06-09 10:22:22:650	240	0
2020-06-09 10:22:23:656	240	0
2020-06-09 10:22:24:659	240	0
2020-06-09 10:22:25:651	240	0
2020-06-09 10:22:26:654	240	0
2020-06-09 10:22:27:648	240	0
2020-06-09 10:22:28:654	240	0
2020-06-09 10:22:29:657	240	0.2286441
2020-06-09 10:22:30:666	240	0.1705492
2020-06-09 10:22:31:653	240	0
2020-06-09 10:22:32:645	240	0
2020-06-09 10:22:33:648	240	0
2020-06-09 10:22:34:654	240	0
2020-06-09 10:22:35:664	240	0
2020-06-09 10:22:36:649	240	0
2020-06-09 10:22:37:656	240	0
2020-06-09 10:22:38:662	240	0
2020-06-09 10:22:39:651	240	0
2020-06-09 10:22:40:658	240	0
2020-06-09 10:22:41:662	240	0
2020-06-09 10:22:42:672	240	0
2020-06-09 10:22:43:658	240	0
2020-06-09 10:22:44:652	240	0
2020-06-09 10:22:45:655	240	0
2020-06-09 10:22:46:666	240	0
2020-06-09 10:22:47:672	240	0
2020-06-09 10:22:48:656	240	0
2020-06-09 10:22:49:665	240	0
2020-06-09 10:22:50:652	240	0.1886235
2020-06-09 10:22:51:664	240	0
2020-06-09 10:22:52:648	240	0
2020-06-09 10:22:53:652	240	0
2020-06-09 10:22:54:659	240	0
2020-06-09 10:22:55:648	240	0
2020-06-09 10:22:56:655	240	0
2020-06-09 10:22:57:661	240	0
2020-06-09 10:22:58:651	240	0
2020-06-09 10:22:59:664	240	0
2020-06-09 10:23:00:663	240	0
2020-06-09 10:23:01:669	240	0
2020-06-09 10:23:02:658	240	0
2020-06-09 10:23:03:667	240	0
2020-06-09 10:23:04:654	240	0
2020-06-09 10:23:05:660	240	0
2020-06-09 10:23:06:652	240	0
2020-06-09 10:23:07:656	240	0
2020-06-09 10:23:08:664	240	0
2020-06-09 10:23:09:670	240	0
2020-06-09 10:23:10:658	240	0
2020-06-09 10:23:11:647	240	0
2020-06-09 10:23:12:652	240	0
2020-06-09 10:23:13:659	240	0
2020-06-09 10:23:14:648	240	0
2020-06-09 10:23:15:654	240	0
2020-06-09 10:23:16:665	240	0
2020-06-09 10:23:17:666	240	0
2020-06-09 10:23:18:656	240	0
2020-06-09 10:23:19:664	240	0
2020-06-09 10:23:20:667	240	0
2020-06-09 10:23:21:658	240	0
2020-06-09 10:23:22:648	240	0
2020-06-09 10:23:23:670	240	0.2019477
2020-06-09 10:23:24:675	240	0.1758054
2020-06-09 10:23:25:652	240	0
2020-06-09 10:23:26:655	240	0
2020-06-09 10:23:27:661	240	0
2020-06-09 10:23:28:651	240	0
2020-06-09 10:23:29:659	240	0
2020-06-09 10:23:30:663	240	0
2020-06-09 10:23:31:652	240	0
2020-06-09 10:23:32:659	240	0
2020-06-09 10:23:33:663	240	0
2020-06-09 10:23:34:656	240	0
2020-06-09 10:23:35:662	240	0
2020-06-09 10:23:36:665	240	0
2020-06-09 10:23:37:657	240	0
2020-06-09 10:23:38:645	240	0
2020-06-09 10:23:39:652	240	0
2020-06-09 10:23:40:657	240	0
2020-06-09 10:23:41:648	240	0
2020-06-09 10:23:42:653	240	0
2020-06-09 10:23:43:658	240	0
2020-06-09 10:23:44:665	240	0
2020-06-09 10:23:45:654	240	0
2020-06-09 10:23:46:660	240	0
2020-06-09 10:23:47:666	240	0
2020-06-09 10:23:48:656	240	0
2020-06-09 10:23:49:649	240	0
2020-06-09 10:23:50:652	240	0
2020-06-09 10:23:51:641	240	0
2020-06-09 10:23:52:648	240	0
2020-06-09 10:23:53:654	240	0
2020-06-09 10:23:54:659	240	0
2020-06-09 10:23:55:650	240	0
2020-06-09 10:23:56:655	240	0
2020-06-09 10:23:57:661	240	0
2020-06-09 10:23:58:650	240	0
2020-06-09 10:23:59:658	240	0
2020-06-09 10:24:00:664	240	0
2020-06-09 10:24:01:654	240	0
2020-06-09 10:24:02:658	240	0
2020-06-09 10:24:03:648	240	0
2020-06-09 10:24:04:654	240	0
2020-06-09 10:24:05:661	240	0
2020-06-09 10:24:06:650	240	0
2020-06-09 10:24:07:659	240	0
2020-06-09 10:24:08:662	240	0
2020-06-09 10:24:09:651	240	0
2020-06-09 10:24:10:662	240	0
2020-06-09 10:24:11:648	240	0.1774006
2020-06-09 10:24:12:655	240	0.1991849
2020-06-09 10:24:13:660	240	0.2020965
2020-06-09 10:24:14:649	240	0.1839867
2020-06-09 10:24:15:654	240	0
2020-06-09 10:24:16:660	240	0
2020-06-09 10:24:17:666	240	0
2020-06-09 10:24:18:656	240	0
2020-06-09 10:24:19:662	240	0
2020-06-09 10:24:20:652	240	0
2020-06-09 10:24:21:657	240	0
2020-06-09 10:24:22:648	240	0
2020-06-09 10:24:23:654	240	0
2020-06-09 10:24:24:644	240	0
2020-06-09 10:24:25:650	240	0
2020-06-09 10:24:26:658	240	0
2020-06-09 10:24:27:664	240	0
2020-06-09 10:24:28:654	240	0
2020-06-09 10:24:29:656	240	0
2020-06-09 10:24:30:647	240	0.1898875
2020-06-09 10:24:31:657	240	0.1837292
2020-06-09 10:24:32:665	240	0
2020-06-09 10:24:33:651	240	0
2020-06-09 10:24:34:658	240	0
2020-06-09 10:24:35:663	240	0
2020-06-09 10:24:36:669	240	0
2020-06-09 10:24:37:665	240	0
2020-06-09 10:24:38:662	240	0
2020-06-09 10:24:39:670	240	0
2020-06-09 10:24:40:658	240	0
2020-06-09 10:24:41:650	240	0
2020-06-09 10:24:42:653	240	0
2020-06-09 10:24:43:661	240	0
2020-06-09 10:24:44:652	240	0
2020-06-09 10:24:45:654	240	0
2020-06-09 10:24:46:661	240	0.1932896
2020-06-09 10:24:47:651	240	0.2317678
2020-06-09 10:24:48:658	256	0.2936236
2020-06-09 10:24:49:646	254	0.2882087
2020-06-09 10:24:50:659	260	0.2245077
2020-06-09 10:24:51:658	260	0
2020-06-09 10:24:52:652	260	0
2020-06-09 10:24:53:657	260	0
2020-06-09 10:24:54:659	260	0
2020-06-09 10:24:55:649	260	0
2020-06-09 10:24:56:658	260	0
2020-06-09 10:24:57:661	260	0
2020-06-09 10:24:58:651	260	0
2020-06-09 10:24:59:660	260	0
2020-06-09 10:25:00:668	260	0
2020-06-09 10:25:01:652	260	0
2020-06-09 10:25:02:661	260	0
2020-06-09 10:25:03:664	260	0
2020-06-09 10:25:04:660	260	0.2375046
2020-06-09 10:25:05:659	260	0.2130875
2020-06-09 10:25:06:650	260	0
2020-06-09 10:25:07:659	260	0
2020-06-09 10:25:08:661	260	0
2020-06-09 10:25:09:653	260	0
2020-06-09 10:25:10:656	260	0
2020-06-09 10:25:11:663	260	0
2020-06-09 10:25:12:653	260	0
2020-06-09 10:25:13:645	260	0
2020-06-09 10:25:14:667	260	0
2020-06-09 10:25:15:654	260	0
2020-06-09 10:25:16:663	260	0
2020-06-09 10:25:17:650	260	0
2020-06-09 10:25:18:658	260	0
2020-06-09 10:25:19:649	260	0
2020-06-09 10:25:20:651	260	0
2020-06-09 10:25:21:661	260	0
2020-06-09 10:25:22:663	260	0
2020-06-09 10:25:23:657	260	0
2020-06-09 10:25:24:664	260	0
2020-06-09 10:25:25:648	260	0
2020-06-09 10:25:26:658	260	0
2020-06-09 10:25:27:660	260	0
2020-06-09 10:25:28:654	260	0
2020-06-09 10:25:29:656	260	0
2020-06-09 10:25:30:666	260	0
2020-06-09 10:25:31:653	260	0
2020-06-09 10:25:32:657	260	0
2020-06-09 10:25:33:667	260	0
2020-06-09 10:25:34:655	260	0
2020-06-09 10:25:35:663	260	0
2020-06-09 10:25:36:666	260	0
2020-06-09 10:25:37:656	260	0
2020-06-09 10:25:38:663	260	0
2020-06-09 10:25:39:651	260	0
2020-06-09 10:25:40:660	260	0
2020-06-09 10:25:41:650	260	0
2020-06-09 10:25:42:653	260	0
2020-06-09 10:25:43:661	260	0
2020-06-09 10:25:44:649	260	0
2020-06-09 10:25:45:656	260	0
2020-06-09 10:25:46:660	260	0
2020-06-09 10:25:47:666	260	0
2020-06-09 10:25:48:658	260	0
2020-06-09 10:25:49:665	260	0
2020-06-09 10:25:50:653	260	0
2020-06-09 10:25:51:657	260	0
2020-06-09 10:25:52:664	260	0
2020-06-09 10:25:53:654	260	0
2020-06-09 10:25:54:660	251	0.2585749
2020-06-09 10:25:55:650	245	0.222535
2020-06-09 10:25:56:660	245	0
2020-06-09 10:25:57:660	245	0
2020-06-09 10:25:58:654	245	0
2020-06-09 10:25:59:657	245	0
2020-06-09 10:26:00:669	245	0
2020-06-09 10:26:01:654	245	0
2020-06-09 10:26:02:644	245	0
2020-06-09 10:26:03:649	245	0
2020-06-09 10:26:04:657	245	0
2020-06-09 10:26:05:659	245	0
2020-06-09 10:26:06:651	245	0
2020-06-09 10:26:07:656	245	0
2020-06-09 10:26:08:662	245	0
2020-06-09 10:26:09:654	245	0
2020-06-09 10:26:10:659	245	0
2020-06-09 10:26:11:664	245	0
2020-06-09 10:26:12:653	245	0
2020-06-09 10:26:13:660	245	0.2055178
2020-06-09 10:26:14:653	245	0.1966579
2020-06-09 10:26:15:670	245	0.2085168
2020-06-09 10:26:16:666	245	0.17822
2020-06-09 10:26:17:667	245	0
2020-06-09 10:26:18:659	245	0
2020-06-09 10:26:19:649	245	0
2020-06-09 10:26:20:651	245	0
2020-06-09 10:26:21:665	245	0.182033
2020-06-09 10:26:22:664	245	0
2020-06-09 10:26:23:653	245	0
2020-06-09 10:26:24:659	245	0
2020-06-09 10:26:25:650	245	0
2020-06-09 10:26:26:657	245	0
2020-06-09 10:26:27:645	245	0
2020-06-09 10:26:28:653	245	0
2020-06-09 10:26:29:656	245	0
2020-06-09 10:26:30:650	245	0
2020-06-09 10:26:31:656	245	0
2020-06-09 10:26:32:658	245	0
2020-06-09 10:26:33:671	245	0.1811583
2020-06-09 10:26:34:654	245	0
2020-06-09 10:26:35:663	245	0
2020-06-09 10:26:36:652	245	0
2020-06-09 10:26:37:655	245	0
2020-06-09 10:26:38:664	245	0
2020-06-09 10:26:39:667	245	0
2020-06-09 10:26:40:659	252	0.1936931
2020-06-09 10:26:41:663	252	0
2020-06-09 10:26:42:674	252	0
2020-06-09 10:26:43:661	252	0.2279512
2020-06-09 10:26:44:649	252	0.2000273
2020-06-09 10:26:45:661	252	0.1932416
2020-06-09 10:26:46:660	252	0.1847188
2020-06-09 10:26:47:656	252	0
2020-06-09 10:26:48:659	252	0
2020-06-09 10:26:49:646	252	0
2020-06-09 10:26:50:653	252	0
2020-06-09 10:26:51:657	252	0
2020-06-09 10:26:52:651	252	0
2020-06-09 10:26:53:657	252	0
2020-06-09 10:26:54:659	252	0
2020-06-09 10:26:55:655	252	0.2106457
2020-06-09 10:26:56:656	252	0
2020-06-09 10:26:57:665	252	0
2020-06-09 10:26:58:651	252	0
2020-06-09 10:26:59:657	252	0
2020-06-09 10:27:00:647	252	0
2020-06-09 10:27:01:654	252	0
2020-06-09 10:27:02:662	252	0
2020-06-09 10:27:03:664	252	0
2020-06-09 10:27:04:658	252	0
2020-06-09 10:27:05:661	252	0
2020-06-09 10:27:06:666	252	0
2020-06-09 10:27:07:661	252	0
2020-06-09 10:27:08:661	252	0
2020-06-09 10:27:09:653	252	0
2020-06-09 10:27:10:657	252	0
2020-06-09 10:27:11:650	252	0
2020-06-09 10:27:12:659	252	0
2020-06-09 10:27:13:659	252	0
2020-06-09 10:27:14:654	252	0
2020-06-09 10:27:15:655	252	0
2020-06-09 10:27:16:646	252	0
2020-06-09 10:27:17:670	252	0
2020-06-09 10:27:18:657	252	0
2020-06-09 10:27:19:666	252	0
2020-06-09 10:27:20:652	252	0
2020-06-09 10:27:21:662	252	0
2020-06-09 10:27:22:667	252	0
2020-06-09 10:27:23:654	252	0
2020-06-09 10:27:24:659	252	0
2020-06-09 10:27:25:666	252	0
2020-06-09 10:27:26:655	252	0
2020-06-09 10:27:27:662	252	0
2020-06-09 10:27:28:667	252	0
2020-06-09 10:27:29:661	252	0
2020-06-09 10:27:30:651	252	0
2020-06-09 10:27:31:656	252	0
2020-06-09 10:27:32:643	252	0
2020-06-09 10:27:33:664	252	0
2020-06-09 10:27:34:660	252	0.2108893
2020-06-09 10:27:35:661	252	0.1990996
2020-06-09 10:27:36:656	252	0
2020-06-09 10:27:37:656	252	0
2020-06-09 10:27:38:663	252	0
2020-06-09 10:27:39:653	252	0
2020-06-09 10:27:40:658	252	0
2020-06-09 10:27:41:664	252	0
2020-06-09 10:27:42:653	252	0
2020-06-09 10:27:43:661	252	0
2020-06-09 10:27:44:668	252	0
2020-06-09 10:27:45:640	252	0
2020-06-09 10:27:46:665	252	0
2020-06-09 10:27:47:667	252	0
2020-06-09 10:27:48:659	252	0
2020-06-09 10:27:49:650	252	0
2020-06-09 10:27:50:652	252	0
2020-06-09 10:27:51:663	252	0
2020-06-09 10:27:52:665	252	0
2020-06-09 10:27:53:656	252	0
2020-06-09 10:27:54:662	252	0
2020-06-09 10:27:55:650	252	0
2020-06-09 10:27:56:674	252	0
2020-06-09 10:27:57:646	252	0
2020-06-09 10:27:58:651	252	0
2020-06-09 10:27:59:657	252	0
2020-06-09 10:28:00:648	252	0
2020-06-09 10:28:01:653	252	0
2020-06-09 10:28:02:658	252	0
2020-06-09 10:28:03:667	252	0
2020-06-09 10:28:04:654	252	0
2020-06-09 10:28:05:663	252	0
2020-06-09 10:28:06:651	252	0
2020-06-09 10:28:07:655	252	0
2020-06-09 10:28:08:662	252	0
2020-06-09 10:28:09:667	252	0
2020-06-09 10:28:10:658	252	0
2020-06-09 10:28:11:667	252	0
2020-06-09 10:28:12:652	252	0
2020-06-09 10:28:13:648	252	0
2020-06-09 10:28:14:649	252	0
2020-06-09 10:28:15:659	252	0
2020-06-09 10:28:16:664	252	0
2020-06-09 10:28:17:651	252	0
2020-06-09 10:28:18:656	252	0
2020-06-09 10:28:19:646	252	0
2020-06-09 10:28:20:673	252	0
2020-06-09 10:28:21:661	252	0
2020-06-09 10:28:22:646	252	0.2325238
2020-06-09 10:28:23:657	252	0
2020-06-09 10:28:24:640	252	0
2020-06-09 10:28:25:667	252	0
2020-06-09 10:28:26:657	252	0
2020-06-09 10:28:27:660	185	0.2629634
2020-06-09 10:28:28:650	186	0
2020-06-09 10:28:29:654	186	0
2020-06-09 10:28:30:663	186	0
2020-06-09 10:28:31:653	186	0
2020-06-09 10:28:32:656	186	0
2020-06-09 10:28:33:666	186	0
2020-06-09 10:28:34:652	186	0
2020-06-09 10:28:35:662	186	0
2020-06-09 10:28:36:664	186	0
2020-06-09 10:28:37:656	186	0
2020-06-09 10:28:38:662	186	0
2020-06-09 10:28:39:665	186	0.2410906
2020-06-09 10:28:40:657	186	0.2186239
2020-06-09 10:28:41:661	186	0
2020-06-09 10:28:42:651	186	0
2020-06-09 10:28:43:656	186	0
2020-06-09 10:28:44:662	186	0
2020-06-09 10:28:45:656	186	0
2020-06-09 10:28:46:658	186	0
2020-06-09 10:28:47:650	186	0
2020-06-09 10:28:48:659	186	0
2020-06-09 10:28:49:659	186	0
2020-06-09 10:28:50:649	186	0
2020-06-09 10:28:51:655	186	0
2020-06-09 10:28:52:665	186	0
2020-06-09 10:28:53:651	186	0
2020-06-09 10:28:54:659	186	0.2268156
2020-06-09 10:28:55:657	186	0.2427947
2020-06-09 10:28:56:661	186	0.1995519
2020-06-09 10:28:57:652	186	0
2020-06-09 10:28:58:660	186	0
2020-06-09 10:28:59:646	186	0
2020-06-09 10:29:00:657	186	0
2020-06-09 10:29:01:642	186	0
2020-06-09 10:29:02:651	186	0
2020-06-09 10:29:03:657	186	0
2020-06-09 10:29:04:659	186	0
2020-06-09 10:29:05:655	186	0
2020-06-09 10:29:06:655	186	0
2020-06-09 10:29:07:660	186	0
2020-06-09 10:29:08:667	186	0
2020-06-09 10:29:09:656	186	0
2020-06-09 10:29:10:666	186	0
2020-06-09 10:29:11:652	186	0
2020-06-09 10:29:12:661	186	0
2020-06-09 10:29:13:649	186	0
2020-06-09 10:29:14:674	186	0
2020-06-09 10:29:15:660	186	0
2020-06-09 10:29:16:667	186	0
2020-06-09 10:29:17:656	186	0
2020-06-09 10:29:18:662	186	0
2020-06-09 10:29:19:655	186	0
2020-06-09 10:29:20:660	186	0
2020-06-09 10:29:21:647	186	0
2020-06-09 10:29:22:657	186	0
2020-06-09 10:29:23:659	186	0
2020-06-09 10:29:24:651	186	0
2020-06-09 10:29:25:667	186	0
2020-06-09 10:29:26:661	186	0
2020-06-09 10:29:27:670	186	0
2020-06-09 10:29:28:671	186	0
2020-06-09 10:29:29:664	186	0
2020-06-09 10:29:30:671	186	0
2020-06-09 10:29:31:658	186	0
2020-06-09 10:29:32:648	186	0
2020-06-09 10:29:33:654	258	0.2101983
2020-06-09 10:29:34:648	258	0
2020-06-09 10:29:35:652	258	0
2020-06-09 10:29:36:654	258	0
2020-06-09 10:29:37:664	258	0
2020-06-09 10:29:38:650	258	0
2020-06-09 10:29:39:660	258	0
2020-06-09 10:29:40:665	258	0
2020-06-09 10:29:41:652	258	0
2020-06-09 10:29:42:662	258	0.1954026
2020-06-09 10:29:43:667	258	0
2020-06-09 10:29:44:657	258	0
2020-06-09 10:29:45:660	258	0
2020-06-09 10:29:46:665	258	0
2020-06-09 10:29:47:659	258	0
2020-06-09 10:29:48:644	258	0
2020-06-09 10:29:49:654	258	0
2020-06-09 10:29:50:659	258	0
2020-06-09 10:29:51:662	258	0
2020-06-09 10:29:52:653	258	0
2020-06-09 10:29:53:659	258	0
2020-06-09 10:29:54:665	258	0
2020-06-09 10:29:55:655	258	0
2020-06-09 10:29:56:659	258	0
2020-06-09 10:29:57:652	258	0
2020-06-09 10:29:58:655	258	0
2020-06-09 10:29:59:664	258	0
2020-06-09 10:30:00:671	258	0
2020-06-09 10:30:01:657	258	0
2020-06-09 10:30:02:651	258	0
2020-06-09 10:30:03:652	258	0
2020-06-09 10:30:04:662	258	0
2020-06-09 10:30:05:667	258	0
2020-06-09 10:30:06:654	258	0
2020-06-09 10:30:07:667	258	0
2020-06-09 10:30:08:650	258	0
2020-06-09 10:30:09:659	258	0
2020-06-09 10:30:10:646	258	0
2020-06-09 10:30:11:652	258	0
2020-06-09 10:30:12:658	258	0
2020-06-09 10:30:13:648	258	0
2020-06-09 10:30:14:658	258	0
2020-06-09 10:30:15:660	258	0
2020-06-09 10:30:16:649	258	0
2020-06-09 10:30:17:661	258	0
2020-06-09 10:30:18:643	258	0
2020-06-09 10:30:19:670	258	0
2020-06-09 10:30:20:657	258	0
2020-06-09 10:30:21:663	258	0
2020-06-09 10:30:22:653	258	0
2020-06-09 10:30:23:658	258	0
2020-06-09 10:30:24:664	258	0
2020-06-09 10:30:25:655	258	0
2020-06-09 10:30:26:663	258	0
2020-06-09 10:30:27:655	258	0.2178364
2020-06-09 10:30:28:655	258	0.216691
2020-06-09 10:30:29:651	258	0.2024112
2020-06-09 10:30:30:651	258	0
2020-06-09 10:30:31:658	258	0
2020-06-09 10:30:32:650	258	0
2020-06-09 10:30:33:652	258	0
2020-06-09 10:30:34:658	258	0
2020-06-09 10:30:35:665	258	0
2020-06-09 10:30:36:657	258	0
2020-06-09 10:30:37:661	258	0
2020-06-09 10:30:38:650	258	0
2020-06-09 10:30:39:659	258	0
2020-06-09 10:30:40:662	258	0
2020-06-09 10:30:41:671	258	0
2020-06-09 10:30:42:657	258	0
2020-06-09 10:30:43:667	258	0
2020-06-09 10:30:44:673	258	0
2020-06-09 10:30:45:642	258	0
2020-06-09 10:30:46:650	258	0
2020-06-09 10:30:47:641	258	0
2020-06-09 10:30:48:660	258	0
2020-06-09 10:30:49:654	258	0
2020-06-09 10:30:50:656	258	0
2020-06-09 10:30:51:669	258	0.2078343
2020-06-09 10:30:52:669	258	0
2020-06-09 10:30:53:661	258	0
2020-06-09 10:30:54:652	258	0
2020-06-09 10:30:55:654	258	0
2020-06-09 10:30:56:666	258	0
2020-06-09 10:30:57:667	258	0
2020-06-09 10:30:58:659	258	0
2020-06-09 10:30:59:664	258	0
2020-06-09 10:31:00:667	258	0
2020-06-09 10:31:01:657	258	0
2020-06-09 10:31:02:663	258	0
2020-06-09 10:31:03:668	258	0
2020-06-09 10:31:04:658	258	0
2020-06-09 10:31:05:648	258	0
2020-06-09 10:31:06:653	258	0
2020-06-09 10:31:07:644	258	0
2020-06-09 10:31:08:666	258	0
2020-06-09 10:31:09:655	258	0
2020-06-09 10:31:10:646	258	0
2020-06-09 10:31:11:651	258	0
2020-06-09 10:31:12:656	258	0
2020-06-09 10:31:13:648	258	0
2020-06-09 10:31:14:653	258	0
2020-06-09 10:31:15:659	258	0
2020-06-09 10:31:16:665	258	0
2020-06-09 10:31:17:655	258	0
2020-06-09 10:31:18:660	258	0
2020-06-09 10:31:19:651	258	0
2020-06-09 10:31:20:672	258	0
2020-06-09 10:31:21:646	258	0
2020-06-09 10:31:22:652	258	0
2020-06-09 10:31:23:657	258	0
2020-06-09 10:31:24:647	258	0
2020-06-09 10:31:25:654	258	0.2344464
2020-06-09 10:31:26:660	243	0.2139499
2020-06-09 10:31:27:665	243	0
2020-06-09 10:31:28:655	243	0
2020-06-09 10:31:29:644	243	0
2020-06-09 10:31:30:651	243	0
2020-06-09 10:31:31:657	243	0
2020-06-09 10:31:32:647	243	0.2108652
2020-06-09 10:31:33:653	243	0.2209885
2020-06-09 10:31:34:659	243	0
2020-06-09 10:31:35:648	243	0
2020-06-09 10:31:36:654	243	0
2020-06-09 10:31:37:659	243	0
2020-06-09 10:31:38:666	243	0
2020-06-09 10:31:39:655	243	0
2020-06-09 10:31:40:661	243	0
2020-06-09 10:31:41:667	243	0
2020-06-09 10:31:42:657	243	0
2020-06-09 10:31:43:662	243	0
2020-06-09 10:31:44:669	243	0
2020-06-09 10:31:45:676	243	0.1742899
2020-06-09 10:31:46:665	243	0
2020-06-09 10:31:47:670	243	0
2020-06-09 10:31:48:676	243	0
2020-06-09 10:31:49:666	243	0
2020-06-09 10:31:50:671	243	0
2020-06-09 10:31:51:678	243	0
2020-06-09 10:31:52:668	243	0
2020-06-09 10:31:53:673	243	0
