Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 04월 12일 16:53:16


날짜/시간 	 #1주변온도 	 #1물체온도 	 #2주변온도 	 #2물체온도 
2021-04-12 17:42:12:008	0	0	25.1	24.4
2021-04-12 17:42:13:007	0	0	25.1	24.4
2021-04-12 17:42:14:007	0	0	25.1	24.3
2021-04-12 17:42:14:991	0	0	25.1	24.4
2021-04-12 17:42:16:007	0	0	25	24.4
2021-04-12 17:42:16:991	0	0	25	24.4
2021-04-12 17:42:17:999	0	0	25	24.4
2021-04-12 17:42:18:993	0	0	25	24.4
2021-04-12 17:42:20:008	0	0	25.1	24.4
2021-04-12 17:42:20:997	0	0	25.1	24.6
2021-04-12 17:42:21:980	0	0	25.1	24.6
2021-04-12 17:42:22:995	0	0	25.1	24.4
2021-04-12 17:42:23:979	0	0	25.2	24.4
2021-04-12 17:42:24:994	0	0	25.2	24.4
2021-04-12 17:42:25:979	0	0	25.2	24.4
2021-04-12 17:42:26:978	0	0	25.2	24.4
2021-04-12 17:42:27:978	0	0	25.2	24.4
2021-04-12 17:42:28:978	0	0	25.3	24.4
2021-04-12 17:42:29:978	0	0	25.3	24.4
2021-04-12 17:42:30:978	0	0	25.1	24.4
2021-04-12 17:42:31:991	0	0	25.1	24.4
2021-04-12 17:43:57:487	0	0	25.5	24
2021-04-12 17:43:58:487	0	0	25.4	24
2021-04-12 17:45:34:177	24.9	24.5	0	0
2021-04-12 17:45:35:158	24.9	24.5	0	0
2021-04-12 17:45:36:148	24.9	24.6	0	0
2021-04-12 17:45:37:164	24.9	24.6	0	0
2021-04-12 17:45:38:148	24.9	24.6	0	0
2021-04-12 17:45:39:163	24.9	24.6	0	0
2021-04-12 17:45:40:148	24.9	24.5	0	0
2021-04-12 17:45:42:147	25.1	24.5	0	0
2021-04-12 17:45:43:147	25.1	24.6	0	0
2021-04-12 17:45:44:147	25	24.5	0	0
2021-04-12 17:45:45:147	25	24.5	0	0
2021-04-12 17:45:46:147	25.1	24.5	0	0
2021-04-12 17:45:47:147	25	24.5	0	0
2021-04-12 17:45:48:131	25	24.5	0	0
2021-04-12 17:45:49:146	25	24.5	0	0
2021-04-12 17:45:50:130	25	24.5	0	0
2021-04-12 17:45:51:146	25	24.4	0	0
2021-04-12 17:45:52:130	25.1	24.4	0	0
2021-04-12 17:45:53:130	25.1	24.4	0	0
2021-04-12 17:45:54:129	25.1	24.4	0	0
2021-04-12 17:45:55:129	25.2	24.4	0	0
2021-04-12 17:45:56:129	25.1	24.4	0	0
2021-04-12 17:45:57:129	25.1	24.4	0	0
2021-04-12 17:46:58:410	25.6	24.5	0	0
2021-04-12 17:46:59:394	25.6	24.5	0	0
2021-04-12 17:47:00:410	25.8	24.5	0	0
2021-04-12 17:47:01:410	25.6	24.5	0	0
2021-04-12 17:47:02:409	25.7	24.5	0	0
2021-04-12 17:47:03:409	25.7	24.4	0	0
2021-04-12 17:47:04:409	25.7	24.4	0	0
2021-04-12 17:47:05:409	25.7	24.4	0	0
2021-04-12 17:47:10:206	0	0	25.6	27.2
2021-04-12 17:47:11:206	0	0	65.6	23.2
2021-04-12 17:47:12:206	0	0	25.7	23.2
2021-04-12 17:47:13:190	0	0	25.7	23.2
2021-04-12 17:47:14:190	0	0	25.2	23.2
2021-04-12 17:47:15:174	0	0	25.2	23.7
2021-04-12 18:41:51:184	0	0	24.3	23.5
2021-04-12 18:41:52:172	0	0	24.3	23.5
2021-04-12 18:41:53:181	0	0	24.3	23.5
2021-04-12 18:41:54:172	0	0	24.4	23.5
2021-04-12 18:41:55:180	0	0	24.4	23.5
2021-04-12 18:41:56:188	0	0	24.4	23.5
2021-04-12 18:41:57:179	0	0	24.4	23.5
2021-04-12 18:41:58:188	0	0	23.8	23.5
2021-04-12 18:41:59:178	0	0	24.4	23.5
2021-04-12 18:42:00:186	0	0	24.4	23.5
2021-04-12 18:42:01:193	0	0	24.4	23.5
2021-04-12 18:42:02:188	0	0	24.5	23.5
2021-04-12 18:42:03:193	0	0	25.1	23.6
2021-04-12 18:42:04:185	0	0	25.1	23.5
2021-04-12 18:42:05:196	0	0	25.1	23.6
2021-04-12 18:42:06:188	0	0	25.7	23.6
2021-04-12 18:42:07:195	0	0	25.1	23.6
2021-04-12 18:42:08:203	0	0	25.7	23.6
2021-04-12 18:42:09:195	0	0	26.3	23.5
2021-04-12 18:42:10:200	0	0	26.3	23.5
2021-04-12 18:42:11:194	0	0	25.7	23.5
2021-04-12 18:42:12:202	0	0	25.7	23.5
2021-04-12 18:42:13:209	0	0	25.7	23.5
2021-04-12 18:42:14:202	0	0	25.1	23.5
2021-04-12 18:42:15:207	0	0	25.1	23.5
2021-04-12 18:42:16:202	0	0	24.5	23.5
2021-04-12 18:42:17:209	0	0	24	22.9
2021-04-12 18:42:18:199	0	0	24	0.2
2021-04-12 18:42:19:207	0	0	24	23
2021-04-12 18:42:20:215	0	0	24	23
2021-04-12 18:42:21:207	0	0	24	23
2021-04-12 18:42:22:214	0	0	24	23
2021-04-12 18:42:23:212	0	0	24.6	23
2021-04-12 18:42:24:215	0	0	25.2	23
2021-04-12 18:42:25:222	0	0	25.2	23
2021-04-12 18:42:26:214	0	0	25.2	23
2021-04-12 18:42:27:223	0	0	25.8	22.9
2021-04-12 18:42:28:217	0	0	26.3	22.9
2021-04-12 18:42:29:222	0	0	26.3	22.9
2021-04-12 18:42:30:230	0	0	26.4	22.9
2021-04-12 18:42:31:221	0	0	26.4	22.9
2021-04-12 18:42:32:229	0	0	25.8	22.9
2021-04-12 18:42:33:221	0	0	25.8	23.5
2021-04-12 18:42:34:234	0	0	26.3	23.5
2021-04-12 18:42:35:223	0	0	25.8	2.3
2021-04-12 18:42:36:231	0	0	25.2	22.9
2021-04-12 18:42:37:239	0	0	25.2	22.9
2021-04-12 18:42:38:230	0	0	25.2	22.9
2021-04-12 18:42:39:239	0	0	24.7	22.9
2021-04-12 18:42:40:232	0	0	24.7	22.9
2021-04-12 18:42:41:236	0	0	24.7	22.4
2021-04-12 18:42:42:243	0	0	24.1	22.4
2021-04-12 18:42:43:237	0	0	24.1	21.8
2021-04-12 18:42:44:244	0	0	24.1	22.4
2021-04-12 18:42:45:240	0	0	24.7	22.4
2021-04-12 18:42:46:245	0	0	24.7	22.4
2021-04-12 18:42:47:251	0	0	25.3	22.4
2021-04-12 18:42:48:245	0	0	25.3	21.8
2021-04-12 18:42:49:253	0	0	25.3	22.4
2021-04-12 18:42:50:245	0	0	25.3	22.4
2021-04-12 18:42:51:253	0	0	25.3	22.4
2021-04-12 18:42:53:250	0	0	24.7	22.4
2021-04-12 18:42:54:260	0	0	24.7	22.4
2021-04-12 18:42:55:252	0	0	24.7	22.4
2021-04-12 18:42:56:259	0	0	24.7	22.4
2021-04-12 18:42:57:251	0	0	24.7	0.2
2021-04-12 18:42:58:260	0	0	24.7	22.4
2021-04-12 18:42:59:268	0	0	24.8	23
2021-04-12 18:43:00:257	0	0	24.8	23
2021-04-12 18:43:01:265	0	0	24.8	22.4
2021-04-12 18:43:02:258	0	0	24.8	22.4
2021-04-12 18:43:03:265	0	0	24.2	22.5
2021-04-12 18:43:04:276	0	0	24.2	23
2021-04-12 18:43:05:267	0	0	24.2	23
2021-04-12 18:43:06:273	0	0	24.2	23
2021-04-12 18:43:07:267	0	0	24.8	23
2021-04-12 18:43:08:272	0	0	24.8	23
2021-04-12 18:43:10:271	0	0	24.8	23
2021-04-12 18:43:11:282	0	0	24.8	23
2021-04-12 18:43:12:273	0	0	24.8	23
2021-04-12 18:43:13:282	0	0	24.8	23
2021-04-12 18:43:14:271	0	0	24.8	23
2021-04-12 18:43:15:279	0	0	24.3	23
2021-04-12 18:43:16:287	0	0	24.3	23
2021-04-12 18:43:17:281	0	0	24.3	23.6
2021-04-12 18:57:07:005	25	24	0	0
2021-04-12 19:00:00:340	25.6	24	0	0
2021-04-12 19:00:00:608	25.4	24	0	0
2021-04-12 19:00:01:599	25.7	24.3	0	0
2021-04-12 19:00:02:588	25.7	24.3	0	0
2021-04-12 19:00:03:595	25.7	24.5	0	0
2021-04-12 19:00:06:581	25.7	26.5	0	0
2021-04-12 19:00:07:590	25.7	24.5	0	0
2021-04-12 19:00:08:581	25.7	24.5	0	0
2021-04-12 19:00:09:574	25.7	24.3	0	0
2021-04-12 19:00:10:581	25.7	24.3	0	0
2021-04-12 19:00:11:575	25.7	24	0	0
2021-04-12 19:00:18:945	25.7	24	0	0
2021-04-12 19:00:20:561	25.7	24.3	0	0
2021-04-12 19:00:56:746	26	24.5	0	0
2021-04-12 19:00:58:484	26	24.8	0	0
2021-04-12 19:00:59:475	36	25	0	0
2021-04-12 19:01:00:468	26	25	0	0
2021-04-12 19:01:02:466	26	25.3	0	0
2021-04-12 19:01:03:474	26	25.3	0	0
2021-04-12 19:01:05:469	25.8	25	0	0
2021-04-12 19:01:06:460	25.8	24.8	0	0
2021-04-12 19:01:18:437	25.5	24.3	0	0
2021-04-12 19:01:20:436	25.8	24.3	0	0
2021-04-12 19:01:23:426	25.8	24.3	0	0
2021-04-12 19:01:24:419	25.8	24.3	0	0
2021-04-12 19:01:25:427	25.8	24.3	0	0
2021-04-12 19:01:28:409	25.8	24.3	0	0
2021-04-12 19:01:30:409	25.8	24.3	0	0
2021-04-12 19:01:33:400	25.8	24.3	0	0
2021-04-12 19:01:35:567	26	24.3	0	0
2021-04-12 19:01:38:393	26	24.1	0	0
2021-04-12 19:01:40:394	26	24.1	0	0
2021-04-12 19:01:41:384	26.1	24.1	0	0
2021-04-12 19:01:42:377	26.1	24.1	0	0
2021-04-12 19:01:43:387	26.1	24.1	0	0
2021-04-12 19:01:44:377	26.1	24.3	0	0
2021-04-12 19:01:45:383	26.1	24.3	0	0
2021-04-12 19:01:47:370	26.1	24.6	0	0
2021-04-12 19:01:51:367	25.6	24.6	0	0
2021-04-12 19:01:53:363	25.6	24.3	0	0
2021-04-12 19:01:54:355	25.6	24.3	0	0
2021-04-12 19:01:57:345	25.8	24	0	0
2021-04-12 19:01:58:354	25.8	24.8	0	0
2021-04-12 19:01:59:345	26.1	24.3	0	0
2021-04-12 19:02:00:354	26.1	34.3	0	0
2021-04-12 19:02:02:337	26.1	24.3	0	0
2021-04-12 19:02:03:344	26.1	24.3	0	0
2021-04-12 19:02:06:337	26.1	24.8	0	0
2021-04-12 19:02:08:342	26.1	24.5	0	0
2021-04-12 19:02:10:319	26.1	24.8	0	0
2021-04-12 19:02:14:325	25.6	24.5	0	0
2021-04-12 19:02:16:308	25.6	24.5	0	0
2021-04-12 19:02:18:306	25.6	24.2	0	0
2021-04-12 19:02:19:314	25.8	24.2	0	0
2021-04-12 19:02:22:308	26.1	24	0	0
2021-04-12 19:02:23:298	26.1	24.2	0	0
2021-04-12 19:02:24:290	26.1	2.4	0	0
2021-04-12 19:02:25:301	66.1	24.5	0	0
2021-04-12 19:02:28:291	26.1	24.5	0	0
2021-04-12 19:02:30:290	26.1	24.8	0	0
2021-04-12 19:02:32:284	25.8	24.2	0	0
2021-04-12 19:02:33:274	25.8	24.3	0	0
2021-04-12 19:02:35:275	25.8	24.2	0	0
2021-04-12 19:02:37:276	25.8	24.5	0	0
2021-04-12 19:02:38:267	25.8	24.5	0	0
2021-04-12 19:02:42:268	26.3	24.5	0	0
2021-04-12 19:02:43:257	26.1	24.5	0	0
2021-04-12 19:02:44:255	27.9	24.3	0	0
2021-04-12 19:02:46:255	26.9	24	0	0
2021-04-12 19:02:48:250	26.1	24	0	0
2021-04-12 19:02:49:241	26.1	24	0	0
2021-04-12 19:02:50:252	26.1	24.8	0	0
2021-04-12 19:02:54:239	26.1	24	0	0
2021-04-12 19:02:55:230	26.1	24	0	0
2021-04-12 19:02:59:237	26.1	24.5	0	0
2021-04-12 19:03:00:224	26.1	24.5	0	0
2021-04-12 19:03:01:218	25.8	24.5	0	0
2021-04-12 19:03:04:220	25.6	24.2	0	0
2021-04-12 19:03:06:219	25.6	24.2	0	0
2021-04-12 19:03:07:210	25.3	24.2	0	0
2021-04-12 19:03:08:203	25.3	24.2	0	0
2021-04-12 19:03:09:209	25.3	24.2	0	0
2021-04-12 19:03:12:205	25.6	24.2	0	0
2021-04-12 19:03:16:193	25.6	23.9	0	0
2021-04-12 19:03:19:184	25.8	24.2	0	0
2021-04-12 19:03:22:184	25.8	24.2	0	0
2021-04-12 19:03:23:175	25.8	24.2	0	0
2021-04-12 19:03:24:181	26.1	24.2	0	0
2021-04-12 19:03:25:173	25.8	24.2	0	0
2021-04-12 19:03:27:171	25.8	23.9	0	0
2021-04-12 19:03:29:170	25.8	23.9	0	0
2021-04-12 19:03:30:163	25.8	23.9	0	0
2021-04-12 19:03:31:167	35.8	23.9	0	0
2021-04-12 19:03:35:148	25.6	23.9	0	0
2021-04-12 19:03:36:157	25.6	23.9	0	0
2021-04-12 19:03:38:142	25.6	23.9	0	0
2021-04-12 19:03:39:150	25.3	23.9	0	0
2021-04-12 19:03:41:148	27.9	24.2	0	0
2021-04-12 19:03:46:136	25.6	24.2	0	0
2021-04-12 19:03:48:124	25.9	24	0	0
2021-04-12 19:03:50:124	25.9	24	0	0
2021-04-12 19:03:53:120	26.1	24.3	0	0
2021-04-12 19:03:54:109	25.9	24.3	0	0
2021-04-12 19:03:56:112	25.6	24.2	0	0
2021-04-12 19:03:59:100	25.6	24.3	0	0
2021-04-12 19:04:01:102	25.6	24	0	0
2021-04-12 19:04:02:094	25.9	24	0	0
2021-04-12 19:04:08:079	25.9	24	0	0
2021-04-12 19:04:09:091	25.9	23.9	0	0
2021-04-12 19:04:11:088	25.9	23.9	0	0
